iter	RMSE
317	0.5710509224
318	0.5703632487
319	0.5695672066
320	0.5685596071
321	0.5683237368
322	0.5671008315
323	0.5669174428
324	0.5661028804
325	0.5647109325
326	0.5641647916
327	0.5639298111
328	0.5638018199
329	0.5636426898
330	0.5635597964
331	0.5632319359
332	0.5623967575
333	0.5615638113
334	0.5604280005
335	0.5600296353
336	0.5591423397
337	0.558328939
338	0.557792756
339	0.5567417793
340	0.5554877842
341	0.5551063361
342	0.5539132412
343	0.5527773528
344	0.5517158645
345	0.5506459913
346	0.550156919
347	0.5493167563
348	0.5485706143
349	0.5476587728
350	0.5471486479
351	0.5462359742
352	0.5460739855
353	0.5448404407
354	0.543687745
355	0.542619522
356	0.5413720793
357	0.5406619202
358	0.5405300455
359	0.539424554
360	0.5392458921
361	0.5391623328
362	0.5380708786
363	0.5378639653
364	0.5376669158
365	0.5366937431
366	0.5360132949
367	0.5350025037
368	0.5340784716
369	0.5333859125
370	0.5324743538
371	0.5313022763
372	0.5309999467
373	0.5307824661
374	0.5295136015
375	0.5290105733
376	0.5286804658
377	0.5275928951
378	0.5265892484
379	0.5255285284
380	0.5245781214
381	0.5242072579
382	0.523419636
383	0.5224063439
384	0.52135542
385	0.5209175084
386	0.5206101798
387	0.5199191124
388	0.519064235
389	0.5178178551
390	0.5176998469
391	0.5166345703
392	0.5165488526
393	0.5164437378
394	0.5163197377
395	0.5156148632
396	0.5154673446
397	0.5146718681
398	0.5136847917
399	0.5135074217
400	0.512711447
401	0.5125440391
402	0.5116559714
403	0.5108985917
404	0.5107956338
405	0.510684998
406	0.5100539026
407	0.5099685377
408	0.5093814427
409	0.5092249468
410	0.5090860507
411	0.5089555836
412	0.5082963437
413	0.5081748765
414	0.5080368096
415	0.5073910816
416	0.5073021093
417	0.5061146895
418	0.5053037623
419	0.5051500871
420	0.50426599
421	0.5040638179
422	0.5028149604
423	0.5018539298
424	0.5010370138
425	0.5009229977
426	0.5001590964
427	0.4990241455
428	0.4989125188
429	0.4983565769
430	0.4982361452
431	0.4970614458
432	0.4960914904
433	0.4950677107
434	0.4949574824
435	0.4940417677
436	0.4927555815
437	0.4918685768
438	0.4912515936
439	0.4910700679
440	0.4899866861
441	0.4894996197
442	0.4894132817
443	0.4887699594
444	0.4879782056
445	0.4878663697
446	0.4874392763
447	0.4865260821
448	0.4862013108
449	0.4861269126
450	0.4857136745
451	0.4855746284
452	0.4851997124
453	0.4850820312
454	0.4850377493
455	0.4849657416
456	0.48419249
457	0.4832985061
458	0.4832029215
459	0.4829139846
460	0.4816114302
461	0.4814382647
462	0.480641845
463	0.4805268195
464	0.4803112989
465	0.4793458594
466	0.4792828846
467	0.4790347729
468	0.4781652339
469	0.4773483966
470	0.4759694732
471	0.4749775821
472	0.4742204584
473	0.4737409972
474	0.4728858868
475	0.4728062057
476	0.4720113442
477	0.4712401728
478	0.4702919376
479	0.4696543395
480	0.4692110237
481	0.4690044973
482	0.4682373304
483	0.4671929904
484	0.4669148307
485	0.4668345954
486	0.4667601412
487	0.466146738
488	0.4654644693
489	0.4654131399
490	0.4648011154
491	0.4639653713
492	0.4633280702
493	0.4622706982
494	0.4621516724
495	0.4612261227
496	0.4604523671
497	0.4603685719
498	0.4601213881
499	0.4595005332
500	0.4591256995
501	0.4585196227
502	0.4578125503
503	0.4568892254
504	0.4564165777
505	0.4557667592
506	0.4550495389
507	0.4542730338
508	0.4541996829
509	0.4536889292
510	0.4533406065
511	0.4528817253
512	0.4527931331
513	0.4519923839
514	0.4513451956
515	0.4509499558
516	0.4508087604
517	0.4507172102
518	0.4500795158
519	0.4495718556
520	0.4491777371
521	0.4486130841
522	0.4479411139
523	0.4475998206
524	0.446607148
525	0.4465319485
526	0.4459911429
527	0.4449995384
528	0.4441575694
529	0.4436019451
530	0.4431075161
531	0.4425974304
532	0.4425413731
533	0.4424619299
534	0.4420111024
535	0.4414926074
536	0.4413425517
537	0.4405104227
538	0.4402923825
539	0.4394448622
540	0.4385472707
541	0.4384976423
542	0.4382749424
543	0.4380565062
544	0.4373268992
545	0.4372093028
546	0.4370418498
547	0.4369630213
548	0.4369036279
549	0.4368461995
550	0.4362274198
551	0.4361764081
552	0.4357278685
553	0.4356590193
554	0.4353734599
555	0.434581198
556	0.4345468755
557	0.4339799597
558	0.4335198619
559	0.4329958295
560	0.4327926507
561	0.4319875739
562	0.4312490983
563	0.4306843786
564	0.4301511053
565	0.4300249374
566	0.4299921606
567	0.4299348134
568	0.4294123595
569	0.4284954706
570	0.4281067656
571	0.427656156
572	0.4271368364
573	0.4266443827
574	0.4265753875
575	0.4259912104
576	0.4259396885
577	0.4254634073
578	0.4251788185
579	0.4245387413
580	0.4240756613
581	0.4238560677
582	0.4228958399
583	0.4228512969
584	0.4226573727
585	0.4221166715
586	0.4214511253
587	0.421397051
588	0.4204718841
589	0.4197317256
590	0.419081338
591	0.4190357972
592	0.4189831047
593	0.4189267089
594	0.4188348211
595	0.4183558322
596	0.4181586532
597	0.4178049524
598	0.4173377892
599	0.4164046268
600	0.4162035049
601	0.4155466086
602	0.4151331121
603	0.4143624101
604	0.4135114213
605	0.4133748256
606	0.4129145824
607	0.4124823659
608	0.4122814545
609	0.4121089802
610	0.4120499535
611	0.4116491043
612	0.4109044651
613	0.4105867269
614	0.410152721
615	0.4100435515
616	0.4095816103
617	0.4095467017
618	0.4089133765
619	0.4085415601
620	0.4081703962
621	0.4081472521
622	0.4074425315
623	0.4069621054
624	0.40665799
625	0.4058511021
626	0.4049762056
627	0.4040615062
628	0.403457053
629	0.4033965885
630	0.4033372787
631	0.4027716786
632	0.4024217226
633	0.401173355
634	0.4008662826
635	0.4004359697
636	0.3996973464
637	0.3994070395
638	0.3987670154
639	0.3987282687
640	0.3983683934
641	0.3979799853
642	0.3973839504
643	0.3967284351
644	0.3962232445
645	0.3961858711
646	0.3954723131
647	0.3949699767
648	0.3944782981
649	0.3937878155
650	0.3935770747
651	0.392970781
652	0.3924907855
653	0.3923553387
654	0.3916644455
655	0.391232844
656	0.3911684708
657	0.3905348173
658	0.3899919811
659	0.3899567208
660	0.3897976082
661	0.3894250175
662	0.3890120978
663	0.3882838922
664	0.3876519202
665	0.3871210909
666	0.3861969848
667	0.3853068933
668	0.3852790244
669	0.384653609
670	0.3844929932
671	0.3839126439
672	0.3831750942
673	0.3822124946
674	0.3819758884
675	0.381939436
676	0.3814835629
677	0.3807325804
678	0.3802792343
679	0.3794654002
680	0.3788539961
681	0.3785021496
682	0.3784644916
683	0.3783640591
684	0.378041509
685	0.3774858604
686	0.3770838301
687	0.3766777626
688	0.3766431012
689	0.376176985
690	0.3754877653
691	0.3747257557
692	0.3739863052
693	0.3733530665
694	0.3733191912
695	0.3732823746
696	0.3730629596
697	0.3726842441
698	0.372354199
699	0.3721312083
700	0.3717355942
701	0.3715179886
702	0.3714772247
703	0.3714300886
704	0.3706296571
705	0.3703123514
706	0.3702839482
707	0.3691282644
708	0.3687237951
709	0.3681613662
710	0.3676559699
711	0.3673804912
712	0.3670720725
713	0.36647018
714	0.3659505697
715	0.3652782382
716	0.3646418808
717	0.3643999178
718	0.3642597349
719	0.3639175371
720	0.3634189932
721	0.3627411278
722	0.3623671747
723	0.3622465092
724	0.3617694332
725	0.3615943449
726	0.3614409926
727	0.3608790383
728	0.3602101786
729	0.3596344317
730	0.3594899478
731	0.3590810434
732	0.3589930255
733	0.3587683435
734	0.3585589421
735	0.3580759408
736	0.357659179
737	0.3571439589
738	0.356534033
739	0.3559111322
740	0.3553835165
741	0.3553512305
742	0.3552950372
743	0.3551114115
744	0.3546277998
745	0.3545835511
746	0.3545484813
747	0.3545187354
748	0.3540466115
749	0.3534994556
750	0.3531880499
751	0.3529135178
752	0.3524400136
753	0.3521857457
754	0.3516512096
755	0.3511355243
756	0.3508598297
757	0.3507349721
758	0.3507070804
759	0.3506605031
760	0.350617036
761	0.3505899785
762	0.3504436337
763	0.3501255706
764	0.3501110835
765	0.3497096482
766	0.3493454966
767	0.3492689611
768	0.3482640815
769	0.3478457823
770	0.347452135
771	0.346926798
772	0.3466182532
773	0.3461890819
774	0.3455570936
775	0.3451825724
776	0.3447591574
777	0.3447288096
778	0.3445944357
779	0.3444165616
780	0.3443913694
781	0.3443267095
782	0.3435653463
783	0.3435426463
784	0.3430761292
785	0.3425253107
786	0.3420868439
787	0.3417750122
788	0.3415154988
789	0.3413168517
790	0.341091937
791	0.3406028368
792	0.3399468099
793	0.3395230924
794	0.3390686617
795	0.3390156976
796	0.3386624504
797	0.3386344318
798	0.3381032663
799	0.3380532547
800	0.3377479267
801	0.3370349146
802	0.3365116625
803	0.3359621121
804	0.3357871761
805	0.335177945
806	0.3348004082
807	0.3344586723
808	0.334049874
809	0.3340126086
810	0.3337471725
811	0.3335464605
812	0.3329925455
813	0.332350429
814	0.3318352483
815	0.3317029942
816	0.3316644852
817	0.3312012965
818	0.3308386278
819	0.3305395484
820	0.3305196761
821	0.3300651103
822	0.3294657405
823	0.3290015476
824	0.3285761337
825	0.3283508804
826	0.3282349486
827	0.3279490542
828	0.3275780488
829	0.3270600183
830	0.3268671287
831	0.326475352
832	0.3260872333
833	0.3251687831
834	0.3250661764
835	0.3243445032
836	0.3235596582
837	0.322892811
838	0.3226777853
839	0.3224198744
840	0.3215721445
841	0.321269448
842	0.320935721
843	0.3206635286
844	0.3203408658
845	0.3200879529
846	0.3197900996
847	0.3194836754
848	0.3190073953
849	0.3184124948
850	0.3179660274
851	0.3174679485
852	0.3173565569
853	0.3171783891
854	0.3171465755
855	0.3165926596
856	0.3161253183
857	0.3157132827
858	0.3149783361
859	0.3145169386
860	0.314180048
861	0.3135622492
862	0.3131148019
863	0.3127362176
864	0.3126073098
865	0.3123529551
866	0.3117179556
867	0.3111975669
868	0.3106308228
869	0.3101785914
870	0.3099113191
871	0.3094678838
872	0.3092082438
873	0.3090111892
874	0.308883258
875	0.308443801
876	0.308029074
877	0.3075917632
878	0.3075685096
879	0.3072677115
880	0.3070011109
881	0.3068990663
882	0.306557397
883	0.3061850152
884	0.3057014762
885	0.3054924958
886	0.3050178604
887	0.304877511
888	0.3044586747
889	0.3041246379
890	0.304078172
891	0.3036866575
892	0.3030571213
893	0.3029421784
894	0.3027727561
895	0.3025986628
896	0.3025485731
897	0.3020738983
898	0.3019774493
899	0.3017687407
900	0.3013784472
901	0.3012376695
902	0.3006804513
903	0.3005404883
904	0.3005029149
905	0.3000234396
906	0.2997704825
907	0.2995671573
908	0.2993712419
909	0.2991660112
910	0.298573128
911	0.2981060093
912	0.2978254729
913	0.2974843589
914	0.2973437901
915	0.29711302
916	0.2969270626
917	0.2964486172
918	0.2961844831
919	0.295912528
920	0.2950977739
921	0.2946720598
922	0.2944678432
923	0.2942902772
924	0.2940774348
925	0.2938778955
926	0.2933666697
927	0.2927904094
928	0.2923570147
929	0.2921073973
930	0.2917140441
931	0.2913127424
932	0.2909607269
933	0.2907560764
934	0.2906456784
935	0.2902474287
936	0.2900842248
937	0.2895711946
938	0.2891159057
939	0.2889891035
940	0.2885452905
941	0.2882320639
942	0.2875847432
943	0.2873102878
944	0.287186372
945	0.2868952516
946	0.2867032658
947	0.2864425537
948	0.2861776155
949	0.2858990802
950	0.28550486
951	0.2850896253
952	0.2847286093
953	0.2846020226
954	0.2843481135
955	0.2838386974
956	0.2835479773
957	0.2833942032
958	0.2830794398
959	0.2828441434
960	0.2826725448
961	0.2822614818
962	0.2819787636
963	0.2818735047
964	0.2813727896
965	0.2811012488
966	0.2809208076
967	0.2807086345
968	0.280217771
969	0.280063799
970	0.2799906232
971	0.279800532
972	0.2795865624
973	0.2789877336
974	0.2788374922
975	0.2784669127
976	0.2782541648
977	0.2781366476
978	0.277977964
979	0.2778010326
980	0.2775091726
981	0.2769698544
982	0.2768062597
983	0.2764501999
984	0.2761712319
985	0.2760360927
986	0.2755583539
987	0.2753902395
988	0.2753686229
989	0.2749937613
990	0.2746248193
991	0.2743134309
992	0.2741115162
993	0.2736714903
994	0.273196565
995	0.2726144154
996	0.272462934
997	0.2721358124
998	0.271815428
999	0.2717209919
