Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Jurassic Park III (2001),http://www.imdb.com/title/tt0163025/,5.9,42,92,"$93,000,000 ",50771645,181171875,368780809,18-Jul-01,PG-13,Action Adventure Sci-Fi,USA
Jurassic World (2015),http://www.imdb.com/title/tt0369610/,7,59,124,"$150,000,000 ",208806270,652270625,1670400637,12-Jun-15,PG-13,Action Adventure Sci-Fi,USA
Raiders of the Lost Ark (1981),http://www.imdb.com/title/tt0082971/,8.4,85,115,"$18,000,000 ",8305823,248159971,390133212,12-Jun-81,PG,Action Adventure,USA
Indiana Jones and the Temple of Doom (1984),http://www.imdb.com/title/tt0087469/,7.6,57,118,"$28,000,000 ",25337110,179870271,333107271,23-May-84,PG,Action Adventure,USA
Indiana Jones and the Last Crusade (1989),http://www.imdb.com/title/tt0097576/,8.2,65,127,"$48,000,000 ",29355021,197171806,474310887,24-May-89,PG-13,Action Adventure,USA
Indiana Jones and the Kingdom of the Crystal Skull (2008),http://www.imdb.com/title/tt0367882/,6.1,65,122,"$185,000,000 ",100137835,317101119,790653942,22-May-08,PG-13,Action Adventure,USA
Star Wars: Episode I - The Phantom Menace (1999),http://www.imdb.com/title/tt0120915/,6.5,51,136,"$115,000,000 ",64820970,474544677,1027082707,19-May-99,PG,Action Adventure Fantasy,USA
Star Wars: Episode II - Attack of the Clones (2002),http://www.imdb.com/title/tt0121765/,6.5,54,142,"$115,000,000 ",80027814,310676740,653779970,16-May-02,PG,Action Adventure Fantasy,USA
Star Wars: Episode IV - A New Hope (1977),http://www.imdb.com/title/tt0076759/,8.6,90,121,"$11,000,000 ",1554475,460998507,775512064,25-May-77,PG,Action Adventure Fantasy,USA
Star Wars: Episode V - The Empire Strikes Back (1980),http://www.imdb.com/title/tt0080684/,8.7,82,124,"$18,000,000 ",4910483,290271960,547952944,20-Jun-80,PG,Action Adventure Fantasy,USA
Star Wars: Episode VI - Return of the Jedi (1983),http://www.imdb.com/title/tt0086190/,8.3,58,131,"$32,500,000 ",23019618,309306177,475347111,25-May-83,PG,Action Adventure Fantasy,USA
Star Wars: Episode VII - The Force Awakens (2015),https://www.imdb.com/title/tt2527336/,7.9,80,138,"$245,000,000 ",247966675,936662225,2068223624,18-Dec-15,PG-13,Action Adventure Sci-Fi,USA
Star Wars: Episode VIII - The Last Jedi (2017),https://www.imdb.com/title/tt2527338/,7,84,152,"$317,000,000 ",220009584,620181382,1332539889,15-Dec-17,PG-13,Action Adventure Fantasy,USA
Star Wars: The Rise Of Skywalker (2019),https://www.imdb.com/title/tt2527338/,6.7,53,142,"$275,000,000 ",177383864,515202542,1074144248,20-Dec-19,PG-13,Action Adventure Fantasy,USA
Austin Powers: The Spy Who Shagged Me (1999),http://www.imdb.com/title/tt0145660/,6.6,59,95,"$33,000,000 ",17981900,206040086,312016928,11-Jun-99,PG-13,Action Adventure Comedy,USA
Austin Powers: International Man of Mystery (1997),http://www.imdb.com/title/tt0118655/,7,51,94,"$16,500,000 ",9548111,53883989,67683989,2-May-97,PG-13,Adventure Comedy,USA
Twilight (2008),http://www.imdb.com/title/tt1099212/,5.2,56,122,"$37,000,000 ",69637740,193962473,408424673,21-Nov-08,PG-13,Drama Fantasy Romance,USA
The Twilight Saga: New Moon (2009),http://www.imdb.com/title/tt1259571/,4.7,44,130,"$50,000,000 ",142839137,297816253,711020081,20-Nov-09,PG-13,Adventure Drama Fantasy,USA
The Twilight Saga: Breaking Dawn - Part 1 (2011),http://www.imdb.com/title/tt1324999/,4.9,45,117,"$110,000,000 ",138122261,281287133,712205856,18-Nov-11,PG-13,Adventure Drama Fantasy,USA
The Twilight Saga: Breaking Dawn - Part 2 (2012),http://www.imdb.com/title/tt1673434/,5.5,52,115,"$120,000,000 ",141067634,292324737,829746820,16-Nov-12,PG-13,Adventure Drama Fantasy,USA
Kill Bill: Vol. 1 (2003),http://www.imdb.com/title/tt0266697/,8.1,69,111,"$30,000,000 ",22200000,70099045,180899045,10-Oct-03,R,Action Crime Thriller,USA
Kill Bill: Vol. 2 (2004),http://www.imdb.com/title/tt0378194/,8,83,137,"$30,000,000 ",25600000,66208183,154116796,16-Apr-04,R,Action Crime Thriller,USA
The Mask of Zorro (1998),http://www.imdb.com/title/tt0120746/,6.7,63,136,"$95,000,000 ",22525855,94095523,250288523,17-Jul-98,PG-13,Action Adventure Comedy,USA
The Legend of Zorro (2005),http://www.imdb.com/title/tt0386140/,6,47,129,"$75,000,000 ",16328506,46464023,142400065,28-Oct-05,PG,Action Adventure Romance,USA
Ghostbusters (1984),http://www.imdb.com/title/tt0087332/,7.8,71,105,"$30,000,000 ",13578151,242582079,295743767,8-Jun-84,PG,Action Comedy Fantasy,USA
Ghostbusters II (1989),http://www.imdb.com/title/tt0097428/,6.6,56,108,"$37,000,000 ",29472894,112494738,215394738,16-Jun-89,PG,Action Comedy Fantasy,USA
The Santa Clause (1994),http://www.imdb.com/title/tt0111070/,6.5,57,97,"$22,000,000 ",19321992,144833357,189833357,11-Nov-94,PG,Comedy Drama Family,USA
The Santa Clause 2 (2002),http://www.imdb.com/title/tt0304669/,5.6,48,104,"$65,000,000 ",29008696,139236327,172855065,1-Nov-02,G,Comedy Family Fantasy,USA
Doctor Dolittle (1998),http://www.imdb.com/title/tt0118998/,5.4,46,85,"$71,500,000 ",29014324,144156605,294456605,26-Jun-98,PG-13,Comedy Family Fantasy,USA
Dr. Dolittle 2 (2001),http://www.imdb.com/title/tt0240462/,4.7,49,87,"$70,000,000 ",25037039,112952899,176104344,22-Jun-01,PG,Comedy Family Fantasy,USA
The Nutty Professor (1996),http://www.imdb.com/title/tt0117218/,5.6,62,95,"$54,000,000 ",25411725,128814019,273961019,28-Jun-96,PG-13,Comedy Romance Sci-Fi,USA
Nutty Professor II: The Klumps (2000),http://www.imdb.com/title/tt0144528/,4.4,38,106,"$84,000,000 ",42518830,123309890,166339890,28-Jul-00,PG-13,Comedy Romance Sci-Fi,USA
Beverly Hills Cop (1984),http://www.imdb.com/title/tt0086960/,7.3,66,105,"$14,000,000 ",15214805,234760478,316360478,5-Dec-84,R,Action Comedy Crime,USA
Beverly Hills Cop II (1987),http://www.imdb.com/title/tt0092644/,6.5,48,100,"$28,000,000 ",26348555,153665036,299965036,20-May-87,R,Action Comedy Crime,USA
48 Hrs. (1982),http://www.imdb.com/title/tt0083511/,6.9,71,96,"$12,000,000 ",4369868,78868508,78868508,8-Dec-82,R,Action Comedy Crime,USA
Another 48 Hrs. (1990),http://www.imdb.com/title/tt0099044/,5.9,23,93,"$38,000,000 ",19475559,80818974,153518974,8-Jun-90,R,Action Comedy Crime,USA
Father of the Bride (1991),http://www.imdb.com/title/tt0101862/,6.5,51,105,"$20,000,000 ",7031146,89325780,89325780,20-Dec-91,PG,Comedy Family Romance,USA
Father of the Bride Part II (1995),http://www.imdb.com/title/tt0113041/,6,49,106,"$30,000,000 ",11134978,76594107,76594107,8-Dec-95,PG,Comedy Family Romance,USA
Speed (1994),http://www.imdb.com/title/tt0111257/,7.2,78,116,"$30,000,000 ",14456194,121248145,350448145,10-Jun-94,R,Action Adventure Thriller,USA
Speed 2: Cruise Control (1997),http://www.imdb.com/title/tt0120179/,3.9,23,121,"$160,000,000 ",16158942,48608066,164508066,13-Jun-97,PG-13,Action Adventure Crime,USA
Scary Movie (2000),http://www.imdb.com/title/tt0175142/,6.2,48,88,"$19,000,000 ",42346669,157019771,278019771,7-Jul-00,R,Comedy,USA
Scary Movie 2 (2001),http://www.imdb.com/title/tt0257106/,5.3,29,83,"$45,000,000 ",20503356,71308997,141220678,4-Jul-01,R,Comedy Horror,USA
Scary Movie 3 (2003),http://www.imdb.com/title/tt0306047/,5.5,49,84,"$48,000,000 ",49700000,110003217,220673217,24-Oct-03,PG-13,Comedy Horror,USA
Scary Movie 4 (2006),http://www.imdb.com/title/tt0362120/,5.1,40,83,"$45,000,000 ",40222875,90710620,178262620,14-Apr-06,PG-13,Comedy Horror,USA
The Ring (2002),http://www.imdb.com/title/tt0298130/,7.1,57,115,"$48,000,000 ",15015393,129128133,249348933,18-Oct-02,PG-13,Horror Mystery,USA
The Ring Two (2005),http://www.imdb.com/title/tt0377109/,5.4,44,110,"$50,000,000 ",35065237,76231249,163995949,18-Mar-05,PG-13,Horror Mystery,USA
The Texas Chainsaw Massacre 2 (1986),http://www.imdb.com/title/tt0092076/,5.6,42,89,"$4,700,000 ",2822439,8025872,8025872,22-Aug-86,Unrated,Comedy Horror,USA
Leatherface: Texas Chainsaw Massacre III (1990),http://www.imdb.com/title/tt0099994/,5.1,30,81,"$2,000,000 ",2692087,5765562,5765562,12-Jan-90,R,Horror Thriller,USA
The Texas Chainsaw Massacre (2003),http://www.imdb.com/title/tt0324216/,6.2,38,98,"$9,500,000 ",29100000,80571655,107362708,17-Oct-03,R,Horror,USA
The Texas Chainsaw Massacre: The Beginning (2006),http://www.imdb.com/title/tt0420294/,5.8,30,91,"$16,000,000 ",19150000,39517763,51764406,6-Oct-06,R,Horror Thriller,USA
Meet the Parents (2000),http://www.imdb.com/title/tt0212338/,7,73,108,"$55,000,000 ",28623300,166244045,330444045,6-Oct-00,PG-13,Comedy Romance,USA
Meet the Fockers (2004),http://www.imdb.com/title/tt0290002/,6.3,41,115,"$80,000,000 ",46120980,279261160,522657936,22-Dec-04,PG-13,Comedy Romance,USA
Shanghai Noon (2000),http://www.imdb.com/title/tt0184894/,6.6,77,110,"$55,000,000 ",15607034,56937502,99274467,26-May-00,PG-13,Action Adventure Comedy,USA
Shanghai Knights (2003),http://www.imdb.com/title/tt0300471/,6.2,58,114,"$50,000,000 ",19603630,60476872,88323487,7-Feb-03,PG-13,Action Adventure Comedy,USA
Anaconda (1997),http://www.imdb.com/title/tt0118615/,4.8,37,89,"$45,000,000 ",16620887,65885767,136885767,11-Apr-97,PG-13,Action Adventure Horror,USA
Anacondas: The Hunt for the Blood Orchid (2004),http://www.imdb.com/title/tt0366174/,4.7,40,97,"$20,000,000 ",12812287,32238923,70992898,27-Aug-04,PG-13,Action Adventure Horror,USA
Walking Tall (1973),http://www.imdb.com/title/tt0070895/,7,60,125,"$500,000 ",None,None,None,22-Feb-73,R,Action Biography Crime,USA
Walking Tall Part II (1975),http://www.imdb.com/title/tt0073880/,6.2,None,109,None,None,None,None,28-Sep-75,PG,Action Biography Crime,USA
Vacancy (2007),http://www.imdb.com/title/tt0452702/,6.2,54,85,"$19,000,000 ",7603376,19363565,35442935,20-Apr-07,R,Horror Thriller,USA
Vacancy 2: The First Cut (2008),http://www.imdb.com/title/tt1204979/,5,None,86,"$3,000,000 ",None,None,None,20-Jan-09,R,Horror Thriller,USA
Hostel (2005),http://www.imdb.com/title/tt0450278/,5.9,55,94,"$4,800,000 ",19556099,47326473,81979826,6-Jan-06,R,Horror,USA
Hostel: Part II (2007),http://www.imdb.com/title/tt0498353/,5.5,46,94,"$10,200,000 ",8203391,17609452,35728183,8-Jun-07,R,Horror,USA
Charlie's Angels (2000),http://www.imdb.com/title/tt0160127/,5.5,52,98,"$93,000,000 ",40128550,125305545,264105545,3-Nov-00,PG-13,Action Adventure Comedy,USA
Charlie's Angels: Full Throttle (2003),http://www.imdb.com/title/tt0305357/,4.9,48,106,"$120,000,000 ",37634221,100830111,259175788,27-Jun-03,PG-13,Action Adventure Comedy,USA
Bad Boys (1995),http://www.imdb.com/title/tt0112442/,6.9,41,119,"$19,000,000 ",15523358,65807024,141407024,7-Apr-95,R,Action Comedy Crime,USA
Bad Boys II (2003),http://www.imdb.com/title/tt0172156/,6.6,38,147,"$130,000,000 ",46522560,138608444,273339556,18-Jul-03,R,Action Comedy Crime,USA
Big Momma's House (2000),http://www.imdb.com/title/tt0208003/,5.2,33,99,"$30,000,000 ",25661041,117559438,173959438,2-Jun-00,PG-13,Action Comedy Crime,Germany
Big Momma's House 2 (2006),http://www.imdb.com/title/tt0421729/,4.7,34,99,"$40,000,000 ",27736056,70165972,141522961,27-Jan-06,PG-13,Comedy Crime,USA
The Grudge (2004),http://www.imdb.com/title/tt0391198/,5.9,49,91,"$10,000,000 ",39128715,110359362,187281115,22-Oct-04,PG-13,Horror Mystery Thriller,USA
The Grudge 2 (2006),http://www.imdb.com/title/tt0433386/,5.1,33,102,"$20,000,000 ",20825300,39143839,70711175,13-Oct-06,PG-13,Horror Thriller,USA
National Lampoon's Van Wilder (2002),http://www.imdb.com/title/tt0283111/,6.4,26,92,"$5,000,000 ",7302913,21305259,38275483,5-Apr-02,R,Comedy Romance,Germany
Van Wilder 2: The Rise of Taj (2006),http://www.imdb.com/title/tt0480271/,4.9,21,97,None,2313372,4300645,6086508,1-Dec-06,R,Comedy Romance,USA
Harold & Kumar Go to White Castle (2004),http://www.imdb.com/title/tt0366551/,7.1,64,88,"$9,000,000 ",5200000,18250550,23936908,30-Jul-04,R,Adventure Comedy,USA
Harold & Kumar Escape from Guantanamo Bay (2008),http://www.imdb.com/title/tt0481536/,6.6,57,114,"$12,000,000 ",14908404,38108728,43495888,25-Apr-08,R,Adventure Comedy,USA
Ice Age (2002),http://www.imdb.com/title/tt0268380/,7.5,60,81,"$59,000,000 ",46312454,176387405,383257136,15-Mar-02,PG,Animation Adventure Comedy,USA
Ice Age: The Meltdown (2006),http://www.imdb.com/title/tt0438097/,6.8,58,91,"$80,000,000 ",68033544,195330621,667094506,31-Mar-06,PG,Animation Adventure Comedy,USA
Ice Age: Dawn of the Dinosaurs (2009),http://www.imdb.com/title/tt1080016/,6.9,50,94,"$90,000,000 ",41690382,196573705,886686817,1-Jul-09,PG,Animation Adventure Comedy,USA
Ice Age: Continental Drift (2012),http://www.imdb.com/title/tt1667889/,6.6,49,88,"$95,000,000 ",46629259,161321843,877244782,13-Jul-12,PG,Animation Adventure Comedy,USA
Madagascar (2005),http://www.imdb.com/title/tt0351283/,6.9,57,86,"$75,000,000 ",47224594,193595521,542063846,27-May-05,PG,Animation Adventure Comedy,USA
Madagascar: Escape 2 Africa (2008),http://www.imdb.com/title/tt0479952/,6.6,61,89,"$150,000,000 ",63106589,180010950,603900354,7-Nov-08,PG,Animation Adventure Comedy,USA
Kung Fu Panda (2008),http://www.imdb.com/title/tt0441773/,7.5,74,92,"$130,000,000 ",60239130,215434591,631746197,6-Jun-08,PG,Animation Action Adventure,USA
Kung Fu Panda 2 (2011),http://www.imdb.com/title/tt1302011/,7.2,67,90,"$150,000,000 ",47656302,165249063,665692281,26-May-11,PG,Animation Action Adventure,USA
The Lion King (1994),http://www.imdb.com/title/tt0110357/,8.5,88,88,"$45,000,000 ",1586753,422783777,968511805,24-Jun-94,G,Animation Adventure Drama,USA
The Lion King Remake (2019),https://www.imdb.com/title/tt6105098/,6.9,55,118,"$260,000,000 ",191770759,543638043,1656943394,21-Jul-19,G,Animation Adventure Drama,USA
The Princess Diaries (2001),http://www.imdb.com/title/tt0247638/,6.3,52,111,"$26,000,000 ",22862269,108248956,165335153,3-Aug-01,G,Comedy Family Romance,USA
The Princess Diaries 2: Royal Engagement (2004),http://www.imdb.com/title/tt0368933/,5.8,43,113,"$40,000,000 ",22956453,95170481,134734481,11-Aug-04,G,Comedy Family Romance,USA
Bridget Jones's Diary (2001),http://www.imdb.com/title/tt0243155/,6.7,66,97,"$25,000,000 ",10733933,71543427,281929795,13-Apr-01,R,Comedy Drama Romance,UK
Bridget Jones: The Edge of Reason (2004),http://www.imdb.com/title/tt0317198/,6,44,108,"$40,000,000 ",8684055,40226215,265126918,19-Nov-04,R,Comedy Drama Romance,UK
The Bourne Identity (2002),http://www.imdb.com/title/tt0258463/,7.9,68,119,"$60,000,000 ",27118640,121661683,214034224,14-Jun-02,PG-13,Action Mystery Thriller,USA
The Bourne Supremacy (2004),http://www.imdb.com/title/tt0372183/,7.7,73,108,"$75,000,000 ",52521865,176241941,290835269,23-Jul-04,PG-13,Action Mystery Thriller,USA
The Bourne Ultimatum (2007),http://www.imdb.com/title/tt0440963/,8,85,115,"$110,000,000 ",69283690,227471070,444100035,3-Aug-07,PG-13,Action Mystery Thriller,USA
The Bourne Legacy (2012),http://www.imdb.com/title/tt1194173/,6.7,61,135,"$125,000,000 ",38142825,113203870,276144750,10-Aug-12,PG-13,Action Adventure Thriller,USA
Clash of the Titans (2010),http://www.imdb.com/title/tt0800320/,5.8,39,106,"$125,000,000 ",61235105,163214888,493214993,2-Apr-10,PG-13,Action Adventure Fantasy,USA
Wrath of the Titans (2012),http://www.imdb.com/title/tt1646987/,5.7,37,99,"$150,000,000 ",33457188,83670083,301970083,30-Mar-12,PG-13,Action Adventure Fantasy,Spain
Halloween (1978),http://www.imdb.com/title/tt0077651/,7.8,87,91,"$325,000 ",None,47000000,47000000,27-Oct-78,R,Horror Thriller,USA
Halloween II (1981),http://www.imdb.com/title/tt0082495/,6.5,40,92,"$2,500,000 ",7446508,25533818,25533818,30-Oct-81,R,Horror,USA
Halloween III: Season of the Witch (1982),http://www.imdb.com/title/tt0085636/,4.9,50,98,"$2,500,000 ",6333259,14400000,14400000,22-Oct-82,R,Horror Mystery Sci-Fi,USA
Halloween 4: The Return of Michael Myers (1988),http://www.imdb.com/title/tt0095271/,5.9,34,88,"$5,000,000 ",6831250,17768757,17768757,21-Oct-88,R,Horror Thriller,USA
Halloween 5: The Revenge of Michael Myers (1989),http://www.imdb.com/title/tt0097474/,5.2,28,96,"$5,000,000 ",5093428,11642254,11642254,13-Oct-89,R,Horror Thriller,USA
Halloween: The Curse of Michael Myers (1995),http://www.imdb.com/title/tt0113253/,4.9,10,87,"$5,000,000 ",7308529,15116634,15116634,29-Sep-95,R,Horror Thriller,USA
Halloween H20: 20 Years Later (1998),http://www.imdb.com/title/tt0120694/,5.8,52,86,"$17,000,000 ",16187724,55041738,55041738,5-Aug-98,R,Horror Thriller,USA
Halloween: Resurrection (2002),http://www.imdb.com/title/tt0220506/,4,19,94,"$13,000,000 ",12292121,30354442,37664855,12-Jul-02,R,Horror Thriller,USA
Halloween (2007),http://www.imdb.com/title/tt0373883/,6.1,47,109,"$15,000,000 ",26362367,58272029,80460948,31-Aug-07,R,Horror,USA
Halloween II (2009),http://www.imdb.com/title/tt1311067/,4.9,35,105,"$15,000,000 ",16349565,33392973,39421467,28-Aug-09,R,Horror,USA
Hot Shots! (1991),http://www.imdb.com/title/tt0102059/,6.8,61,84,"$26,000,000 ",10848182,69467617,181096164,31-Jul-91,PG-13,Action Comedy,USA
Hot Shots! Part Deux (1993),http://www.imdb.com/title/tt0107144/,6.6,None,86,"$25,000,000 ",10250661,38922972,133752825,21-May-93,PG-13,Action Comedy,USA
The Naked Gun: From the Files of Police Squad! (1988),http://www.imdb.com/title/tt0095705/,7.6,76,85,"$12,000,000 ",9331746,78756177,78756177,2-Dec-88,PG-13,Comedy Crime,USA
The Naked Gun 2½: The Smell of Fear (1991),http://www.imdb.com/title/tt0102510/,6.9,65,85,"$23,000,000 ",20817139,86930411,86930411,28-Jun-91,PG-13,Comedy Crime,USA
Night at the Museum (2006),http://www.imdb.com/title/tt0477347/,6.4,48,108,"$110,000,000 ",30433781,250863268,574480841,22-Dec-06,PG,Adventure Comedy Family,USA
Night at the Museum: Battle of the Smithsonian (2009),http://www.imdb.com/title/tt1078912/,6,42,105,"$150,000,000 ",54173286,177243721,413106170,22-May-09,PG,Adventure Comedy Family,USA
Hellraiser (1987),http://www.imdb.com/title/tt0093177/,7,57,94,"$1,000,000 ",4453232,14564027,14575193,18-Sep-87,R,Horror Thriller,UK
Hellbound: Hellraiser II (1988),http://www.imdb.com/title/tt0095294/,6.5,41,97,"$3,000,000 ",3185511,12090735,12090735,23-Dec-88,R,Horror Thriller,UK
Hellraiser III: Hell on Earth (1992),http://www.imdb.com/title/tt0104409/,5.5,50,97,"$5,000,000 ",3208009,12534961,12534961,11-Sep-92,R,Horror,USA
Hellraiser: Bloodline (1996),http://www.imdb.com/title/tt0116514/,5.2,21,85,"$4,000,000 ",4505036,9336886,9336886,8-Mar-96,R,Horror Sci-Fi,USA
Candyman (1992),http://www.imdb.com/title/tt0103919/,6.6,61,99,"$6,000,000 ",5404320,25792310,25792310,16-Oct-92,R,Horror Thriller,USA
Candyman: Farewell to the Flesh (1995),http://www.imdb.com/title/tt0112625/,5.3,None,95,"$13,900,000 ",6046825,13940383,13940383,17-Mar-95,R,Horror Thriller,USA
Jeepers Creepers (2001),http://www.imdb.com/title/tt0263488/,6.2,49,90,"$10,000,000 ",13106108,37904175,59371303,31-Aug-01,R,Horror Mystery,USA
Jeepers Creepers 2 (2003),http://www.imdb.com/title/tt0301470/,5.6,36,106,"$17,000,000 ",15269324,35667218,63102666,29-Aug-03,R,Horror,USA
Boogeyman (2005),http://www.imdb.com/title/tt0357507/,4.2,32,89,"$20,000,000 ",19020655,46752382,67192859,4-Feb-05,PG-13,Drama Horror Mystery,USA
Boogeyman 2 (2007),http://www.imdb.com/title/tt0900357/,5,None,93,"$4,500,000 ",None,None,1798418,8-Jan-08,Unrated,Drama Horror Thriller,USA
The Omen (1976),http://www.imdb.com/title/tt0075005/,7.5,62,111,"$2,800,000 ",4273886,60922980,60922980,25-Jun-76,R,Horror,UK
Damien: Omen II (1978),http://www.imdb.com/title/tt0077394/,6.3,45,107,"$6,800,000 ",3880880,26518355,26518355,9-Jun-78,R,Horror,UK
Step Up (2006),http://www.imdb.com/title/tt0462590/,6.5,48,104,"$12,000,000 ",20659573,65328121,114197742,11-Aug-06,PG-13,Crime Drama Music,USA
Step Up 2: The Streets (2008),http://www.imdb.com/title/tt1023481/,6.2,50,98,"$17,500,000 ",18908826,58017783,150988382,14-Feb-08,PG-13,Drama Music Romance,USA
Step Up 3D (2010),http://www.imdb.com/title/tt1193631/,6.2,45,107,"$30,000,000 ",15812311,42400223,159291809,6-Aug-10,PG-13,Drama Music Romance,USA
Step Up Revolution (2012),http://www.imdb.com/title/tt1800741/,6.4,43,99,"$33,000,000 ",11731708,35074677,140470746,27-Jul-12,PG-13,Drama Music Romance,USA
The Karate Kid (1984),http://www.imdb.com/title/tt0087538/,7.2,60,126,"$8,000,000 ",5031753,91077276,91077276,22-Jun-84,PG,Action Drama Family,USA
The Karate Kid Part II (1986),http://www.imdb.com/title/tt0091326/,6,55,113,"$13,000,000 ",12652336,115103979,115103979,20-Jun-86,PG,Action Family Romance,USA
The Karate Kid Part III (1989),http://www.imdb.com/title/tt0097647/,5.2,36,112,None,10364544,38956288,38956288,30-Jun-89,PG,Action Drama Family,USA
The Next Karate Kid (1994),http://www.imdb.com/title/tt0110657/,4.4,36,107,"$12,000,000 ",None,8914777,15876353,9-Sep-94,PG,Action Drama Family,USA
The Mummy (1999),http://www.imdb.com/title/tt0120616/,7,48,124,"$80,000,000 ",43369635,155385488,415933406,7-May-99,PG-13,Action Adventure Fantasy,USA
The Mummy Returns (2001),http://www.imdb.com/title/tt0209163/,6.3,48,130,"$98,000,000 ",68139035,202019785,443280904,4-May-01,PG-13,Action Adventure Fantasy,USA
Alvin and the Chipmunks (2007),http://www.imdb.com/title/tt0952640/,5.2,39,92,"$60,000,000 ",44307417,217326974,365352546,14-Dec-07,PG,Animation Comedy Family,USA
Alvin and the Chipmunks: The Squeakquel (2009),http://www.imdb.com/title/tt1231580/,4.5,41,88,"$75,000,000 ",48875415,219614612,443140005,23-Dec-09,PG,Animation Comedy Family,USA
The Fugitive (1993),http://www.imdb.com/title/tt0106977/,7.8,87,130,"$44,000,000 ",23758855,183875760,368875760,6-Aug-93,PG-13,Action Crime Drama,USA
U.S. Marshals (1998),http://www.imdb.com/title/tt0120873/,6.6,47,131,"$60,000,000 ",16863988,57167405,102367405,6-Mar-98,PG-13,Action Crime Thriller,USA
Analyze This (1999),http://www.imdb.com/title/tt0122933/,6.7,61,103,"$80,000,000 ",18383507,106885658,176885658,5-Mar-99,R,Comedy Crime,USA
Analyze That (2002),http://www.imdb.com/title/tt0289848/,5.9,37,96,"$60,000,000 ",11034422,32130627,55003135,6-Dec-02,R,Comedy Crime,USA
The Whole Nine Yards (2000),http://www.imdb.com/title/tt0190138/,6.7,47,98,"$41,300,000 ",13731070,57262492,106371651,18-Feb-00,R,Comedy Crime,USA
The Whole Ten Yards (2004),http://www.imdb.com/title/tt0327247/,5.5,24,98,"$40,000,000 ",6685381,16328471,26170671,9-Apr-04,PG-13,Comedy Crime Thriller,USA
The Addams Family (1991),http://www.imdb.com/title/tt0101272/,6.9,57,99,"$30,000,000 ",24203754,113502426,191502426,22-Nov-91,PG-13,Comedy Fantasy,USA
Addams Family Values (1993),http://www.imdb.com/title/tt0106220/,6.7,62,94,"$47,000,000 ",14117545,48919043,48919043,19-Nov-93,PG-13,Comedy Fantasy,USA
Sex and the City (2008),http://www.imdb.com/title/tt1000774/,5.6,53,145,"$65,000,000 ",57038404,152647258,418765321,30-May-08,R,Comedy Drama Romance,USA
Sex and the City 2 (2010),http://www.imdb.com/title/tt1261945/,4.5,27,146,"$100,000,000 ",31001870,95347692,290745055,27-May-10,R,Comedy Drama Romance,USA
Wayne's World (1992),http://www.imdb.com/title/tt0105793/,7,57,94,"$20,000,000 ",18122710,121697323,183097323,14-Feb-92,PG-13,Comedy Music,USA
Wayne's World 2 (1993),http://www.imdb.com/title/tt0108525/,6.2,60,95,"$40,000,000 ",13516699,48197805,48198564,10-Dec-93,PG-13,Comedy Music,USA
The French Connection (1971),http://www.imdb.com/title/tt0067116/,7.7,94,104,"$1,800,000 ",None,51700000,51700000,9-Oct-71,R,Action Crime Drama,USA
French Connection II (1975),http://www.imdb.com/title/tt0073018/,6.8,68,119,"$4,340,000 ",None,12484444,12484444,21-May-75,R,Action Crime Drama,USA
The Mask (1994),http://www.imdb.com/title/tt0110475/,6.9,56,101,"$23,000,000 ",23117068,119938730,351583407,29-Jul-94,PG-13,Action Comedy Crime,USA
Son of the Mask (2005),http://www.imdb.com/title/tt0362165/,2.2,20,94,"$84,000,000 ",7700000,17018422,59981548,18-Feb-05,PG,Comedy Family Fantasy,USA
The Pink Panther (2006),http://www.imdb.com/title/tt0383216/,5.7,38,93,"$80,000,000 ",20220412,82226474,164115897,10-Feb-06,PG,Adventure Comedy Crime,USA
The Pink Panther 2 (2009),http://www.imdb.com/title/tt0838232/,5.6,36,92,"$70,000,000 ",11588150,35922978,76025134,6-Feb-09,PG,Action Adventure Comedy,USA
The Silence of the Lambs (1991),http://www.imdb.com/title/tt0102926/,8.6,85,118,"$19,000,000 ",13766814,130742922,272753884,14-Feb-91,R,Crime Drama Thriller,USA
Hannibal (2001),http://www.imdb.com/title/tt0212985/,6.8,57,131,"$87,000,000 ",58003121,165092268,351692268,9-Feb-01,R,Crime Drama Thriller,USA
Red Dragon (2002),http://www.imdb.com/title/tt0289765/,7.2,60,124,"$78,000,000 ",36540945,93149898,209196298,4-Oct-02,R,Crime Drama Thriller,Germany
Hannibal Rising (2007),http://www.imdb.com/title/tt0367959/,6.2,35,121,"$50,000,000 ",13051650,27670986,82169884,9-Feb-07,R,Adventure Crime Drama,UK
A Nightmare on Elm Street (1984),http://www.imdb.com/title/tt0087800/,7.5,76,91,"$1,800,000 ",1271000,25504513,25504513,16-Nov-84,R,Horror,USA
A Nightmare on Elm Street 2: Freddy's Revenge (1985),http://www.imdb.com/title/tt0089686/,5.5,43,87,"$3,000,000 ",2865475,29999213,29999213,1-Nov-85,R,Horror,USA
A Nightmare on Elm Street 3: Dream Warriors (1987),http://www.imdb.com/title/tt0093629/,6.6,49,96,"$4,500,000 ",8880555,44793222,44793222,27-Feb-87,R,Fantasy Horror,USA
A Nightmare on Elm Street 4: The Dream Master (1988),http://www.imdb.com/title/tt0095742/,5.7,56,93,"$13,000,000 ",12833403,49369899,49369899,19-Aug-88,R,Horror,USA
