Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
The World Is Not Enough (1999),http://www.imdb.com/title/tt0143145/,6.4,57,128,"$135,000,000 ",35519007,126943684,361832400,19-Nov-99,PG-13,Action Adventure Thriller,UK
Die Another Day (2002),http://www.imdb.com/title/tt0246460/,6.1,56,133,"$142,000,000 ",47072040,160942139,431971116,22-Nov-02,PG-13,Action Adventure Thriller,UK
Casino Royale (2006),http://www.imdb.com/title/tt0381061/,8,80,144,"$150,000,000 ",40833156,167445960,616501619,17-Nov-06,PG-13,Action Adventure Thriller,UK
Quantum of Solace (2008),http://www.imdb.com/title/tt0830515/,6.6,58,106,"$200,000,000 ",67528882,168368427,589580482,14-Nov-08,PG-13,Action Adventure Thriller,UK
Skyfall (2012),http://www.imdb.com/title/tt1074638/,7.7,81,143,"$200,000,000 ",88364714,304360277,1108561013,9-Nov-12,PG-13,Action Adventure Thriller,UK
Spectre (2015),http://www.imdb.com/title/tt2379713/,6.8,60,148,"$245,000,000 ",70403148,200074609,880674609,6-Nov-15,PG-13,Action Adventure Thriller,UK
Diary of a Mad Black Woman (2005),http://www.imdb.com/title/tt0422093/,5.7,36,None,"$5,500,000 ",21905089,50633099,50652203,25-Feb-05,PG-13,Comedy Drama Romance,USA
Madea's Family Reunion (2006),http://www.imdb.com/title/tt0455612/,5.2,45,107,"$6,000,000 ",30030661,63318000,63368939,24-Feb-06,PG-13,Comedy Drama Romance,USA
Madea Goes to Jail (2009),http://www.imdb.com/title/tt1142800/,4.4,50,103,"$17,500,000 ",41030947,90508336,90508336,20-Feb-09,PG-13,Comedy Crime Drama,USA
I Can Do Bad All by Myself (2009),http://www.imdb.com/title/tt1385912/,4.5,55,None,"$13,000,000 ",23446785,51733921,51733921,11-Sep-09,PG-13,Comedy Drama,USA
Madea's Big Happy Family (2011),http://www.imdb.com/title/tt1787759/,4.7,45,106,"$25,000,000 ",25068677,53345287,54161287,22-Apr-11,PG-13,Comedy Drama,USA
Madea's Witness Protection (2012),http://www.imdb.com/title/tt2215285/,4.9,42,None,"$20,000,000 ",25390575,65653242,66899242,29-Jun-12,PG-13,Comedy Crime Drama,USA
A Madea Christmas (2013),http://www.imdb.com/title/tt2609758/,4.8,28,100,"$25,000,000 ",16007634,52543354,53396635,13-Dec-13,PG-13,Comedy Drama Romance,USA
Tyler Perry's Boo! A Madea Halloween (2016),http://www.imdb.com/title/tt5325452/,4.6,30,103,"$20,000,000 ",28501448,73206343,74827344,21-Oct-16,PG-13,Comedy Drama Horror,USA
Boo 2! A Madea Halloween (2017),http://www.imdb.com/title/tt6217804/,3.8,17,101,"$25,000,000 ",21226953,47319572,48333932,20-Oct-17,PG-13,Comedy Drama Horror,USA
Tyler Perry's A Madea Family Funeral (2019),http://www.imdb.com/title/tt7054636/,4.4,39,109,"$20,000,000 ",27062332,73257045,74747725,1-Mar-19,PG-13,Comedy,USA
Snow White and the Huntsman (2012),https://www.imdb.com/title/tt1735898/,6.1,57,127,"$170,000,000 ",56217700,155332381,396592829,1-Jun-12,PG-13,Action Adventure Drama,USA
The Huntsman: Winter's War (2016),https://www.imdb.com/title/tt2381991/,6.1,35,114,"$115,000,000 ",19445035,48390190,164989338,22-Apr-16,PG-13,Action Adventure Drama,USA
Maleficent (2014),https://www.imdb.com/title/tt1587310/,7,56,97,"$180,000,000 ",69431298,241410378,758410378,30-May-14,PG,Action Adventure Family,USA
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt4777008/,6.6,43,119,"$185,000,000 ",36948713,113929605,491730089,18-Oct-19,PG,Adventure Family Fantasy,USA
Frozen (2013),https://www.imdb.com/title/tt2294629/,7.4,75,102,"$150,000,000 ",243390,400738009,1280802282,27-Nov-13,PG,Animation Adventure Comedy,USA
Frozen II (2019),https://www.imdb.com/title/tt4520988/,6.9,64,103,"$150,000,000 ",130263358,477373578,1450026933,22-Nov-19,PG,Animation Adventure Comedy,USA
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",https://www.imdb.com/title/tt0363771/,6.9,75,143,"$180,000,000 ",65556312,291710957,745013115,9-Dec-05,PG,Adventure Family Fantasy,UK
The Chronicles of Narnia: Prince Caspian (2008),https://www.imdb.com/title/tt0499448/,6.5,62,150,"$225,000,000 ",55034805,141621490,419665568,16-May-08,PG,Action Adventure Family,USA
Jumanji: Welcome to the Jungle (2017),https://www.imdb.com/title/tt2283362/,6.9,58,119,"$90,000,000 ",36169328,404540171,962102237,20-Dec-17,PG-13,Action Adventure Comedy,USA
Jumanji: The Next Level (2019),https://www.imdb.com/title/tt7975244/,6.7,58,123,"$125,000,000 ",59251543,316831246,796575993,13-Dec-19,PG-13,Action Adventure Comedy,USA
Ant-Man (2015),https://www.imdb.com/title/tt0478970/,7.3,64,117,"$130,000,000 ",57225526,180202163,519311965,17-Jul-15,PG-13,Action Adventure Comedy,USA
Ant-Man and the Wasp (2018),https://www.imdb.com/title/tt5095030/,7.1,70,118,"$162,000,000 ",75812205,216648740,622674139,6-Jul-18,PG-13,Action Adventure Comedy,USA
Fantastic Beasts and Where to Find Them (2016),https://www.imdb.com/title/tt3183660/,7.3,66,132,"$180,000,000 ",74403387,234037575,814037575,18-Nov-16,PG-13,Adventure Family Fantasy,UK
Fantastic Beasts: The Crimes of Grindelwald (2018),https://www.imdb.com/title/tt4123430/,6.6,52,134,"$200,000,000 ",62163104,159555901,654855901,16-Nov-18,PG-13,Adventure Family Fantasy,UK
Patriot Games (1992),https://www.imdb.com/title/tt0105112/,6.9,64,117,"$45,000,000 ",18511191,83351587,178051587,5-Jun-92,R,Action Thriller,USA
Clear and Present Danger (1994),https://www.imdb.com/title/tt0109444/,6.9,74,141,"$62,000,000 ",20348017,122187717,215887717,3-Aug-94,PG-13,Action Crime Drama,USA
Barbershop (2002),https://www.imdb.com/title/tt0303714/,6.3,66,102,"$12,000,000 ",20627433,75782105,77063924,13-Sep-02,PG-13,Comedy Drama,USA
Barbershop 2: Back in Business (2004),https://www.imdb.com/title/tt0337579/,5.7,59,106,"$30,000,000 ",24241612,65111277,65991448,6-Feb-04,PG-13,Comedy Drama,USA
Suicide Squad (2016),https://www.imdb.com/title/tt1386697/,6,40,123,"$175,000,000 ",133682248,325100054,746846894,5-Aug-16,PG-13,Action Adventure Fantasy,USA
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn (2020),https://www.imdb.com/title/tt7713068/,6.1,60,109,"$84,500,000 ",33010017,84158461,201858461,7-Feb-20,R,Action Adventure Crime,USA
Mallrats (1995),https://www.imdb.com/title/tt0113749/,7.1,41,94,"$6,000,000 ",1153838,2122561,2122561,20-Oct-95,R,Comedy Romance,USA
Chasing Amy (1997),https://www.imdb.com/title/tt0118842/,7.2,71,113,"$250,000 ",52446,12021272,12021272,18-Apr-97,R,Comedy Drama Romance,USA
Dogma (1999),https://www.imdb.com/title/tt0120655/,7.3,62,130,"$10,000,000 ",8669945,30652890,31429330,12-Nov-99,R,Adventure Comedy Drama,USA
Jay and Silent Bob Strike Back (2001),https://www.imdb.com/title/tt0261392/,6.8,51,104,"$22,000,000 ",11018543,30085147,33788161,24-Aug-01,R,Comedy,USA
Creed (2015),https://www.imdb.com/title/tt3076658/,7.6,82,133,"$35,000,000 ",29632823,109767581,173567581,25-Nov-15,PG-13,Drama Sport,USA
Creed II (2018),https://www.imdb.com/title/tt6343314/,7.1,66,130,"$50,000,000 ",35574710,115715889,214215889,21-Nov-18,PG-13,Drama Sport,USA
TRON (1982),https://www.imdb.com/title/tt0084827/,6.8,58,96,"$17,000,000 ",4761795,33000000,33000000,9-Jul-82,PG,Action Adventure Sci-Fi,USA
TRON: Legacy (2010),https://www.imdb.com/title/tt1104001/,6.8,49,125,"$170,000,000 ",44026211,172062763,400062763,17-Dec-10,PG,Action Adventure Sci-Fi,USA
Shaun of the Dead (2004),https://www.imdb.com/title/tt0365748/,7.9,76,99,GBP4000000,3300000,13542874,30076102,24-Sep-04,R,Comedy Horror,UK
Hot Fuzz (2007),https://www.imdb.com/title/tt0425112/,7.8,81,121,GBP8000000,5837000,23637265,80743363,20-Apr-07,R,Action Comedy Mystery,UK
Jackass: The Movie (2002),https://www.imdb.com/title/tt0322802/,6.6,42,87,"$5,000,000 ",22763437,64255312,79493831,25-Oct-02,R,Documentary Action Comedy,USA
Jackass Number Two (2006),https://www.imdb.com/title/tt0493430/,7,66,92,"$11,500,000 ",29002002,72778712,84645164,22-Sep-06,R,Documentary Action Comedy,USA
Pitch Perfect (2012),https://www.imdb.com/title/tt1981677/,7.2,66,112,"$17,000,000 ",5149433,65001093,115350426,5-Oct-12,PG-13,Comedy Music Romance,USA
Pitch Perfect 2 (2015),https://www.imdb.com/title/tt2848292/,6.4,63,115,"$29,000,000 ",69216890,184296230,287144079,15-May-15,PG-13,Comedy Music,USA
Friday (1995),https://www.imdb.com/title/tt0113118/,7.3,54,91,"$3,500,000 ",6589341,27467564,28215918,26-Apr-95,R,Comedy Drama,USA
Next Friday (2000),https://www.imdb.com/title/tt0195945/,6.2,41,98,"$11,000,000 ",14465156,57328603,59827328,12-Jan-00,R,Comedy,USA
Jaws (1975),https://www.imdb.com/title/tt0073195/,8,87,124,"$7,000,000 ",7061513,260000000,471203004,20-Jun-75,PG,Adventure Thriller,USA
Jaws 2 (1978),https://www.imdb.com/title/tt0077766/,5.8,51,116,"$20,000,000 ",9866023,81766007,187884007,16-Jun-78,PG,Adventure Horror Thriller,USA
Jaws 3-D (1983),https://www.imdb.com/title/tt0085750/,3.7,27,99,"$20,500,000 ",13422500,45517055,87987055,22-Jul-83,PG,Adventure Horror Thriller,USA
Jaws: The Revenge (1987),https://www.imdb.com/title/tt0093300/,3,15,89,"$23,000,000 ",7154890,20763013,51881013,17-Jul-87,PG-13,Adventure Horror Thriller,USA
The NeverEnding Story (1984),https://www.imdb.com/title/tt0088323/,7.4,46,102,"$27,000,000 ",4325823,20158808,20250857,20-Jul-84,PG,Adventure Drama Family,West Germany
The NeverEnding Story II: The Next Chapter (1990),https://www.imdb.com/title/tt0100240/,5.2,None,90,"$36,000,000 ",4912124,17373527,17373527,8-Feb-91,PG,Adventure Drama Family,Germany
Phantasm (1979),https://www.imdb.com/title/tt0079714/,6.8,72,89,"$300,000 ",None,11988469,11988469,28-Mar-79,R,Horror Sci-Fi,USA
Phantasm II (1988),https://www.imdb.com/title/tt0095863/,6.5,42,97,"$3,000,000 ",3012285,7282851,7282851,8-Jul-88,R,Action Fantasy Horror,USA
The Stepfather (1987),https://www.imdb.com/title/tt0094035/,6.8,72,89,"$3,000,000 ",260587,2488740,2488740,5-Jun-87,R,Horror Thriller,UK
Stepfather II (1989),https://www.imdb.com/title/tt0098385/,5.7,None,93,"$1,500,000 ",None,1519796,1519796,3-Nov-89,R,Horror Thriller,UK
Diary of a Wimpy Kid (2010),https://www.imdb.com/title/tt1196141/,6.2,56,120,"$15,000,000 ",22126166,64003625,76196538,19-Mar-10,PG,Comedy Drama Family,USA
Diary of a Wimpy Kid: Rodrick Rules (2011),https://www.imdb.com/title/tt1650043/,6.5,51,100,"$21,000,000 ",23751502,52698535,72526996,25-Mar-11,PG,Comedy Family,USA
Diary of a Wimpy Kid: Dog Days (2012),https://www.imdb.com/title/tt2023453/,6.3,54,94,"$22,000,000 ",14623599,49008662,77229695,3-Aug-12,PG,Comedy Family,USA
Diary of a Wimpy Kid: The Long Haul (2017),https://www.imdb.com/title/tt6003368/,4.3,39,91,"$22,000,000 ",7126084,20738724,40140972,19-May-17,PG,Comedy Family,USA
The Mighty Ducks (1992),https://www.imdb.com/title/tt0104868/,6.5,46,104,"$10,000,000 ",6035133,50752337,50752337,2-Oct-92,PG,Comedy Drama Family,USA
D2: The Mighty Ducks (1994),https://www.imdb.com/title/tt0109520/,6.1,None,106,"$10,000,000 ",10356748,45610410,45610410,25-Mar-94,PG,Comedy Drama Family,USA
Teenage Mutant Ninja Turtles (1990),https://www.imdb.com/title/tt0100758/,6.8,51,93,"$13,500,000 ",25398367,135265915,201965915,30-Mar-90,PG,Action Adventure Comedy,USA
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),https://www.imdb.com/title/tt0103060/,6,45,88,"$25,000,000 ",20030473,78656813,78656813,22-Mar-91,PG,Action Adventure Comedy,USA
Death Wish (1974),https://www.imdb.com/title/tt0071402/,7,51,93,"$3,000,000 ",None,22000000,22000000,24-Jul-74,R,Action Crime Drama,USA
Death Wish II (1982),https://www.imdb.com/title/tt0082250/,6.1,11,89,"$2,000,000 ",None,16100000,16100000,19-Feb-82,R,Action Crime Drama,USA
Death Wish 3 (1985),https://www.imdb.com/title/tt0089003/,5.9,18,92,"$9,000,000 ",5319116,16116878,16116878,1-Nov-85,R,Action Crime Drama,USA
Death Wish 4: The Crackdown (1987),https://www.imdb.com/title/tt0092857/,5.5,46,99,"$5,000,000 ",2466557,6880310,6880310,6-Nov-87,R,Action Crime Drama,USA
Dhoom (2004),https://www.imdb.com/title/tt0422091/,6.7,None,129,INR200000000,102860,245756,7312209,27-Aug-04,Not Rated,Action Thriller,India
Dhoom 2 (2006),https://www.imdb.com/title/tt0441048/,6.5,None,152,INR350000000,979001,2643586,32396427,24-Nov-06,Not Rated,Action Thriller,India
Crocodile Dundee (1986),https://www.imdb.com/title/tt0090555/,6.6,62,97,"$8,800,000 ",8038855,174803506,328203506,26-Sep-86,PG-13,Action Adventure Comedy,Australia
Crocodile Dundee II (1988),https://www.imdb.com/title/tt0092493/,5.6,41,108,"$14,000,000 ",24462976,109306210,239606210,25-May-88,PG,Action Adventure Comedy,Australia
Smokey and the Bandit (1977),https://www.imdb.com/title/tt0076729/,7,50,96,"$4,300,000 ",None,126737428,126737428,27-May-77,PG,Action Comedy,USA
Smokey and the Bandit II (1980),https://www.imdb.com/title/tt0081529/,5.3,41,None,"$17,000,000 ",10883835,66132626,66132626,15-Aug-80,PG,Action Comedy,USA
The Cannonball Run (1981),https://www.imdb.com/title/tt0082136/,6.3,28,95,"$18,000,000 ",11765654,72179579,72179579,19-Jun-81,PG,Action Comedy Sport,USA
Cannonball Run II (1984),https://www.imdb.com/title/tt0087032/,5.1,13,108,"$20,000,000 ",8323948,28078073,28078073,29-Jun-84,PG,Action Comedy,USA
Goal! The Dream Begins (2005),https://www.imdb.com/title/tt0380389/,6.7,53,118,"$10,000,000 ",1921838,4283255,27610873,12-May-06,PG-13,Adventure Drama Romance,USA
Goal II: Living the Dream (2007),https://www.imdb.com/title/tt0473360/,5.9,None,115,"$10,000,000 ",150098,225067,7864905,29-Aug-08,PG-13,Adventure Drama Sport,UK
Porky's (1981),https://www.imdb.com/title/tt0084522/,6.2,40,94,"$2,500,000 ",7623988,111289673,111289673,19-Mar-82,R,Comedy,Canada
Porky's II: The Next Day (1983),https://www.imdb.com/title/tt0086129/,5.1,38,98,"$6,500,000 ",7054988,33759266,33759266,24-Jun-83,R,Comedy,Canada
Warlock (1989),https://www.imdb.com/title/tt0098622/,6.2,None,103,"$7,000,000 ",780360,9094451,9094451,11-Jan-91,R,Action Fantasy Horror,USA
Warlock: The Armageddon (1993),https://www.imdb.com/title/tt0108517/,5.4,None,98,"$3,000,000 ",1747317,3902679,3902679,24-Sep-93,R,Action Fantasy Horror,USA
The Beastmaster (1982),https://www.imdb.com/title/tt0083630/,6.2,18,118,"$8,000,000 ",2955641,14056528,14056528,20-Aug-82,PG,Action Adventure Fantasy,USA
Beastmaster 2: Through the Portal of Time (1991),https://www.imdb.com/title/tt0101412/,4.1,None,107,"$6,000,000 ",381889,869325,869325,30-Aug-91,PG-13,Action Adventure Fantasy,USA
Free Willy (1993),https://www.imdb.com/title/tt0106965/,6,79,112,"$20,000,000 ",7868829,77698625,153698625,16-Jul-93,PG,Adventure Drama Family,USA
Free Willy 2: The Adventure Home (1995),https://www.imdb.com/title/tt0113114/,5.1,None,95,"$31,000,000 ",7039608,30077111,30077111,19-Jul-95,PG,Adventure Drama Family,France
Paranormal Activity: The Marked Ones (2014),https://www.imdb.com/title/tt2473682/,5,42,84,"$5,000,000 ",18343611,32462372,90894962,3-Jan-14,R,Horror Mystery Thriller,USA
Paranormal Activity: The Ghost Dimension (2015),https://www.imdb.com/title/tt2473510/,4.6,30,88,"$10,000,000 ",8070493,18300124,78903124,23-Oct-15,R,Horror Mystery Thriller,USA
Honey (2003),https://www.imdb.com/title/tt0322589/,5.4,37,94,"$18,000,000 ",12856040,30308417,62228395,5-Dec-03,PG-13,Drama Music Romance,USA
Honey 2 (2011),https://www.imdb.com/title/tt1657283/,5.3,None,110,"$9,000,000 ",None,None,8775693,11-Aug,PG-13,Comedy Drama Music,USA
Witchboard (1986),https://www.imdb.com/title/tt0090327/,5.7,45,98,"$2,000,000 ",95435,7369373,7369373,13-Mar-87,R,Horror Mystery Thriller,UK
Witchboard 2 (1993),https://www.imdb.com/title/tt0108577/,5,None,98,"$2,000,000 ",65365,168180,233545,10-Sep-93,R,Horror Mystery,USA
Kickboxer (1989),https://www.imdb.com/title/tt0097659/,6.5,33,97,"$1,500,000 ",4134098,14697005,14697005,8-Sep-89,R,Action Sport Thriller,USA
Kickboxer: Vengeance (2016),https://www.imdb.com/title/tt3082898/,4.9,37,90,"$10,000,000 ",None,None,287779,1-Sep-16,R,Action Crime Drama,USA
Highlander (1986),https://www.imdb.com/title/tt0091203/,7.1,24,116,"$16,000,000 ",2453021,5900000,5900000,7-Mar-86,R,Action Adventure Fantasy,UK
Highlander II: The Quickening (1991),https://www.imdb.com/title/tt0102034/,4.3,31,91,"$30,000,000 ",5280490,15556340,15556340,1-Nov-91,R,Action Adventure Fantasy,UK
Highlander: The Final Dimension (1994),https://www.imdb.com/title/tt0110027/,4.5,28,99,"$26,000,000 ",5536435,12303080,12303080,27-Jan-95,PG-13,Action Fantasy Romance,UK
Highlander: Endgame (2000),https://www.imdb.com/title/tt0144964/,4.6,21,87,"$25,000,000 ",5067331,12811858,15843608,1-Sep-00,R,Action Adventure Fantasy,UK
Iron Eagle (1986),https://www.imdb.com/title/tt0091278/,5.5,41,117,"$18,000,000 ",6104754,24159872,24159872,17-Jan-86,PG-13,Action Thriller War,USA
Iron Eagle II (1988),https://www.imdb.com/title/tt0095382/,3.8,None,105,"$18,000,000 ",3530016,10497324,10497324,11-Nov-88,PG,Action Drama Romance,Canada
Fifty Shades of Grey (2015),https://www.imdb.com/title/tt2322441/,4.1,46,125,"$40,000,000 ",85171450,166167230,569651467,13-Feb-15,R,Drama Romance Thriller,USA
Fifty Shades Darker (2017),https://www.imdb.com/title/tt4465564/,4.6,33,118,"$55,000,000 ",46607250,114581250,381545846,10-Feb-17,R,Drama Romance,USA
Bruce Almighty,https://www.imdb.com/title/tt0108656/,6.8,46,101,"$81,000,000 ",67953330,242829261,484592874,25-May-03,PG-13,Comedy Drama Fantasy,USA
Evan Almighty,https://www.imdb.com/title/tt0413099/,5.4,37,96,"$175,000,000 ",31192615,100462298,174440720,22-Jun-07,PG-13,Comedy Drama Fantasy,USA
Problem Child,https://www.imdb.com/title/tt0100419/,5.5,27,81,"$10,000,000 ",10026900,53470891,72270891,29-Jul-90,PG,Comedy Family,USA
Problem Child 2,https://www.imdb.com/title/tt0102719/,4.9,None,90,"$15,000,000 ",5372880,25104700,32704700,3-Jul-91,PG-13,Comedy Family,USA
Flintstones ,https://www.imdb.com/title/tt0109813/,4.9,38,91,"$46,000,000 ",29688730,130531208,341631208,29-May-94,PG,Comedy Family,USA
Flintstones 2,https://www.imdb.com/title/tt0158622/,3.6,27,90,"$83,000,000 ",10518435,35268275,59468275,28-Apr-00,PG,Comedy Family,USA
Ip Man,https://www.imdb.com/title/tt1220719/,8,59,106,"$11,715,578 ",None,None,22108789,12-Dec-08,R,Action Biography Drama,Hong Kong
Ip Man 2,https://www.imdb.com/title/tt1386932/,7.5,67,108,"$13,000,000 ",61057,205675,15089448,29-Apr-10,R,Action Biography Drama,Hong Kong
Ip Man 3,https://www.imdb.com/title/tt2888046/,7.1,57,105,"$36,000,000 ",784839,2679437,157029618,25-Dec-15,R,Action Biography Drama,Hong Kong
Ip Man 4,https://www.imdb.com/title/tt2076298/,7.1,62,107,"$52,000,000 ",None,3956031,175694238,20-Dec-19,R,Action Biography Drama,Hong Kong
The Big Boss,https://www.imdb.com/title/tt0067824/,7.1,None,99,"$100,000 ",None,None,50000000,23-Oct-71,R,Action Crime Drama,Hong Kong
Fist of Fury,https://www.imdb.com/title/tt0068767/,7.4,68,107,"$100,000 ",None,None,100000000,9-Sep-72,R,Action Drama Romance,Hong Kong
The Way of the Dragon,https://www.imdb.com/title/tt0068935/,7.3,74,90,"$130,000 ",None,None,130000000,14-Aug-72,R,Action Adventure Crime,Hong Kong
Enter the Dragon,https://www.imdb.com/title/tt0070034/,7.7,83,102,"$850,000 ",None,None,350000000,,R,Action Crime Drama,Hong Kong
