Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Before Sunset (2004),https://www.imdb.com/title/tt0108656/,8.0,90,80,$2700000,219425,5820649,15936507,30 July 2004,R,Drama Romance,USA
Before Midnight (2013),https://www.imdb.com/title/tt0108656/,7.9,94,109,$3000000,246914,8114627,20994648,14 June 2013,R,Drama Romance,USA
Asterix and Obelix vs. Caesar (1999),https://www.imdb.com/title/tt0108656/,6.0,None,109,FRF274620000,304245,1541261,1632567,14 July 2000,Not Rated,Adventure Comedy Family,France
Asterix & Obelix: Mission Cleopatra (2002),https://www.imdb.com/title/tt0108656/,6.6,None,107,FRF327000000,None,3115188,128027976,24 June 2005,PG,Adventure Comedy Family,France
Astérix aux jeux olympiques (2008),https://www.imdb.com/title/tt0108656/,5.2,None,116,EUR78000000,None,None,131856927,13 June 2008,Not Rated,Adventure Comedy Family,France
Astérix and Obélix: God Save Britannia (2012),https://www.imdb.com/title/tt0108656/,5.3,None,110,EUR61000000,None,None,61319383,17 October 2012,1h 50min,17 October 2012 (France),France
Tremors (1990),https://www.imdb.com/title/tt0108656/,7.1,65,96,$11000000,3731520,16667084,16667084,19 January 1990,PG-13,Comedy Horror,USA
Transformers: Age of Extinction (2014),https://www.imdb.com/title/tt0108656/,5.6,32,165,$210000000,100038390,245439076,1104054072,27 June 2014,PG-13,Action Adventure Sci-Fi,USA
Transformers: The Last Knight (2017),https://www.imdb.com/title/tt0108656/,5.2,27,154,$217000000,44680073,130168683,605425157,21 June 2017,PG-13,Action Adventure Sci-Fi,USA
Teenage Mutant Ninja Turtles (2014),https://www.imdb.com/title/tt0108656/,5.8,31,101,$125000000,65575105,191204754,485004754,8 August 2014,PG-13,Action Adventure Comedy,USA
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),https://www.imdb.com/title/tt0108656/,6.0,40,112,$135000000,35316382,82051601,245623848,3 June 2016,PG-13,Action Adventure Comedy,USA
The Equalizer (2014),https://www.imdb.com/title/tt0108656/,7.2,57,132,$55000000,34137828,101530738,192330738,26 September 2014,R,Action Crime Thriller,USA
The Equalizer 2 (2018),https://www.imdb.com/title/tt0108656/,6.7,50,121,$62000000,36011640,102084362,190400157,20 July 2018,R,Action Crime Thriller,USA
The Hunger Games (2012),https://www.imdb.com/title/tt0108656/,7.2,68,142,$78000000,152535747,408010692,694394724,23 March 2012,PG-13,Action Adventure Sci-Fi,USA
The Hunger Games: Catching Fire (2013),https://www.imdb.com/title/tt0108656/,7.5,76,146,$130000000,158074286,424668047,865011746,22 November 2013,PG-13,Action Adventure Mystery,USA
The Hunger Games: Mockingjay - Part 1 (2014),https://www.imdb.com/title/tt0108656/,6.6,64,123,$125000000,121897634,337135885,755356711,21 November 2014,PG-13,Action Adventure Sci-Fi,USA
The Hunger Games: Mockingjay - Part 2 (2015),https://www.imdb.com/title/tt0108656/,6.5,65,137,$160000000,102665981,281723902,658344137,20 November 2015,PG-13,Action Adventure Sci-Fi,USA
The Omega Code (1999),https://www.imdb.com/title/tt0108656/,3.6,14,100,$8000000,2354362,12614346,12614346,27 August 1999,PG-13,Action Adventure Fantasy,USA
Megiddo (2001),https://www.imdb.com/title/tt0108656/,4.1,35,104,$22000000,1573454,6047691,6047691,21 September 2001,PG-13,Action Adventure Fantasy,USA
Ride Along (2014),https://www.imdb.com/title/tt0108656/,6.2,41,99,$25000000,41516170,134938200,154468902,17 January 2014,PG-13,Action Comedy Crime,USA
Ride Along 2 (2016),https://www.imdb.com/title/tt0108656/,5.9,32,102,$40000000,35243095,91221830,124605297,15 January 2016,PG-13,Action Comedy Crime,USA
The Muppets (2011),https://www.imdb.com/title/tt0108656/,7.1,75,120,$45000000,29239026,88631237,165184237,23 November 2011,PG,Adventure Comedy Family,USA
Muppets Most Wanted (2014),https://www.imdb.com/title/tt0108656/,6.4,61,107,$50000000,17005126,51183113,80383113,21 March 2014,PG,Adventure Comedy Crime,USA
The Muppet Movie (1979),https://www.imdb.com/title/tt0108656/,7.6,74,95,None,None,65810475,65810475,22 June 1979,G,Adventure Comedy Family,UK
The Muppets Take Manhattan (1984),https://www.imdb.com/title/tt0108656/,6.9,64,94,None,4416022,25534703,25534703,13 July 1984,G,Adventure Comedy Drama,USA
The Great Muppet Caper (1981),https://www.imdb.com/title/tt0108656/,7.2,70,97,None,2968990,31206251,31206251,26 June 1981,G,Adventure Comedy Crime,UK
Muppets from Space (1999),https://www.imdb.com/title/tt0108656/,6.3,53,87,$24000000,4826049,16625807,22323612,14 July 1999,G,Adventure Comedy Family,USA
A Haunted House (2013),https://www.imdb.com/title/tt0108656/,5.0,20,86,$2500000,18101682,40041683,60159584,11 January 2013,R,Comedy Fantasy,USA
A Haunted House 2 (2014),https://www.imdb.com/title/tt0108656/,4.7,17,86,$4000000,8843875,17329486,25358716,18 April 2014,R,Comedy Fantasy,USA
Think Like a Man (2012),https://www.imdb.com/title/tt0108656/,6.6,51,None,$12000000,33636303,91547205,96070507,20 April 2012,PG-13,Comedy Romance,USA
Think Like a Man Too (2014),https://www.imdb.com/title/tt0108656/,5.8,38,106,$24000000,29241911,65182182,70181428,20 June 2014,PG-13,Comedy Romance,USA
Into the Blue (2005),https://www.imdb.com/title/tt0108656/,5.9,45,110,$50000000,7057854,18801234,46117696,30 September 2005,PG-13,Action Adventure Crime,USA
Critters (1986),https://www.imdb.com/title/tt0108656/,6.1,52,86,$2000000,1618800,13167232,13167232,11 April 1986,PG-13,Comedy Horror Sci-Fi,USA
Critters 2 (1988),https://www.imdb.com/title/tt0108656/,5.5,48,86,$4500000,1898751,3813293,3813293,29 April 1988,PG-13,Comedy Horror Sci-Fi,USA
Critters 3 (1991),https://www.imdb.com/title/tt0108656/,4.4,None,86,None,None,None,None,1992,PG-13,Comedy Horror Sci-Fi,USA
Critters 4 (1992),https://www.imdb.com/title/tt0108656/,4.1,None,87,None,None,None,None,14 October 1992,PG-13,Horror Sci-Fi,USA
Dolphin Tale (2011),https://www.imdb.com/title/tt0108656/,6.9,64,113,$37000000,19152401,72286779,95943453,23 September 2011,PG,Drama Family,Canada
Dolphin Tale 2 (2014),https://www.imdb.com/title/tt0108656/,6.4,58,107,$36000000,15873397,42024533,57824533,12 September 2014,PG,Drama Family,USA
Hot Tub Time Machine (2010),https://www.imdb.com/title/tt0108656/,6.4,63,101,$36000000,14020502,50287556,64780213,26 March 2010,R,Comedy Sci-Fi,USA
Hot Tub Time Machine 2 (2015),https://www.imdb.com/title/tt0108656/,5.1,29,93,$14000000,5963324,12314651,13081651,20 February 2015,R,Comedy Mystery Sci-Fi,USA
Paul Blart: Mall Cop (2009),https://www.imdb.com/title/tt0108656/,5.2,39,91,$26000000,31832636,146336178,183348429,16 January 2009,PG,Action Comedy Crime,USA
Paul Blart: Mall Cop 2 (2015),https://www.imdb.com/title/tt0108656/,4.4,13,94,$30000000,23762435,71038190,107588225,17 April 2015,PG,Action Comedy Crime,USA
Horrible Bosses (2011),https://www.imdb.com/title/tt0108656/,6.9,57,98,$35000000,28302165,117538559,209838559,8 July 2011,R,Comedy Crime,USA
Horrible Bosses 2 (2014),https://www.imdb.com/title/tt0108656/,6.3,40,108,$42000000,15457418,54445357,107645357,26 November 2014,R,Comedy Crime,USA
The Descent (2005),https://www.imdb.com/title/tt0108656/,7.2,71,99,GBP3500000,8911330,26024456,57130027,4 August 2006,R,Adventure Horror Thriller,UK
The Descent: Part 2 (2009),https://www.imdb.com/title/tt0108656/,5.8,None,94,None,None,None,7048886,14 October 2009,R,Adventure Horror Thriller,UK
Quarantine (2008),https://www.imdb.com/title/tt0108656/,5.9,53,89,$12000000,14211321,31691811,41319906,10 October 2008,R,Action Horror Sci-Fi,USA
Quarantine 2: Terminal (2011),https://www.imdb.com/title/tt0108656/,5.2,None,86,$4000000,None,None,None,17 June 2011,R,Action Horror Sci-Fi,USA
REC (2007),https://www.imdb.com/title/tt0108656/,7.4,69,78,EUR1500000,None,None,32511655,23 November 2007,R,Action Adventure Fantasy,Spain
[Rec] 2 (2009),https://www.imdb.com/title/tt0108656/,6.5,52,85,$5600000,8191,27766,18853164,2 October 2009,R,Action Adventure Fantasy,Spain
[REC] 3: Genesis (2012),https://www.imdb.com/title/tt0108656/,5.0,45,80,$6400000,3001,9600,11019975,30 March 2012,R,Action Comedy Horror,Spain
[REC] 4: Apocalypse (2014),https://www.imdb.com/title/tt0108656/,5.3,53,95,EUR3000000,708,837,4915757,31 October 2014,R,Action Adventure Fantasy,Spain
V/H/S (2012),https://www.imdb.com/title/tt0108656/,5.8,55,116,None,36402,100345,1944287,6 September 2012,R,Horror Sci-Fi Thriller,USA
V/H/S/2 (2013),https://www.imdb.com/title/tt0108656/,6.0,49,96,None,9932,21833,805574,6 June 2013,R,Horror Sci-Fi Thriller,USA
V/H/S Viral (2014),https://www.imdb.com/title/tt0108656/,4.2,38,81,None,1221,2756,82409,23 October 2014,R,Horror Sci-Fi Thriller,USA
Grave Encounters (2011),https://www.imdb.com/title/tt0108656/,6.1,33,92,CAD100000,None,None,4055919,9 September 2011,Not Rated,Adventure Fantasy Horror,Canada
Grave Encounters 2 (2012),https://www.imdb.com/title/tt0108656/,5.1,None,95,$1400000,None,None,1552486,2 October 2012,Not Rated,Action Adventure Fantasy,Canada
An American Werewolf in London (1981),https://www.imdb.com/title/tt0108656/,7.5,60,97,$10000000,3786512,30565292,30565292,21 August 1981,R,Comedy Horror,UK
An American Werewolf in Paris (1997),https://www.imdb.com/title/tt0108656/,5.1,31,105,$25000000,7600878,26570463,26570463,25 December 1997,R,Comedy Fantasy Horror,UK
The Blues Brothers (1980),https://www.imdb.com/title/tt0108656/,7.9,60,133,$27000000,4858152,57229890,115229890,20 June 1980,R,Adventure Comedy Crime,USA
Blues Brothers 2000 (1998),https://www.imdb.com/title/tt0108656/,4.9,None,123,$28000000,6129615,14051384,14051384,6 February 1998,PG-13,Action Comedy Crime,USA
Fantomas (1964),https://www.imdb.com/title/tt0108656/,7.0,None,100,None,None,None,None,4 November 1964,Not Rated,Comedy Crime Adventure,France
Fantômas se déchaîne (1965),https://www.imdb.com/title/tt0108656/,6.9,None,94,None,None,None,None,8 December 1965,Not Rated,Adventure Comedy Crime,France
Fantômas contre Scotland Yard (1967),https://www.imdb.com/title/tt0108656/,6.8,None,104,None,None,None,None,16 March 1967,PG,Adventure Comedy Crime,France
Carlito's Way (1993),https://www.imdb.com/title/tt0108656/,7.9,65,144,$30000000,9116675,36948322,63851527,12 November 1993,R,Crime Drama Thriller,USA
Fright Night (1985),https://www.imdb.com/title/tt0108656/,7.1,62,106,$9000000,6118543,24922237,24922237,2 August 1985,R,Horror Thriller,USA
Fright Night Part 2 (1988),https://www.imdb.com/title/tt0108656/,5.9,None,104,$7500000,548231,2983784,2983784,19 May 1989,R,Comedy Horror Thriller,USA
Fright Night (2011),https://www.imdb.com/title/tt0108656/,6.3,64,106,$30000000,7714388,18302607,41002607,19 August 2011,R,Comedy Horror,USA
Child's Play (1988),https://www.imdb.com/title/tt0108656/,6.6,58,87,$9000000,6583963,33244684,44196684,9 November 1988,R,Horror Thriller,USA
Child's Play 2 (1990),https://www.imdb.com/title/tt0108656/,5.8,37,84,$13000000,10718520,28501605,35763605,9 November 1990,R,Horror Thriller,USA
Child's Play 3 (1991),https://www.imdb.com/title/tt0108656/,5.1,27,90,$13000000,5718940,14960255,20560255,30 August 1991,R,Horror Thriller,UK
Bride of Chucky (1998),https://www.imdb.com/title/tt0108656/,5.4,48,89,$25000000,11830855,32400658,50688658,16 October 1998,R,Comedy Horror,USA
Seed of Chucky (2004),https://www.imdb.com/title/tt0108656/,4.8,46,87,$12000000,8800000,17083732,24829644,12 November 2004,R,Comedy Fantasy Horror,USA
Curse of Chucky (2013),https://www.imdb.com/title/tt0108656/,5.6,58,97,$5000000,None,None,None,24 September 2013,R,Horror Thriller,USA
Cult of Chucky (2017),https://www.imdb.com/title/tt0108656/,5.2,69,91,None,None,None,None,3 October 2017,R,Comedy Fantasy Horror,USA
Get Smart (2008),https://www.imdb.com/title/tt0108656/,6.5,54,110,$80000000,38683480,130319208,230685453,20 June 2008,PG-13,Action Adventure Comedy,USA
The Dead (2010),https://www.imdb.com/title/tt0108656/,5.7,59,105,None,None,None,4891,1 October 2011,R,Action Adventure Drama,UK
The Dead 2: India (2013),https://www.imdb.com/title/tt0108656/,5.1,None,98,None,None,None,None,10 January 2015,R,Horror,UK
The Cell (2000),https://www.imdb.com/title/tt0108656/,6.3,40,107,$33000000,17515050,61334059,104155843,18 August 2000,R,Horror Sci-Fi Thriller,USA
Major League (1989),https://www.imdb.com/title/tt0108656/,7.2,62,107,$11000000,8836265,49797148,49797148,7 April 1989,R,Comedy Sport,USA
Major League II (1994),https://www.imdb.com/title/tt0108656/,5.6,None,105,$25000000,7040777,30626182,30626182,30 March 1994,PG,Comedy Sport,USA
Major League: Back to the Minors (1998),https://www.imdb.com/title/tt0108656/,4.6,None,100,$18000000,2087011,3572443,3572443,17 April 1998,PG-13,Comedy Sport,USA
Mirrors (2008),https://www.imdb.com/title/tt0108656/,6.2,35,110,$35000000,11161074,30691439,78094714,15 August 2008,R,Horror Mystery,USA
Piranha 3D (2010),https://www.imdb.com/title/tt0108656/,5.4,53,88,$24000000,10106872,25003155,83188165,20 August 2010,R,Comedy Horror,USA
Piranha 3DD (2012),https://www.imdb.com/title/tt0108656/,3.7,24,83,$5000000,182237,376512,8518634,14 July 2012,R,Comedy Horror,USA
The Hills Have Eyes (2006),https://www.imdb.com/title/tt0108656/,6.4,52,107,$15000000,15708512,41778863,70008952,10 March 2006,R,Horror Thriller,USA
The Hills Have Eyes 2 (2007),https://www.imdb.com/title/tt0108656/,5.1,32,89,$15000000,9686362,20804166,37697773,23 March 2007,R,Horror Thriller,USA
I Spit on Your Grave (2010),https://www.imdb.com/title/tt0108656/,6.3,27,108,$2000000,32440,93051,1278650,20 January 2011,R,Horror Thriller,USA
I Spit on Your Grave 2 (2013),https://www.imdb.com/title/tt0108656/,5.7,None,106,None,441,809,678604,19 January 2014,R,Horror Thriller,USA
The Collector (2009),https://www.imdb.com/title/tt0108656/,6.4,29,90,$6000000,3576296,7712114,10234475,31 July 2009,R,Action Crime Horror,USA
The Collection (2012),https://www.imdb.com/title/tt0108656/,6.1,38,82,$7500000,3104269,6842058,9929706,30 November 2012,R,Action Adventure Crime,USA
The Hills Have Eyes (1977),https://www.imdb.com/title/tt0108656/,6.3,64,90,$230000,None,None,None,22 July 1977,R,Horror Thriller,USA
The Hills Have Eyes Part II (1984),https://www.imdb.com/title/tt0108656/,3.8,25,86,$700000,None,None,None,2 August 1985,R,Horror Thriller,USA
30 Days of Night (2007),https://www.imdb.com/title/tt0108656/,6.6,53,113,$30000000,15951902,39569000,75513170,19 October 2007,R,Action Horror Thriller,USA
The Mechanic (2011),https://www.imdb.com/title/tt0108656/,6.6,49,93,$40000000,11422006,29121498,76130093,28 January 2011,R,Action Thriller,USA
Mechanic: Resurrection (2016),https://www.imdb.com/title/tt0108656/,5.7,38,98,$40000000,7456525,21218403,125729635,26 August 2016,R,Action Adventure Thriller,USA
Ted (2012),https://www.imdb.com/title/tt0108656/,6.9,62,106,$50000000,54415205,218815487,549368315,29 June 2012,R,Comedy,USA
Ted 2 (2015),https://www.imdb.com/title/tt0108656/,6.3,48,115,$68000000,33507870,81476385,215863606,26 June 2015,R,Comedy,USA
Poltergeist (1982),https://www.imdb.com/title/tt0108656/,7.3,79,114,$10700000,6896612,77142388,77142388,4 June 1982,PG,Horror Thriller,USA
Poltergeist II: The Other Side (1986),https://www.imdb.com/title/tt0108656/,5.7,49,91,$19000000,12357190,40996665,40996665,23 May 1986,PG-13,Horror,USA
Poltergeist III (1988),https://www.imdb.com/title/tt0108656/,4.7,40,98,$10500000,4344308,14114488,14114488,10 June 1988,PG-13,Horror Thriller,USA
Clerks (1994),https://www.imdb.com/title/tt0108656/,7.7,70,92,$27000,31665,3151130,3151130,9 November 1994,R,Comedy,USA
Clerks II (2006),https://www.imdb.com/title/tt0108656/,7.3,65,97,$5000000,10061132,24148068,26986174,21 July 2006,R,Comedy,USA
The Raid: Redemption (2011),https://www.imdb.com/title/tt0108656/,7.6,73,101,$1100000,213785,4105187,9148519,13 April 2012,R,Action Thriller,Indonesia
The Raid 2 (2014),https://www.imdb.com/title/tt0108656/,8.0,71,150,$4500000,165292,2627209,6566916,11 April 2014,R,Action Crime Thriller,Indonesia
Cat People (1942),https://www.imdb.com/title/tt0108656/,7.3,None,73,$134000,None,None,None,25 December 1942,Not Rated,Fantasy Horror Thriller,USA
The Curse of the Cat People (1944),https://www.imdb.com/title/tt0108656/,6.9,None,70,$150000,None,None,None,April 1944,Passed,Drama Horror Mystery,USA
The Hobbit: An Unexpected Journey (2012),https://www.imdb.com/title/tt0108656/,7.8,58,169,$180000000,84617303,303003568,1017003568,14 December 2012,PG-13,Adventure Family Fantasy,New Zealand
The Hobbit: The Desolation of Smaug (2013),https://www.imdb.com/title/tt0108656/,7.8,66,161,$225000000,73645197,258366855,958366855,13 December 2013,PG-13,Adventure Fantasy,New Zealand
The Hobbit: The Battle of the Five Armies (2014),https://www.imdb.com/title/tt0108656/,7.4,59,144,$250000000,54724334,255119788,956019788,17 December 2014,PG-13,Adventure Fantasy,New Zealand
Wall Street (1987),https://www.imdb.com/title/tt0108656/,7.4,56,126,$15000000,4104611,43848069,43848069,11 December 1987,R,Crime Drama,USA
Wall Street: Money Never Sleeps (2010),https://www.imdb.com/title/tt0108656/,6.2,59,133,$70000000,19011188,52474616,134748021,24 September 2010,PG-13,Drama,USA
A Fistful of Dollars (1964),https://www.imdb.com/title/tt0108656/,8.0,65,99,$200000,None,14500000,14516248,18 January 1967,R,Action Drama Western,Italy
For a Few Dollars More (1965),https://www.imdb.com/title/tt0108656/,8.3,74,132,$600000,None,15000000,15000000,10 May 1967,R,Western,Italy
"The Good, the Bad and the Ugly (1966)",https://www.imdb.com/title/tt0108656/,8.8,90,161,$1200000,None,25100000,25252481,29 December 1967,R,Western,Italy
Young Guns (1988),https://www.imdb.com/title/tt0108656/,6.9,50,107,$13000000,7011393,45661556,45661556,12 August 1988,R,Action Western,USA
Young Guns II (1990),https://www.imdb.com/title/tt0108656/,6.5,47,104,$20000000,8017438,44143410,44143410,1 August 1990,PG-13,Action Western,USA
Finding Nemo (2003),https://www.imdb.com/title/tt0108656/,8.1,90,100,$94000000,70251710,380843261,962859106,30 May 2003,G,Animation Adventure Comedy,USA
Finding Dory (2016),https://www.imdb.com/title/tt0108656/,7.3,77,97,$200000000,135060273,486295561,1028570889,17 June 2016,PG,Animation Adventure Comedy,USA
Bad Lieutenant (1992),https://www.imdb.com/title/tt0108656/,7.1,70,96,$1000000,47454,2000022,2038916,17 December 1992,NC-17,Crime Drama Thriller,USA
Bad Lieutenant: Port of Call New Orleans (2009),https://www.imdb.com/title/tt0108656/,6.6,69,122,$25000000,245398,1702112,10606422,11 December 2009,R,Crime Drama,USA
Taken (2008),https://www.imdb.com/title/tt0108656/,7.8,51,90,$25000000,24717037,145000989,226837760,30 January 2009,PG-13,Action Thriller,France
Taken 2 (2012),https://www.imdb.com/title/tt0108656/,6.3,45,92,$45000000,49514769,139854287,376141306,5 October 2012,PG-13,Action Thriller,France
Taken 3 (2014),https://www.imdb.com/title/tt0108656/,6.0,26,108,$48000000,39201657,89256424,326479141,9 January 2015,PG-13,Action Thriller,France
Project A (1983),https://www.imdb.com/title/tt0108656/,7.4,None,105,None,None,None,None,22 December 1983 (Hong,PG-13,Action Comedy,Hong Kong
Project A 2 (1987),https://www.imdb.com/title/tt0108656/,7.1,None,106,None,None,None,None,19 August 1987 (Hong,PG-13,Action Comedy Crime,Hong Kong
Cloverfield (2008),https://www.imdb.com/title/tt0108656/,7.0,64,85,$25000000,40058229,80048433,172394180,18 January 2008,PG-13,Action Adventure Horror,USA
10 Cloverfield Lane (2016),https://www.imdb.com/title/tt0108656/,7.2,76,103,$15000000,24727437,72082998,110216998,11 March 2016,PG-13,Drama Horror Mystery,USA
Olympus Has Fallen (2013),https://www.imdb.com/title/tt0108656/,6.5,41,119,$70000000,30373794,98925640,170270201,22 March 2013,R,Action Thriller,USA
London Has Fallen (2016),https://www.imdb.com/title/tt0108656/,5.9,28,99,$60000000,21635601,62524260,205754447,4 March 2016,R,Action Thriller,UK
My Big Fat Greek Wedding (2002),https://www.imdb.com/title/tt0108656/,6.5,62,95,$5000000,597362,241438208,368744044,2 August 2002,PG,Comedy Drama Romance,Canada
My Big Fat Greek Wedding 2 (2016),https://www.imdb.com/title/tt0108656/,6.0,37,94,$18000000,17861950,59689605,90632641,25 March 2016,PG-13,Comedy Romance,USA
Man of Steel (2013),https://www.imdb.com/title/tt0108656/,7.0,55,143,$225000000,116619362,291045518,668045518,14 June 2013,PG-13,Action Adventure Sci-Fi,USA
Batman v Superman: Dawn of Justice (2016),https://www.imdb.com/title/tt0108656/,6.5,44,151,$250000000,166007347,330360194,873634919,25 March 2016,PG-13,Action Adventure Sci-Fi,USA
Justice League (2017),https://www.imdb.com/title/tt0108656/,6.4,45,120,$300000000,93842239,229024295,657924295,17 November 2017,PG-13,Action Adventure Fantasy,USA
The Avengers (2012),https://www.imdb.com/title/tt0108656/,8.0,69,143,$220000000,207438708,623357910,1518812988,4 May 2012,PG-13,Action Adventure Sci-Fi,USA
Avengers: Age of Ultron (2015),https://www.imdb.com/title/tt0108656/,7.3,66,141,$250000000,191271109,459005868,1402805868,1 May 2015,PG-13,Action Adventure Sci-Fi,USA
Avengers: Infinity War (2018),https://www.imdb.com/title/tt0108656/,8.4,68,149,$321000000,257698183,678815482,2048359754,27 April 2018,PG-13,Action Adventure Sci-Fi,USA
Avengers: Endgame (2019),https://www.imdb.com/title/tt0108656/,8.4,78,181,$356000000,357115007,858373000,2797800564,26 April 2019,PG-13,Action Adventure Drama,USA
Thor (2011),https://www.imdb.com/title/tt0108656/,7.0,57,115,$150000000,65723338,181030624,449326618,6 May 2011,PG-13,Action Adventure Fantasy,USA
Thor: The Dark World (2013),https://www.imdb.com/title/tt0108656/,6.9,54,112,$170000000,85737841,206362140,644783140,8 November 2013,PG-13,Action Adventure Fantasy,USA
Thor: Ragnarok (2017),https://www.imdb.com/title/tt0108656/,7.9,74,130,$180000000,122744989,315058289,853977126,3 November 2017,PG-13,Action Adventure Comedy,USA
Captain America: The First Avenger (2011),https://www.imdb.com/title/tt0108656/,6.9,66,124,$140000000,65058524,176654505,370569774,22 July 2011,PG-13,Action Adventure Sci-Fi,USA
Captain America: The Winter Soldier (2014),https://www.imdb.com/title/tt0108656/,7.7,70,136,$170000000,95023721,259766572,714421503,4 April 2014,PG-13,Action Adventure Sci-Fi,USA
Captain America: Civil War (2016),https://www.imdb.com/title/tt0108656/,7.8,75,147,$250000000,179139142,408084349,1153296293,6 May 2016,PG-13,Action Adventure Sci-Fi,USA
Deadpool (2016),https://www.imdb.com/title/tt0108656/,8.0,65,108,$58000000,132434639,363070709,782612155,12 February 2016,R,Action Adventure Comedy,USA
Deadpool 2 (2018),https://www.imdb.com/title/tt0108656/,7.7,66,119,$110000000,125507153,324591735,785794179,18 May 2018,R,Action Adventure Comedy,USA
The Purge (2013),https://www.imdb.com/title/tt0108656/,5.7,41,85,$3000000,34058360,64473115,89328627,7 June 2013,R,Horror Thriller,USA
The Purge: Anarchy (2014),https://www.imdb.com/title/tt0108656/,6.4,50,103,$9000000,29816675,71962800,111928365,18 July 2014,R,Action Horror Sci-Fi,USA
The Purge: Election Year (2016),https://www.imdb.com/title/tt0108656/,6.0,55,108,$10000000,31515110,79213375,118587880,1 July 2016,R,Action Horror Sci-Fi,USA
Zoolander (2001),https://www.imdb.com/title/tt0108656/,6.5,61,90,$28000000,15525043,45172250,60780981,28 September 2001,PG-13,Comedy,Germany
Zoolander 2 (2016),https://www.imdb.com/title/tt0108656/,4.7,34,101,$50000000,13841146,28848693,56722693,12 February 2016,PG-13,Action Adventure Comedy,USA
Alice in Wonderland (2010),https://www.imdb.com/title/tt0108656/,6.4,53,108,$200000000,116101023,334191110,1025467110,5 March 2010,PG,Adventure Family Fantasy,USA
Alice Through the Looking Glass (2016),https://www.imdb.com/title/tt0108656/,6.2,34,113,$170000000,26858726,77041381,299457024,27 May 2016,PG,Adventure Family Fantasy,USA
Independence Day (1996),https://www.imdb.com/title/tt0108656/,7.0,59,145,$75000000,50228264,306169268,817400891,3 July 1996,PG-13,Action Adventure Sci-Fi,USA
Independence Day: Resurgence (2016),https://www.imdb.com/title/tt0108656/,5.2,32,120,$165000000,41039944,103144286,389681935,24 June 2016,PG-13,Action Adventure Sci-Fi,USA
Unbreakable (2000),https://www.imdb.com/title/tt0108656/,7.3,62,106,$75000000,30330771,95011339,248118121,22 November 2000,PG-13,Drama Mystery Sci-Fi,USA
Split (2016),https://www.imdb.com/title/tt0108656/,7.3,62,117,$9000000,40010975,138291365,278454358,20 January 2017,PG-13,Horror Thriller,USA
Glass (2019),https://www.imdb.com/title/tt0108656/,6.7,43,129,$20000000,40328920,111048468,246999039,18 January 2019,PG-13,Drama Sci-Fi Thriller,USA
The Hustler (1961),https://www.imdb.com/title/tt0108656/,8.0,90,134,$2000000,None,None,None,25 September 1961,Not Rated,Drama Sport,USA
The Color of Money (1986),https://www.imdb.com/title/tt0108656/,7.0,77,119,$13800000,6357877,52293982,52293982,17 October 1986,R,Drama Sport,USA
Blue Crush (2002),https://www.imdb.com/title/tt0108656/,5.6,61,104,$25000000,14169455,40390647,51843679,16 August 2002,PG-13,Drama Romance Sport,USA
Trainspotting (1996),https://www.imdb.com/title/tt0108656/,8.1,83,93,$3500000,262673,16491080,16593356,9 August 1996,R,Drama,UK
T2 Trainspotting (2017),https://www.imdb.com/title/tt0108656/,7.2,67,117,$18000000,170575,2402004,41681746,31 March 2017,R,Drama,UK
Blade Runner (1982),https://www.imdb.com/title/tt0108656/,8.1,84,117,$28000000,6150002,32868943,41475030,25 June 1982,R,Action Sci-Fi Thriller,USA
Blade Runner 2049 (2017),https://www.imdb.com/title/tt0108656/,8.0,81,164,$150000000,32753122,92054159,259239658,6 October 2017,R,Action Drama Mystery,USA
Guardians of the Galaxy (2014),https://www.imdb.com/title/tt0108656/,8.0,76,121,$170000000,94320883,333176600,772776600,1 August 2014,PG-13,Action Adventure Comedy,USA
Guardians of the Galaxy Vol. 2 (2017),https://www.imdb.com/title/tt0108656/,7.6,67,136,$200000000,146510104,389813101,863756051,5 May 2017,PG-13,Action Adventure Comedy,USA
Prometheus (2012),https://www.imdb.com/title/tt0108656/,7.0,64,124,$130000000,51050101,126477084,403354469,8 June 2012,R,Adventure Mystery Sci-Fi,USA
Alien: Covenant (2017),https://www.imdb.com/title/tt0108656/,6.4,65,122,$97000000,36160621,74262031,240891763,19 May 2017,R,Horror Sci-Fi Thriller,USA
Rise of the Planet of the Apes (2011),https://www.imdb.com/title/tt0108656/,7.6,68,105,$93000000,54806191,176760185,481800873,5 August 2011,PG-13,Action Drama Sci-Fi,USA
Dawn of the Planet of the Apes (2014),https://www.imdb.com/title/tt0108656/,7.6,79,130,$170000000,72611427,208545589,710644566,11 July 2014,PG-13,Action Adventure Drama,USA
War for the Planet of the Apes (2017),https://www.imdb.com/title/tt0108656/,7.4,82,140,$150000000,56262929,146880162,490719763,14 July 2017,PG-13,Action Adventure Drama,USA
Star Trek (2009),https://www.imdb.com/title/tt0108656/,7.9,82,127,$150000000,75204289,257730019,385680446,8 May 2009,PG-13,Action Adventure Sci-Fi,USA
Star Trek Into Darkness (2013),https://www.imdb.com/title/tt0108656/,7.7,72,132,$190000000,70165559,228778661,467365246,16 May 2013,PG-13,Action Adventure Sci-Fi,USA
