Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Star Trek Beyond (2016),https://www.imdb.com/title/tt0108656/,7.1,68,122,$185000000,59253211,158848340,343471816,22 July 2016,PG-13,Action Adventure Sci-Fi,USA
Gremlins (1984),https://www.imdb.com/title/tt0108656/,7.3,70,106,$11000000,12511634,153083102,153334030,8 June 1984,PG,Comedy Fantasy Horror,USA
Gremlins 2: The New Batch (1990),https://www.imdb.com/title/tt0108656/,6.4,None,106,$50000000,9702804,41482207,41482207,15 June 1990,PG-13,Comedy Fantasy Horror,USA
Dumb and Dumber (1994),https://www.imdb.com/title/tt0108656/,7.3,41,107,$17000000,16363442,127175374,247275374,16 December 1994,PG-13,Comedy,USA
Dumb and Dumberer: When Harry Met Lloyd (2003),https://www.imdb.com/title/tt0108656/,3.4,19,85,$19000000,11100000,26276465,39267515,13 June 2003,PG-13,Comedy,USA
Dumb and Dumber To (2014),https://www.imdb.com/title/tt0108656/,5.6,36,109,$40000000,36111775,86208010,169837010,14 November 2014,PG-13,Comedy,USA
Despicable Me (2010),https://www.imdb.com/title/tt0108656/,7.6,72,95,$69000000,56397125,251513985,543113985,9 July 2010,PG,Animation Comedy Family,USA
Despicable Me 2 (2013),https://www.imdb.com/title/tt0108656/,7.3,62,98,$76000000,83517315,368065385,970766005,3 July 2013,PG,Animation Adventure Comedy,USA
Despicable Me 3 (2017),https://www.imdb.com/title/tt0108656/,6.3,49,89,$80000000,72434025,264624300,1034799409,30 June 2017,PG,Animation Adventure Comedy,USA
Kingsman: The Secret Service (2014),https://www.imdb.com/title/tt0108656/,7.7,60,129,$81000000,36206331,128261724,414351546,13 February 2015,R,Action Adventure Comedy,UK
Kingsman: The Golden Circle (2017),https://www.imdb.com/title/tt0108656/,6.7,44,141,$104000000,39023010,100234838,410902662,22 September 2017,R,Action Adventure Comedy,UK
Goon (2011),https://www.imdb.com/title/tt0108656/,6.8,64,92,None,1232860,4168528,6985158,24 February 2012,R,Comedy Drama Sport,USA
Goon: Last of the Enforcers (2017),https://www.imdb.com/title/tt0108656/,5.8,48,101,None,None,None,124875,1 September 2017,R,Comedy Sport,Canada
The Maze Runner (2014),https://www.imdb.com/title/tt0108656/,6.8,57,113,$34000000,32512804,102427862,348319861,19 September 2014,PG-13,Action Mystery Sci-Fi,USA
Maze Runner: The Scorch Trials (2015),https://www.imdb.com/title/tt0108656/,6.3,43,131,$61000000,30316510,81697192,312296056,18 September 2015,PG-13,Action Adventure Sci-Fi,USA
Maze Runner: The Death Cure (2018),https://www.imdb.com/title/tt0108656/,6.2,50,143,$62000000,24167011,58032443,288175335,26 January 2018,PG-13,Action Adventure Sci-Fi,USA
Paddington (2014),https://www.imdb.com/title/tt0108656/,7.2,77,95,$55000000,18966676,76271832,282370135,16 January 2015,PG,Adventure Comedy Family,UK
Paddington 2 (2017),https://www.imdb.com/title/tt0108656/,7.8,88,103,$40000000,11001961,40891591,227978523,12 January 2018,PG,Adventure Comedy Family,UK
Three Colors: Blue (1993),https://www.imdb.com/title/tt0108656/,7.9,85,94,None,6413,1324974,1324974,8 September 1993,R,Drama Music Mystery,France
Three Colors: White (1994),https://www.imdb.com/title/tt0108656/,7.6,88,92,None,22284,1237219,1237219,10 June 1994,R,Comedy Drama Romance,Switzerland
Three Colors: Red (1994),https://www.imdb.com/title/tt0108656/,8.1,100,99,None,None,3581969,3581969,23 November 1994,R,Drama Mystery Romance,Switzerland
Hotel Transylvania (2012),https://www.imdb.com/title/tt0108656/,7.1,47,91,$85000000,42522194,148313048,358375603,28 September 2012,PG,Animation Comedy Family,USA
Hotel Transylvania 2 (2015),https://www.imdb.com/title/tt0108656/,6.7,44,89,$80000000,48464322,169700110,474800000,25 September 2015,PG,Animation Comedy Family,USA
Hotel Transylvania 3: Summer Vacation (2018),https://www.imdb.com/title/tt0108656/,6.3,54,97,$80000000,44076225,167510016,528583774,13 July 2018,PG,Animation Adventure Comedy,USA
Mamma Mia! (2008),https://www.imdb.com/title/tt0108656/,6.4,51,108,$52000000,27751240,144169664,609896805,18 July 2008,PG-13,Comedy Musical Romance,USA
Mamma Mia! Here We Go Again (2018),https://www.imdb.com/title/tt0108656/,6.7,60,114,$75000000,34952180,120634935,395044706,20 July 2018,PG-13,Comedy Musical Romance,UK
The Incredibles (2004),https://www.imdb.com/title/tt0108656/,8.0,90,115,$92000000,70467623,261441092,631606713,5 November 2004,PG,Animation Action Adventure,USA
Incredibles 2 (2018),https://www.imdb.com/title/tt0108656/,7.6,80,118,$200000000,182687905,608581744,1242805359,15 June 2018,PG,Animation Action Adventure,USA
Wreck-It Ralph (2012),https://www.imdb.com/title/tt0108656/,7.7,72,101,$165000000,49038712,189422889,471222889,2 November 2012,PG,Animation Adventure Comedy,USA
Ralph Breaks the Internet (2018),https://www.imdb.com/title/tt0108656/,7.1,71,112,$175000000,56237634,201091711,529323962,21 November 2018,PG,Animation Adventure Comedy,USA
Johnny English (2003),https://www.imdb.com/title/tt0108656/,6.2,51,89,$40000000,9134085,28082366,160466000,18 July 2003,PG,Action Adventure Comedy,UK
Johnny English Reborn (2011),https://www.imdb.com/title/tt0108656/,6.3,46,101,$45000000,3833300,8305970,160078586,21 October 2011,PG,Action Adventure Comedy,UK
Johnny English Strikes Again (2018),https://www.imdb.com/title/tt0108656/,6.2,39,89,$25000000,1638895,4412170,158970776,26 October 2018,PG,Action Adventure Comedy,UK
Cars (2006),https://www.imdb.com/title/tt0108656/,7.1,73,117,$120000000,60119509,244082982,461983149,9 June 2006,G,Animation Comedy Family,USA
Cars 2 (2011),https://www.imdb.com/title/tt0108656/,6.1,57,106,$200000000,66135507,191452396,559852396,24 June 2011,G,Animation Adventure Comedy,USA
Cars 3 (2017),https://www.imdb.com/title/tt0108656/,6.7,59,102,$175000000,53688680,152901115,383930656,16 June 2017,G,Animation Adventure Comedy,USA
Happy Death Day (2017),https://www.imdb.com/title/tt0108656/,6.5,58,96,$4800000,26039025,55683845,125479266,13 October 2017,PG-13,Horror Mystery Thriller,USA
Happy Death Day 2U (2019),https://www.imdb.com/title/tt0108656/,6.2,57,100,$9000000,9497665,28148130,64600152,13 February 2019,PG-13,Comedy Horror Mystery,USA
Mission: Impossible (1996),https://www.imdb.com/title/tt0108656/,7.1,59,110,$80000000,45436830,180981856,457731198,22 May 1996,PG-13,Action Adventure Thriller,USA
Mission: Impossible II (2000),https://www.imdb.com/title/tt0108656/,6.1,59,123,$125000000,57845297,215409889,546388108,24 May 2000,PG-13,Action Adventure Thriller,USA
Mission: Impossible III (2006),https://www.imdb.com/title/tt0108656/,6.9,66,126,$150000000,47743273,134029801,398479497,5 May 2006,PG-13,Action Adventure Thriller,USA
Mission: Impossible - Ghost Protocol (2011),https://www.imdb.com/title/tt0108656/,7.4,73,132,$145000000,12785204,209397903,694713380,21 December 2011,PG-13,Action Adventure Thriller,USA
Mission: Impossible - Rogue Nation (2015),https://www.imdb.com/title/tt0108656/,7.4,75,131,$150000000,55520089,195042377,682714267,31 July 2015,PG-13,Action Adventure Thriller,USA
Mission: Impossible - Fallout (2018),https://www.imdb.com/title/tt0108656/,7.7,86,147,$178000000,61236534,220159104,791115104,27 July 2018,PG-13,Action Adventure Thriller,USA
The Secret Life of Pets (2016),https://www.imdb.com/title/tt0108656/,6.5,61,87,$75000000,104352905,368384330,875457937,8 July 2016,PG,Animation Adventure Comedy,USA
The Secret Life of Pets 2 (2019),https://www.imdb.com/title/tt0108656/,6.5,55,86,$80000000,46652680,158874395,430051293,7 June 2019,PG,Animation Adventure Comedy,USA
A Dog's Purpose (2017),https://www.imdb.com/title/tt0108656/,7.2,43,100,$22000000,18222810,64508620,205736628,27 January 2017,PG,Adventure Comedy Drama,USA
A Dog's Journey (2019),https://www.imdb.com/title/tt0108656/,7.5,43,109,$16000000,8030085,22782371,75602573,17 May 2019,PG,Adventure Comedy Drama,China
John Wick (2014),https://www.imdb.com/title/tt0108656/,7.4,68,101,$20000000,14415922,43037835,86013056,24 October 2014,R,Action Crime Thriller,USA
John Wick: Chapter 2 (2017),https://www.imdb.com/title/tt0108656/,7.5,75,122,$40000000,30436123,92029184,171539887,10 February 2017,R,Action Crime Thriller,USA
John Wick: Chapter 3 - Parabellum (2019),https://www.imdb.com/title/tt0108656/,7.5,73,130,$75000000,56818067,171015687,326709727,17 May 2019,R,Action Crime Thriller,USA
Spider-Man: Homecoming (2017),https://www.imdb.com/title/tt0108656/,7.4,73,133,$175000000,117027503,334201140,880166924,7 July 2017,PG-13,Action Adventure Sci-Fi,USA
Spider-Man: Far from Home (2019),https://www.imdb.com/title/tt0108656/,7.5,69,129,$160000000,92579212,390532085,1131927996,2 July 2019,PG-13,Action Adventure Sci-Fi,USA
El Mariachi (1992),https://www.imdb.com/title/tt0108656/,6.9,73,81,$7000,312528,2040920,2040920,26 February 1993,R,Action Crime Thriller,Mexico
Desperado (1995),https://www.imdb.com/title/tt0108656/,7.2,55,104,$7000000,7910446,25405445,25405445,25 August 1995,R,Action Crime Thriller,USA
Once Upon a Time in Mexico (2003),https://www.imdb.com/title/tt0108656/,6.4,56,102,$29000000,23424118,56359780,98769390,12 September 2003,R,Action Crime Thriller,USA
Sin City (2005),https://www.imdb.com/title/tt0108656/,8.0,74,124,$40000000,28100000,74103820,158733820,1 April 2005,R,Crime Thriller,USA
Sin City: A Dame to Kill For (2014),https://www.imdb.com/title/tt0108656/,6.5,46,102,$65000000,6317683,13757804,39407616,22 August 2014,R,Action Crime Thriller,USA
How to Train Your Dragon (2010),https://www.imdb.com/title/tt0108656/,8.1,75,98,$165000000,43732319,217581231,494878759,26 March 2010,PG,Animation Action Adventure,USA
How to Train Your Dragon 2 (2014),https://www.imdb.com/title/tt0108656/,7.8,76,102,$145000000,49451322,177002924,621537519,13 June 2014,PG,Animation Action Adventure,USA
How to Train Your Dragon: The Hidden World (2019),https://www.imdb.com/title/tt0108656/,7.5,71,104,$129000000,55022245,160799505,521799505,22 February 2019,PG,Animation Action Adventure,USA
Toy Story (1995),https://www.imdb.com/title/tt0108656/,8.3,95,81,$30000000,29140617,222498679,404265438,22 November 1995,G,Animation Adventure Comedy,USA
Toy Story 2 (1999),https://www.imdb.com/title/tt0108656/,7.9,88,92,$90000000,300163,245852179,497374776,24 November 1999,G,Animation Adventure Comedy,USA
Toy Story 3 (2010),https://www.imdb.com/title/tt0108656/,8.3,92,103,$200000000,110307189,415004880,1066969703,18 June 2010,G,Animation Adventure Comedy,USA
Toy Story 4 (2019),https://www.imdb.com/title/tt0108656/,7.8,84,100,$200000000,120908065,434038008,1073394593,21 June 2019,G,Animation Adventure Comedy,USA
Annabelle (2014),https://www.imdb.com/title/tt0108656/,5.4,37,99,$6500000,37134255,84273813,257047661,3 October 2014,R,Horror Mystery Thriller,USA
Annabelle: Creation (2017),https://www.imdb.com/title/tt0108656/,6.5,62,109,$15000000,35006404,102092201,306515884,11 August 2017,R,Horror Mystery Thriller,USA
Annabelle Comes Home (2019),https://www.imdb.com/title/tt0108656/,5.9,53,106,$30000000,20269723,74152591,231252591,26 June 2019,R,Horror Mystery Thriller,USA
The Conjuring (2013),https://www.imdb.com/title/tt0108656/,7.5,68,112,$20000000,41855326,137400141,319494638,19 July 2013,R,Horror Mystery Thriller,USA
The Conjuring 2 (2016),https://www.imdb.com/title/tt0108656/,7.3,65,134,$40000000,40406314,102470008,320392818,10 June 2016,R,Horror Mystery Thriller,Canada
Angry Birds (2016),https://www.imdb.com/title/tt0108656/,6.3,43,97,$73000000,38155177,107509366,352333929,20 May 2016,PG,Animation Action Adventure,Finland
The Angry Birds Movie 2 (2019),https://www.imdb.com/title/tt0108656/,6.4,60,97,$65000000,10354073,41667116,147792047,14 August 2019,PG,Animation Adventure Comedy,Finland
It (2017),https://www.imdb.com/title/tt0108656/,7.3,69,135,$35000000,123403419,328828874,701796444,8 September 2017,R,Horror,Canada
It Chapter Two (2019),https://www.imdb.com/title/tt0108656/,6.6,58,169,$79000000,91062152,211593228,473093228,6 September 2019,R,Drama Fantasy Horror,Canada
Zombieland (2009),https://www.imdb.com/title/tt0108656/,7.6,73,88,$23600000,24733155,75590286,102392080,2 October 2009,R,Adventure Comedy Fantasy,USA
Zombieland: Double Tap (2019),https://www.imdb.com/title/tt0108656/,6.7,55,99,$42000000,26803104,73123082,122810399,18 October 2019,R,Action Comedy Horror,USA
The Shining (1980),https://www.imdb.com/title/tt0108656/,8.4,66,144,$19000000,622337,45332952,46220969,13 June 1980,R,Drama Horror,UK
Doctor Sleep (2019),https://www.imdb.com/title/tt0108656/,7.4,59,152,$45000000,14114124,31581712,72381712,8 November 2019,R,Drama Fantasy Horror,USA
Dogville (2003),https://www.imdb.com/title/tt0108656/,8.0,60,178,$10000000,88855,1535286,16689283,23 April 2004,R,Crime Drama,Denmark
Manderlay (2005),https://www.imdb.com/title/tt0108656/,7.3,46,139,$14200000,15117,78378,674918,3 June 2005,Not Rated,Drama,Denmark
Dr. No (1962),https://www.imdb.com/title/tt0108656/,7.2,78,110,$1100000,None,16067035,16067035,10 October 1962,PG,Action Adventure Thriller,UK
From Russia with Love (1963),https://www.imdb.com/title/tt0108656/,7.4,84,115,$2000000,None,24796765,24808046,27 May 1964,PG,Action Adventure Thriller,UK
Goldfinger (1964),https://www.imdb.com/title/tt0108656/,7.7,87,110,$3000000,None,51081062,51158864,9 January 1965,PG,Action Adventure Thriller,UK
Thunderball (1965),https://www.imdb.com/title/tt0108656/,7.0,64,130,$9000000,None,63595658,63595658,22 December 1965,PG,Action Adventure Thriller,UK
You Only Live Twice (1967),https://www.imdb.com/title/tt0108656/,6.9,61,117,$9500000,None,43084787,43084787,13 June 1967,PG,Action Adventure Thriller,UK
Casino Royale (1967),https://www.imdb.com/title/tt0108656/,5.2,48,131,$12000000,None,None,2324,28 April 1967,Not Rated,Comedy,UK
On Her Majesty's Secret Service (1969),https://www.imdb.com/title/tt0108656/,6.7,61,142,$7000000,None,22774493,22787885,19 December 1969,PG,Action Adventure Thriller,UK
Diamonds Are Forever (1971),https://www.imdb.com/title/tt0108656/,6.6,59,120,$7200000,None,43819547,43819547,17 December 1971,PG,Action Adventure Thriller,UK
Live and Let Die (1973),https://www.imdb.com/title/tt0108656/,6.8,55,121,$7000000,None,35377836,35377836,27 June 1973,PG,Action Adventure Thriller,UK
The Man with the Golden Gun (1974),https://www.imdb.com/title/tt0108656/,6.8,43,125,$7000000,None,20972000,20972000,20 December 1974,PG,Action Adventure Thriller,UK
The Spy Who Loved Me (1977),https://www.imdb.com/title/tt0108656/,7.1,55,125,$14000000,None,46838673,46838673,3 August 1977,PG,Action Adventure Thriller,UK
Moonraker (1979),https://www.imdb.com/title/tt0108656/,6.3,66,126,$34000000,7108344,70308099,210308099,29 June 1979,PG,Action Adventure Sci-Fi,UK
For Your Eyes Only (1981),https://www.imdb.com/title/tt0108656/,6.8,54,127,$28000000,6834967,54812802,54812802,26 June 1981,PG,Action Adventure Thriller,UK
Octopussy (1983),https://www.imdb.com/title/tt0108656/,6.6,63,131,$27500000,8902564,67893619,67893619,10 June 1983,PG,Action Adventure Thriller,UK
Never Say Never Again (1983),https://www.imdb.com/title/tt0108656/,6.2,68,134,$36000000,10958157,55432841,55432841,7 October 1983,PG,Action Adventure Thriller,UK
A View to a Kill (1985),https://www.imdb.com/title/tt0108656/,6.4,40,131,$30000000,10687114,50327960,50327960,24 May 1985,PG,Action Adventure Thriller,UK
The Living Daylights (1987),https://www.imdb.com/title/tt0108656/,6.7,60,130,$40000000,11051284,51185897,51185897,31 July 1987,PG,Action Adventure Thriller,UK
Licence to Kill (1989),https://www.imdb.com/title/tt0108656/,6.6,58,133,$32000000,8774776,34667015,156167015,14 July 1989,PG-13,Action Adventure Thriller,UK
GoldenEye (1995),https://www.imdb.com/title/tt0108656/,7.2,65,130,$60000000,26205007,106429941,352194034,17 November 1995,PG-13,Action Adventure Thriller,UK
Tomorrow Never Dies (1997),https://www.imdb.com/title/tt0108656/,6.5,52,119,$110000000,25143007,125304276,333011068,19 December 1997,PG-13,Action Adventure Thriller,UK
The World Is Not Enough (1999),https://www.imdb.com/title/tt0108656/,6.4,57,128,$135000000,35519007,126943684,361832400,19 November 1999,PG-13,Action Adventure Thriller,UK
Die Another Day (2002),https://www.imdb.com/title/tt0108656/,6.1,56,133,$142000000,47072040,160942139,431971116,22 November 2002,PG-13,Action Adventure Thriller,UK
Casino Royale (2006),https://www.imdb.com/title/tt0108656/,8.0,80,144,$150000000,40833156,167445960,616501619,17 November 2006,PG-13,Action Adventure Thriller,UK
Quantum of Solace (2008),https://www.imdb.com/title/tt0108656/,6.6,58,106,$200000000,67528882,168368427,589580482,14 November 2008,PG-13,Action Adventure Thriller,UK
Skyfall (2012),https://www.imdb.com/title/tt0108656/,7.7,81,143,$200000000,88364714,304360277,1108561013,9 November 2012,PG-13,Action Adventure Thriller,UK
Spectre (2015),https://www.imdb.com/title/tt0108656/,6.8,60,148,$245000000,70403148,200074609,880674609,6 November 2015,PG-13,Action Adventure Thriller,UK
Diary of a Mad Black Woman (2005),https://www.imdb.com/title/tt0108656/,5.8,36,None,$5500000,21905089,50633099,50652203,25 February 2005,PG-13,Comedy Drama Romance,USA
Madea's Family Reunion (2006),https://www.imdb.com/title/tt0108656/,5.2,45,107,$6000000,30030661,63318000,63368939,24 February 2006,PG-13,Comedy Drama Romance,USA
Madea Goes to Jail (2009),https://www.imdb.com/title/tt0108656/,4.4,50,103,None,41030947,90508336,90508336,20 February 2009,PG-13,Comedy Crime Drama,USA
I Can Do Bad All by Myself (2009),https://www.imdb.com/title/tt0108656/,4.5,55,None,$13000000,23446785,51733921,51733921,11 September 2009,PG-13,Comedy Drama,USA
Madea's Big Happy Family (2011),https://www.imdb.com/title/tt0108656/,4.7,45,106,$25000000,25068677,53345287,54161287,22 April 2011,PG-13,Comedy Drama,USA
Madea's Witness Protection (2012),https://www.imdb.com/title/tt0108656/,4.9,42,None,$20000000,25390575,65653242,66899242,29 June 2012,PG-13,Comedy Crime Drama,USA
A Madea Christmas (2013),https://www.imdb.com/title/tt0108656/,4.8,28,100,$25000000,16007634,52543354,53396635,13 December 2013,PG-13,Comedy Drama Romance,USA
Madea's Tough Love (2015),https://www.imdb.com/title/tt0108656/,5.2,None,64,None,None,None,None,20 January 2015,PG,Comedy,USA
Tyler Perry's Boo! A Madea Halloween (2016),https://www.imdb.com/title/tt0108656/,4.6,30,103,$20000000,28501448,73206343,74827344,21 October 2016,PG-13,Comedy Drama Horror,Hong Kong
Boo 2! A Madea Halloween (2017),https://www.imdb.com/title/tt0108656/,3.8,17,101,$25000000,21226953,47319572,48333932,20 October 2017,PG-13,Comedy Drama Horror,USA
Tyler Perry's A Madea Family Funeral (2019),https://www.imdb.com/title/tt0108656/,4.4,39,109,$20000000,27062332,73257045,74747725,1 March 2019,PG-13,Comedy,USA
Mad Max: Fury Road (2015),https://www.imdb.com/title/tt0108656/,8.1,90,120,$150000000,45428128,154058340,375209362,15 May 2015,R,Action Adventure Sci-Fi,Australia
Snow White and the Huntsman (2012),https://www.imdb.com/title/tt0108656/,6.1,57,127,$170000000,56217700,155332381,396592829,1 June 2012,PG-13,Action Adventure Drama,USA
The Huntsman: Winter's War (2016),https://www.imdb.com/title/tt0108656/,6.1,35,114,$115000000,19445035,48390190,164989338,22 April 2016,PG-13,Action Adventure Drama,USA
The Fate of the Furious (2017),https://www.imdb.com/title/tt0108656/,6.7,56,136,$250000000,98786705,226008385,1236005118,14 April 2017,PG-13,Action Adventure Crime,China
Maleficent (2014),https://www.imdb.com/title/tt0108656/,7.0,56,97,$180000000,69431298,241410378,758410378,30 May 2014,PG,Action Adventure Family,USA
Maleficent: Mistress of Evil (2019),https://www.imdb.com/title/tt0108656/,6.6,43,119,$185000000,36948713,113929605,491730089,18 October 2019,PG,Adventure Family Fantasy,USA
Frozen (2013),https://www.imdb.com/title/tt0108656/,7.4,75,102,$150000000,243390,400738009,1280802282,27 November 2013,PG,Animation Adventure Comedy,USA
Frozen II (2019),https://www.imdb.com/title/tt0108656/,6.9,64,103,$150000000,130263358,477373578,1450026933,22 November 2019,PG,Animation Adventure Comedy,USA
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",https://www.imdb.com/title/tt0108656/,6.9,75,143,$180000000,65556312,291710957,745013115,9 December 2005,PG,Adventure Family Fantasy,UK
The Chronicles of Narnia: Prince Caspian (2008),https://www.imdb.com/title/tt0108656/,6.5,62,150,$225000000,55034805,141621490,419665568,16 May 2008,PG,Action Adventure Family,USA
Men in Black: International (2019),https://www.imdb.com/title/tt0108656/,5.6,38,114,$110000000,30035838,80001807,253890701,14 June 2019,PG-13,Action Adventure Comedy,China
Jumanji: Welcome to the Jungle (2017),https://www.imdb.com/title/tt0108656/,6.9,58,119,$90000000,36169328,404540171,962102237,20 December 2017,PG-13,Action Adventure Comedy,USA
Jumanji: The Next Level (2019),https://www.imdb.com/title/tt0108656/,6.7,58,123,$125000000,59251543,316831246,796575993,13 December 2019,PG-13,Action Adventure Comedy,USA
Ocean's 8 (2018),https://www.imdb.com/title/tt0108656/,6.2,61,110,$70000000,41607378,140218711,297718711,8 June 2018,PG-13,Action Comedy Crime,USA
The Transporter Refueled (2015),https://www.imdb.com/title/tt0108656/,5.2,32,96,$25000000,7355622,16029670,72629670,4 September 2015,PG-13,Action Adventure Thriller,France
Ant-Man (2015),https://www.imdb.com/title/tt0108656/,7.3,64,117,$130000000,57225526,180202163,519311965,17 July 2015,PG-13,Action Adventure Comedy,USA
Ant-Man and the Wasp (2018),https://www.imdb.com/title/tt0108656/,7.1,70,118,$162000000,75812205,216648740,622674139,6 July 2018,PG-13,Action Adventure Comedy,USA
The Predator (2018),https://www.imdb.com/title/tt0108656/,5.4,48,107,$88000000,24632284,51024708,160542134,14 September 2018,R,Action Adventure Sci-Fi,USA
Transformers: Age of Extinction (2014),https://www.imdb.com/title/tt0108656/,5.6,32,165,$210000000,100038390,245439076,1104054072,27 June 2014,PG-13,Action Adventure Sci-Fi,USA
Transformers: The Last Knight (2017),https://www.imdb.com/title/tt0108656/,5.2,27,154,$217000000,44680073,130168683,605425157,21 June 2017,PG-13,Action Adventure Sci-Fi,USA
Bumblebee (2018),https://www.imdb.com/title/tt0108656/,6.8,66,114,$135000000,21654047,127195589,467989645,21 December 2018,PG-13,Action Adventure Sci-Fi,China
Star Wars: Episode VII - The Force Awakens (2015),https://www.imdb.com/title/tt0108656/,7.9,80,138,$245000000,247966675,936662225,2068223624,18 December 2015,PG-13,Action Adventure Sci-Fi,USA
Star Wars: Episode VIII - The Last Jedi (2017),https://www.imdb.com/title/tt0108656/,7.0,84,152,$317000000,220009584,620181382,1332539889,15 December 2017,PG-13,Action Adventure Fantasy,USA
Star Wars: The Rise Of Skywalker (2019),https://www.imdb.com/title/tt0108656/,6.7,53,142,$275000000,177383864,515202542,1074144248,20 December 2019,PG-13,Action Adventure Fantasy,USA
Fantastic Beasts and Where to Find Them (2016),https://www.imdb.com/title/tt0108656/,7.3,66,132,$180000000,74403387,234037575,814037575,18 November 2016,PG-13,Adventure Family Fantasy,UK
Fantastic Beasts: The Crimes of Grindelwald (2018),https://www.imdb.com/title/tt0108656/,6.6,52,134,$200000000,62163104,159555901,654855901,16 November 2018,PG-13,Adventure Family Fantasy,UK
Terminator Genisys (2015),https://www.imdb.com/title/tt0108656/,6.4,38,126,$155000000,27018486,89760956,440603537,1 July 2015,PG-13,Action Adventure Sci-Fi,USA
Terminator: Dark Fate (2019),https://www.imdb.com/title/tt0108656/,6.3,54,128,$185000000,29033832,62253077,261119292,1 November 2019,R,Action Adventure Sci-Fi,China
Patriot Games (1992),https://www.imdb.com/title/tt0108656/,6.9,64,117,$45000000,18511191,83351587,178051587,5 June 1992,R,Action Thriller,USA
Clear and Present Danger (1994),https://www.imdb.com/title/tt0108656/,6.9,74,141,$62000000,20348017,122187717,215887717,3 August 1994,PG-13,Action Crime Drama,USA
Barbershop (2002),https://www.imdb.com/title/tt0108656/,6.3,66,102,$12000000,20627433,75782105,77063924,13 September 2002,PG-13,Comedy Drama,USA
Barbershop 2: Back in Business (2004),https://www.imdb.com/title/tt0108656/,5.7,59,106,$30000000,24241612,65111277,65991448,6 February 2004,PG-13,Comedy Drama,USA
Suicide Squad (2016),https://www.imdb.com/title/tt0108656/,6.0,40,123,$175000000,133682248,325100054,746846894,5 August 2016,PG-13,Action Adventure Fantasy,USA
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn (2020),https://www.imdb.com/title/tt0108656/,6.1,60,109,$84500000,33010017,84158461,201858461,7 February 2020,R,Action Adventure Crime,USA
Mallrats (1995),https://www.imdb.com/title/tt0108656/,7.1,41,94,$6000000,1153838,2122561,2122561,20 October 1995,R,Comedy Romance,USA
Chasing Amy (1997),https://www.imdb.com/title/tt0108656/,7.2,71,113,$250000,52446,12021272,12021272,18 April 1997,R,Comedy Drama Romance,USA
Dogma (1999),https://www.imdb.com/title/tt0108656/,7.3,62,130,$10000000,8669945,30652890,31429330,12 November 1999,R,Adventure Comedy Drama,USA
Jay and Silent Bob Strike Back (2001),https://www.imdb.com/title/tt0108656/,6.8,51,104,$22000000,11018543,30085147,33788161,24 August 2001,R,Comedy,USA
Creed (2015),https://www.imdb.com/title/tt0108656/,7.6,82,133,$35000000,29632823,109767581,173567581,25 November 2015,PG-13,Drama Family Sport,USA
Creed II (2018),https://www.imdb.com/title/tt0108656/,7.1,66,130,$50000000,35574710,115715889,214215889,21 November 2018,PG-13,Drama Sport,USA
TRON (1982),https://www.imdb.com/title/tt0108656/,6.8,58,96,$17000000,4761795,33000000,33000000,9 July 1982,PG,Action Adventure Sci-Fi,USA
TRON: Legacy (2010),https://www.imdb.com/title/tt0108656/,6.8,49,125,$170000000,44026211,172062763,400062763,17 December 2010,PG,Action Adventure Sci-Fi,USA
Shaun of the Dead (2004),https://www.imdb.com/title/tt0108656/,7.9,76,99,GBP4000000,3300000,13542874,30076102,24 September 2004,R,Comedy Horror,UK
Hot Fuzz (2007),https://www.imdb.com/title/tt0108656/,7.8,81,121,GBP8000000,5837000,23637265,80743363,20 April 2007,R,Action Comedy Mystery,UK
X-Men: Apocalypse (2016),https://www.imdb.com/title/tt0108656/,6.9,52,144,$178000000,65769562,155442489,543934105,27 May 2016,PG-13,Action Adventure Sci-Fi,USA
Jackass: The Movie (2002),https://www.imdb.com/title/tt0108656/,6.6,42,87,$5000000,22763437,64255312,79493831,25 October 2002,R,Documentary Action Comedy,USA
Jackass Number Two (2006),https://www.imdb.com/title/tt0108656/,7.0,66,92,$11500000,29002002,72778712,84645164,22 September 2006,R,Documentary Action Comedy,USA
Pitch Perfect (2012),https://www.imdb.com/title/tt0108656/,7.2,66,112,$17000000,5149433,65001093,115350426,5 October 2012,PG-13,Comedy Music Romance,USA
Pitch Perfect 2 (2015),https://www.imdb.com/title/tt0108656/,6.4,63,115,$29000000,69216890,184296230,287144079,15 May 2015,PG-13,Comedy Music,USA
Friday (1995),https://www.imdb.com/title/tt0108656/,7.3,54,91,$3500000,6589341,27467564,28215918,26 April 1995,R,Comedy Drama,USA
Next Friday (2000),https://www.imdb.com/title/tt0108656/,6.2,41,98,$11000000,14465156,57328603,59827328,12 January 2000,R,Comedy,USA
Insidious: The Last Key (2018),https://www.imdb.com/title/tt0108656/,5.7,49,103,$10000000,29581355,67745330,167885588,5 January 2018,PG-13,Horror Mystery Thriller,USA
Jaws (1975),https://www.imdb.com/title/tt0108656/,8.0,87,124,$7000000,7061513,260000000,471203004,20 June 1975,PG,Adventure Thriller,USA
