Title,url,Year-Rel-Type,IMDB Score,Metacritic Score,Rating,Genre,Runtime
Paranormal Activity 5,https://www.imdb.com/title/tt2473682/,,,,,,
Paranormal Activity 6,https://www.imdb.com/title/tt2473510/,,,,,,
Honey 1,https://www.imdb.com/title/tt0322589/,,,,,,
Honey 2,https://www.imdb.com/title/tt1657283/,,,,,,
Witchboard 1,https://www.imdb.com/title/tt0090327/,,,,,,
Witchboard 2,https://www.imdb.com/title/tt0108577/,,,,,,
Kickboxer ,https://www.imdb.com/title/tt0097659/,,,,,,
Kickboxer 6,https://www.imdb.com/title/tt3082898/,,,,,,
Highlander 1,https://www.imdb.com/title/tt0091203/,,,,,,
Highlander 2,https://www.imdb.com/title/tt0102034/,,,,,,
Highlander 3,https://www.imdb.com/title/tt0110027/,,,,,,
Highlander 4,https://www.imdb.com/title/tt0144964/,,,,,,
Urban Legend 1,https://www.imdb.com/title/tt0146336/,,,,,,
Urban Legend 2,https://www.imdb.com/title/tt0192731/,,,,,,
Iron Eagle,https://www.imdb.com/title/tt0091278/,,,,,,
Iron Eagle 2,https://www.imdb.com/title/tt0095382/,,,,,,
Fifty Shades 1,https://www.imdb.com/title/tt2322441/,,,,,,
Fifty Shades 2,https://www.imdb.com/title/tt4465564/,,,,,,
Crime Story,https://www.imdb.com/title/tt0108656/,,,,,,
