Title,url
The Crimson Rivers,http://www.imdb.com/title/tt0228786/
Les rivières pourpres 2 - Les anges de l'apocalypse,http://www.imdb.com/title/tt0337103/
Les visiteurs,http://www.imdb.com/title/tt0108500/
Les couloirs du temps: Les visiteurs II,http://www.imdb.com/title/tt0120882/
Battle Royale,http://www.imdb.com/title/tt0266308/
Battle Royale II,http://www.imdb.com/title/tt0338763/
Terms of Endearment,http://www.imdb.com/title/tt0086425/
The Evening Star,http://www.imdb.com/title/tt0116240/
Happy Feet,http://www.imdb.com/title/tt0366548/
Happy Feet Two,http://www.imdb.com/title/tt1402488/
Romancing the Stone,http://www.imdb.com/title/tt0088011/
The Jewel of the Nile,http://www.imdb.com/title/tt0089370/
The War of the Roses,http://www.imdb.com/title/tt0098621/
Look Who's Talking,http://www.imdb.com/title/tt0097778/
Look Who's Talking Too,http://www.imdb.com/title/tt0100050/
Look Who's Talking Now,http://www.imdb.com/title/tt0107438/
Legally Blonde,http://www.imdb.com/title/tt0250494/
Legally Blonde 2,http://www.imdb.com/title/tt0333780/
American Psycho,http://www.imdb.com/title/tt0144084/
Scooby-Doo,http://www.imdb.com/title/tt0267913/
Scooby-Doo 2: Monsters Unleashed,http://www.imdb.com/title/tt0331632/
Home Alone,http://www.imdb.com/title/tt0099785/
Home Alone 2: Lost in New York,http://www.imdb.com/title/tt0104431/
Home Alone 3,http://www.imdb.com/title/tt0119303/
Balto,http://www.imdb.com/title/tt0112453/
Mesrine Part 1: Killer Instinct,http://www.imdb.com/title/tt1259014/
Mesrine Part 2: Public Enemy #1,http://www.imdb.com/title/tt0411272/
The Tall Blond Man with One Black Shoe,http://www.imdb.com/title/tt0068655/
The Return of the Tall Blond Man,http://www.imdb.com/title/tt0072080/
Dark Planet,http://www.imdb.com/title/tt0972558/
Obitaemyy ostrov. Skhvatka,http://www.imdb.com/title/tt1399952/
Lyubov-Morkov,http://www.imdb.com/title/tt0976209/
Lyubov 2 Morkov,http://www.imdb.com/title/tt1414840/
Love-Carrot 3,http://www.imdb.com/title/tt1666169/
Paragraf 78,http://www.imdb.com/title/tt0459924/
Paragraf 78 - Film vtoroy,http://www.imdb.com/title/tt1097014/
[Anti]killer,http://www.imdb.com/title/tt0325005/
Antikiller 2: Antiterror,http://www.imdb.com/title/tt0405699/
Antikiller D.K.,http://www.imdb.com/title/tt1532261/
Short Circuit,http://www.imdb.com/title/tt0091949/
Short Circuit 2,http://www.imdb.com/title/tt0096101/
Keinohrhasen,http://www.imdb.com/title/tt0960790/
Zweiohrküken,http://www.imdb.com/title/tt1343755/
Pet Sematary,http://www.imdb.com/title/tt0098084/
Pet Sematary II,http://www.imdb.com/title/tt0105128/
The Three Musketeers,http://www.imdb.com/title/tt0072281/
The Four Musketeers: Milady's Revenge,http://www.imdb.com/title/tt0073012/
Three Steps Above Heaven,http://www.imdb.com/title/tt1648216/
Tengo ganas de ti,http://www.imdb.com/title/tt1797504/
The Fly,http://www.imdb.com/title/tt0091064/
The Fly II,http://www.imdb.com/title/tt0097368/
Rush Hour,http://www.imdb.com/title/tt0120812/
Rush Hour 2,http://www.imdb.com/title/tt0266915/
Rush Hour 3,http://www.imdb.com/title/tt0293564/
Police Academy,http://www.imdb.com/title/tt0087928/
Police Academy 2: Their First Assignment,http://www.imdb.com/title/tt0089822/
Police Academy 3: Back in Training,http://www.imdb.com/title/tt0091777/
Police Academy 4: Citizens on Patrol,http://www.imdb.com/title/tt0093756/
Police Academy 5: Assignment: Miami Beach,http://www.imdb.com/title/tt0095882/
Police Academy 6: City Under Siege,http://www.imdb.com/title/tt0098105/
Police Academy: Mission to Moscow,http://www.imdb.com/title/tt0110857/
Paranormal Activity,http://www.imdb.com/title/tt1179904/
Paranormal Activity 2,http://www.imdb.com/title/tt1536044/
Paranormal Activity 3,http://www.imdb.com/title/tt1778304/
Paranormal Activity 4,http://www.imdb.com/title/tt2109184/
Dirty Harry,http://www.imdb.com/title/tt0066999/
Magnum Force,http://www.imdb.com/title/tt0070355/
Sudden Impact,http://www.imdb.com/title/tt0086383/
The Dead Pool,http://www.imdb.com/title/tt0094963/
The Enforcer,http://www.imdb.com/title/tt0074483/
Smokin' Aces,http://www.imdb.com/title/tt0475394/
Under Siege,http://www.imdb.com/title/tt0105690/
Under Siege 2: Dark Territory,http://www.imdb.com/title/tt0114781/
Death Race,http://www.imdb.com/title/tt0452608/
Atlas Shrugged: Part I,http://www.imdb.com/title/tt0480239/
Atlas Shrugged II: The Strike,http://www.imdb.com/title/tt1985017/
National Treasure,http://www.imdb.com/title/tt0368891/
National Treasure: Book of Secrets,http://www.imdb.com/title/tt0465234/
The Hangover,http://www.imdb.com/title/tt1119646/
The Hangover Part II,http://www.imdb.com/title/tt1411697/
The Hangover Part III,http://www.imdb.com/title/tt1951261/
Deuce Bigalow: Male Gigolo,http://www.imdb.com/title/tt0205000/
Deuce Bigalow: European Gigolo,http://www.imdb.com/title/tt0367652/
Fletch,http://www.imdb.com/title/tt0089155/
Fletch Lives,http://www.imdb.com/title/tt0097366/
City of God,http://www.imdb.com/title/tt0317248/
Cidade dos Homens,http://www.imdb.com/title/tt0870090/
Elite Squad,http://www.imdb.com/title/tt0861739/
Elite Squad 2: The Enemy Within,http://www.imdb.com/title/tt1555149/
Kick-Ass,http://www.imdb.com/title/tt1250777/
Kick-Ass 2,http://www.imdb.com/title/tt1650554/
RED,http://www.imdb.com/title/tt1245526/
RED 2,http://www.imdb.com/title/tt1821694/
The Talented Mr. Ripley,http://www.imdb.com/title/tt0134119/
Ripley's Game,http://www.imdb.com/title/tt0265651/
Ripley Under Ground,http://www.imdb.com/title/tt0219171/
Escape from New York,http://www.imdb.com/title/tt0082340/
Escape from L.A.,http://www.imdb.com/title/tt0116225/
The Lawnmower Man,http://www.imdb.com/title/tt0104692/
Lawnmower Man 2: Beyond Cyberspace,http://www.imdb.com/title/tt0116839/
"Honey, I Shrunk the Kids",http://www.imdb.com/title/tt0097523/
"Honey, I Blew Up the Kid",http://www.imdb.com/title/tt0104437/
Honey,http://www.imdb.com/title/tt0322589/
Honey 2,http://www.imdb.com/title/tt1657283/
Psycho,http://www.imdb.com/title/tt0054215/
Psycho II,http://www.imdb.com/title/tt0086154/
Fortress,http://www.imdb.com/title/tt0106950/
Fortress 2,http://www.imdb.com/title/tt0179183/
White Noise,http://www.imdb.com/title/tt0375210/
White Noise 2: The Light,http://www.imdb.com/title/tt0496436/
Cocoon,http://www.imdb.com/title/tt0088933/
Cocoon: The Return,http://www.imdb.com/title/tt0094890/
Magic Mike,http://www.imdb.com/title/tt1915581/
Magic Mike XXL,http://www.imdb.com/title/tt2268016/
Jumper,http://www.imdb.com/title/tt0489099/
Lilo & Stitch,http://www.imdb.com/title/tt0275847/
The Sisterhood of the Traveling Pants,http://www.imdb.com/title/tt0403508/
The Sisterhood of the Traveling Pants 2,http://www.imdb.com/title/tt1018785/
Bad Santa,http://www.imdb.com/title/tt0307987/
Bad Santa 2,http://www.imdb.com/title/tt1798603/
District B13,http://www.imdb.com/title/tt0414852/
District 13: Ultimatum,http://www.imdb.com/title/tt1247640/
Taxi,http://www.imdb.com/title/tt0152930/
Taxi 2,http://www.imdb.com/title/tt0183869/
Taxi 3,http://www.imdb.com/title/tt0295721/
Taxi 4,http://www.imdb.com/title/tt0804540/
Miss Congeniality,http://www.imdb.com/title/tt0212346/
Miss Congeniality 2: Armed & Fabulous,http://www.imdb.com/title/tt0385307/
Screamers,http://www.imdb.com/title/tt0114367/
"I, Robot",http://www.imdb.com/title/tt0343818/
I Am Legend,http://www.imdb.com/title/tt0480249/
Sherlock Holmes,http://www.imdb.com/title/tt0988045/
Sherlock Holmes: A Game of Shadows,http://www.imdb.com/title/tt1515091/
Star Trek: The Motion Picture,http://www.imdb.com/title/tt0079945/
Star Trek II: The Wrath of Khan,http://www.imdb.com/title/tt0084726/
Star Trek III: The Search for Spock,http://www.imdb.com/title/tt0088170/
Star Trek IV: The Voyage Home,http://www.imdb.com/title/tt0092007/
Star Trek V: The Final Frontier,http://www.imdb.com/title/tt0098382/
Star Trek VI: The Undiscovered Country,http://www.imdb.com/title/tt0102975/
Star Trek: Generations,http://www.imdb.com/title/tt0111280/
Star Trek: First Contact,http://www.imdb.com/title/tt0117731/
Star Trek: Insurrection,http://www.imdb.com/title/tt0120844/
Star Trek: Nemesis,http://www.imdb.com/title/tt0253754/
Basic Instinct,http://www.imdb.com/title/tt0103772/
Basic Instinct 2,http://www.imdb.com/title/tt0430912/
Undisputed,http://www.imdb.com/title/tt0281322/
Resident Evil: Degeneration,http://www.imdb.com/title/tt1174954/
Resident Evil: Damnation,http://www.imdb.com/title/tt1753496/
The Amazing Spider-Man,http://www.imdb.com/title/tt0948470/
The Amazing Spider-Man 2,http://www.imdb.com/title/tt1872181/
Machete,http://www.imdb.com/title/tt0985694/
Machete Kills,http://www.imdb.com/title/tt2002718/
21 Jump Street,http://www.imdb.com/title/tt1232829/
22 Jump Street,http://www.imdb.com/title/tt2294449/
The Arrival,http://www.imdb.com/title/tt0115571/
Arrival II,http://www.imdb.com/title/tt0122961/
8MM,http://www.imdb.com/title/tt0134273/
The Girl with the Dragon Tattoo,http://www.imdb.com/title/tt1132620/
The Girl Who Played with Fire,http://www.imdb.com/title/tt1216487/
The Girl Who Kicked the Hornet's Nest,http://www.imdb.com/title/tt1343097/
Alone in the Dark,http://www.imdb.com/title/tt0369226/
BloodRayne,http://www.imdb.com/title/tt0383222/
BloodRayne: The Third Reich,http://www.imdb.com/title/tt1153546/
In the Name of the King: A Dungeon Siege Tale,http://www.imdb.com/title/tt0460780/
In the Name of the King: Two Worlds,http://www.imdb.com/title/tt1767319/
In the Name of the King: The Last Mission,http://www.imdb.com/title/tt2379386/
Cube,http://www.imdb.com/title/tt0123755/
Cube²: Hypercube,http://www.imdb.com/title/tt0285492/
Cube Zero,http://www.imdb.com/title/tt0377713/
Bad Ass,http://www.imdb.com/title/tt1928330/
12 Rounds,http://www.imdb.com/title/tt1160368/
12 Rounds 2: Reloaded,http://www.imdb.com/title/tt2317524/
Insidious,http://www.imdb.com/title/tt1591095/
Insidious: Chapter 2,http://www.imdb.com/title/tt2226417/
Insidious: Chapter 3,http://www.imdb.com/title/tt3195644/
Monsters,http://www.imdb.com/title/tt1470827/
Monsters: Dark Continent,http://www.imdb.com/title/tt1935302/
Divergent,http://www.imdb.com/title/tt1840309/
Insurgent,http://www.imdb.com/title/tt2908446/
Allegiant,http://www.imdb.com/title/tt3410834/
Rio,http://www.imdb.com/title/tt1436562/
Rio 2,http://www.imdb.com/title/tt2357291/
Jarhead,http://www.imdb.com/title/tt0418763/
The Best Exotic Marigold Hotel,http://www.imdb.com/title/tt1412386/
The Second Best Exotic Marigold Hotel,http://www.imdb.com/title/tt2555736/
Nymphomaniac: Vol. I,http://www.imdb.com/title/tt1937390/
Nymphomaniac: Vol. II,http://www.imdb.com/title/tt2382009/
The Lego Movie,http://www.imdb.com/title/tt1490017/
The Lego Movie 2: The Second Part,http://www.imdb.com/title/tt3513498/
Furious 6,http://www.imdb.com/title/tt1905041/
Furious 7,http://www.imdb.com/title/tt2820852/
The Woman in Black,http://www.imdb.com/title/tt1596365/
The Woman in Black 2: Angel of Death,http://www.imdb.com/title/tt2339741/
The Trip,http://www.imdb.com/title/tt1740047/
The Trip to Italy,http://www.imdb.com/title/tt2967006/
The Best Man,http://www.imdb.com/title/tt0168501/
The Best Man Holiday,http://www.imdb.com/title/tt2083355/
Agent Cody Banks,http://www.imdb.com/title/tt0313911/
Agent Cody Banks 2: Destination London,http://www.imdb.com/title/tt0358349/
101 Dalmatians,http://www.imdb.com/title/tt0115433/
102 Dalmatians,http://www.imdb.com/title/tt0211181/
Anchorman: The Legend of Ron Burgundy,http://www.imdb.com/title/tt0357413/
Anchorman 2: The Legend Continues,http://www.imdb.com/title/tt1229340/
Lung hing foo dai,http://www.imdb.com/title/tt0091431/
Operation Condor,http://www.imdb.com/title/tt0099558/
Sap ji sang ciu,http://www.imdb.com/title/tt1424310/
Police Story,http://www.imdb.com/title/tt0089374/
Police Story 2,http://www.imdb.com/title/tt0095403/
Supercop,http://www.imdb.com/title/tt0104558/
Supercop 2,http://www.imdb.com/title/tt0106544/
First Strike,http://www.imdb.com/title/tt0116704/
New Police Story,http://www.imdb.com/title/tt0386005/
Police Story: Lockdown,http://www.imdb.com/title/tt2599716/
Before Sunrise,http://www.imdb.com/title/tt0112471/
Before Sunset,http://www.imdb.com/title/tt0381681/
Before Midnight,http://www.imdb.com/title/tt2209418/
Asterix and Obelix vs. Caesar,http://www.imdb.com/title/tt0133385/
Asterix & Obelix: Mission Cleopatra,http://www.imdb.com/title/tt0250223/
Astérix aux jeux olympiques,http://www.imdb.com/title/tt0463872/
Astérix and Obélix: God Save Britannia,http://www.imdb.com/title/tt1597522/
Tremors,http://www.imdb.com/title/tt0100814/
Transformers: Age of Extinction,http://www.imdb.com/title/tt2109248/
Transformers: The Last Knight,http://www.imdb.com/title/tt3371366/
Teenage Mutant Ninja Turtles,http://www.imdb.com/title/tt1291150/
Teenage Mutant Ninja Turtles: Out of the Shadows,http://www.imdb.com/title/tt3949660/
The Equalizer,http://www.imdb.com/title/tt0455944/
The Equalizer 2,http://www.imdb.com/title/tt3766354/
The Hunger Games,http://www.imdb.com/title/tt1392170/
The Hunger Games: Catching Fire,http://www.imdb.com/title/tt1951264/
The Hunger Games: Mockingjay - Part 1,http://www.imdb.com/title/tt1951265/
The Hunger Games: Mockingjay - Part 2,http://www.imdb.com/title/tt1951266/
The Omega Code,http://www.imdb.com/title/tt0203408/
Megiddo,http://www.imdb.com/title/tt0263728/
Ride Along,http://www.imdb.com/title/tt1408253/
Ride Along 2,http://www.imdb.com/title/tt2869728/
The Muppets,http://www.imdb.com/title/tt1204342/
Muppets Most Wanted,http://www.imdb.com/title/tt2281587/
The Muppet Movie,http://www.imdb.com/title/tt0079588/
The Muppets Take Manhattan,http://www.imdb.com/title/tt0087755/
The Great Muppet Caper,http://www.imdb.com/title/tt0082474/
Muppets from Space,http://www.imdb.com/title/tt0158811/
A Haunted House,http://www.imdb.com/title/tt2243537/
A Haunted House 2,http://www.imdb.com/title/tt2828996/
Think Like a Man,http://www.imdb.com/title/tt1621045/
Think Like a Man Too,http://www.imdb.com/title/tt2239832/
Into the Blue,http://www.imdb.com/title/tt0378109/
Critters,http://www.imdb.com/title/tt0090887/
Critters 2,http://www.imdb.com/title/tt0094919/
Critters 3,http://www.imdb.com/title/tt0101627/
Critters 4,http://www.imdb.com/title/tt0101628/
Dolphin Tale,http://www.imdb.com/title/tt1564349/
Dolphin Tale 2,http://www.imdb.com/title/tt2978462/
Hot Tub Time Machine,http://www.imdb.com/title/tt1231587/
Hot Tub Time Machine 2,http://www.imdb.com/title/tt2637294/
Paul Blart: Mall Cop,http://www.imdb.com/title/tt1114740/
Paul Blart: Mall Cop 2,http://www.imdb.com/title/tt3450650/
Horrible Bosses,http://www.imdb.com/title/tt1499658/
Horrible Bosses 2,http://www.imdb.com/title/tt2170439/
The Descent,http://www.imdb.com/title/tt0435625/
The Descent: Part 2,http://www.imdb.com/title/tt1073105/
Quarantine,http://www.imdb.com/title/tt1082868/
Quarantine 2: Terminal,http://www.imdb.com/title/tt1699231/
REC,http://www.imdb.com/title/tt1038988/
[Rec] 2,http://www.imdb.com/title/tt1245112/
[REC] 3: Genesis,http://www.imdb.com/title/tt1649444/
[REC] 4: Apocalypse,http://www.imdb.com/title/tt1649443/
V/H/S,http://www.imdb.com/title/tt2105044/
V/H/S/2,http://www.imdb.com/title/tt2450186/
V/H/S Viral,http://www.imdb.com/title/tt3704538/
Grave Encounters,http://www.imdb.com/title/tt1703199/
Grave Encounters 2,http://www.imdb.com/title/tt2231554/
An American Werewolf in London,http://www.imdb.com/title/tt0082010/
An American Werewolf in Paris,http://www.imdb.com/title/tt0118604/
The Blues Brothers,http://www.imdb.com/title/tt0080455/
Blues Brothers 2000,http://www.imdb.com/title/tt0118747/
Fantomas,http://www.imdb.com/title/tt0058089/
Fantômas se déchaîne,http://www.imdb.com/title/tt0059168/
Fantômas contre Scotland Yard,http://www.imdb.com/title/tt0060400/
Carlito's Way,http://www.imdb.com/title/tt0106519/
Fright Night,http://www.imdb.com/title/tt0089175/
Fright Night Part 2,http://www.imdb.com/title/tt0097390/
Fright Night,http://www.imdb.com/title/tt1438176/
Child's Play,http://www.imdb.com/title/tt0094862/
Child's Play 2,http://www.imdb.com/title/tt0099253/
Child's Play 3,http://www.imdb.com/title/tt0103956/
Bride of Chucky,http://www.imdb.com/title/tt0144120/
Seed of Chucky,http://www.imdb.com/title/tt0387575/
Curse of Chucky,http://www.imdb.com/title/tt2230358/
Cult of Chucky,http://www.imdb.com/title/tt3280262/
Get Smart,http://www.imdb.com/title/tt0425061/
The Dead,http://www.imdb.com/title/tt1386925/
The Dead 2: India,http://www.imdb.com/title/tt2917336/
The Cell,http://www.imdb.com/title/tt0209958/
Major League,http://www.imdb.com/title/tt0097815/
Major League II,http://www.imdb.com/title/tt0110442/
Major League: Back to the Minors,http://www.imdb.com/title/tt0120742/
Mirrors,http://www.imdb.com/title/tt0790686/
Piranha 3D,http://www.imdb.com/title/tt0464154/
Piranha 3DD,http://www.imdb.com/title/tt1714203/
The Hills Have Eyes,http://www.imdb.com/title/tt0454841/
The Hills Have Eyes 2,http://www.imdb.com/title/tt0800069/
I Spit on Your Grave,http://www.imdb.com/title/tt1242432/
I Spit on Your Grave 2,http://www.imdb.com/title/tt2537176/
The Collector,http://www.imdb.com/title/tt0844479/
The Collection,http://www.imdb.com/title/tt1748227/
The Hills Have Eyes,http://www.imdb.com/title/tt0077681/
The Hills Have Eyes Part II,http://www.imdb.com/title/tt0089274/
30 Days of Night,http://www.imdb.com/title/tt0389722/
The Mechanic,http://www.imdb.com/title/tt0472399/
Mechanic: Resurrection,http://www.imdb.com/title/tt3522806/
Ted,http://www.imdb.com/title/tt1637725/
Ted 2,http://www.imdb.com/title/tt2637276/
Poltergeist,http://www.imdb.com/title/tt0084516/
Poltergeist II: The Other Side,http://www.imdb.com/title/tt0091778/
Poltergeist III,http://www.imdb.com/title/tt0095889/
Clerks,http://www.imdb.com/title/tt0109445/
Clerks II,http://www.imdb.com/title/tt0424345/
The Raid: Redemption,http://www.imdb.com/title/tt1899353/
The Raid 2,http://www.imdb.com/title/tt2265171/
Cat People,http://www.imdb.com/title/tt0034587/
The Curse of the Cat People,http://www.imdb.com/title/tt0036733/
The Hobbit: An Unexpected Journey,http://www.imdb.com/title/tt0903624/
The Hobbit: The Desolation of Smaug,http://www.imdb.com/title/tt1170358/
The Hobbit: The Battle of the Five Armies,http://www.imdb.com/title/tt2310332/
Wall Street,http://www.imdb.com/title/tt0094291/
Wall Street: Money Never Sleeps,http://www.imdb.com/title/tt1027718/
A Fistful of Dollars,http://www.imdb.com/title/tt0058461/
For a Few Dollars More,http://www.imdb.com/title/tt0059578/
"The Good, the Bad and the Ugly",http://www.imdb.com/title/tt0060196/
Young Guns,http://www.imdb.com/title/tt0096487/
Young Guns II,http://www.imdb.com/title/tt0100994/
Finding Nemo,http://www.imdb.com/title/tt0266543/
Finding Dory,http://www.imdb.com/title/tt2277860/
Bad Lieutenant,http://www.imdb.com/title/tt0103759/
Bad Lieutenant: Port of Call New Orleans,http://www.imdb.com/title/tt1095217/
Taken,http://www.imdb.com/title/tt0936501/
Taken 2,http://www.imdb.com/title/tt1397280/
Taken 3,http://www.imdb.com/title/tt2446042/
Project A,http://www.imdb.com/title/tt0085127/
Project A 2,http://www.imdb.com/title/tt0092501/
Cloverfield,http://www.imdb.com/title/tt1060277/
10 Cloverfield Lane,http://www.imdb.com/title/tt1179933/
Olympus Has Fallen,http://www.imdb.com/title/tt2302755/
London Has Fallen,http://www.imdb.com/title/tt3300542/
My Big Fat Greek Wedding,http://www.imdb.com/title/tt0259446/
My Big Fat Greek Wedding 2,http://www.imdb.com/title/tt3760922/
Man of Steel,http://www.imdb.com/title/tt0770828/
Batman v Superman: Dawn of Justice,http://www.imdb.com/title/tt2975590/
Justice League,http://www.imdb.com/title/tt0974015/
The Avengers,http://www.imdb.com/title/tt0848228/
Avengers: Age of Ultron,http://www.imdb.com/title/tt2395427/
Avengers: Infinity War,http://www.imdb.com/title/tt4154756/
Avengers: Endgame,http://www.imdb.com/title/tt4154796/
Thor,http://www.imdb.com/title/tt0800369/
Thor: The Dark World,http://www.imdb.com/title/tt1981115/
Thor: Ragnarok,http://www.imdb.com/title/tt3501632/
Captain America: The First Avenger,http://www.imdb.com/title/tt0458339/
Captain America: The Winter Soldier,http://www.imdb.com/title/tt1843866/
Captain America: Civil War,http://www.imdb.com/title/tt3498820/
Deadpool,http://www.imdb.com/title/tt1431045/
Deadpool 2,http://www.imdb.com/title/tt5463162/
The Purge,http://www.imdb.com/title/tt2184339/
The Purge: Anarchy,http://www.imdb.com/title/tt2975578/
The Purge: Election Year,http://www.imdb.com/title/tt4094724/
Zoolander,http://www.imdb.com/title/tt0196229/
Zoolander 2,http://www.imdb.com/title/tt1608290/
Alice in Wonderland,http://www.imdb.com/title/tt1014759/
Alice Through the Looking Glass,http://www.imdb.com/title/tt2567026/
Independence Day,http://www.imdb.com/title/tt0116629/
Independence Day: Resurgence,http://www.imdb.com/title/tt1628841/
Unbreakable,http://www.imdb.com/title/tt0217869/
Split,http://www.imdb.com/title/tt4972582/
Glass,http://www.imdb.com/title/tt6823368/
The Hustler,http://www.imdb.com/title/tt0054997/
The Color of Money,http://www.imdb.com/title/tt0090863/
Blue Crush,http://www.imdb.com/title/tt0300532/
Trainspotting,http://www.imdb.com/title/tt0117951/
T2 Trainspotting,http://www.imdb.com/title/tt2763304/
Blade Runner,http://www.imdb.com/title/tt0083658/
Blade Runner 2049,http://www.imdb.com/title/tt1856101/
Guardians of the Galaxy,http://www.imdb.com/title/tt2015381/
Guardians of the Galaxy Vol. 2,http://www.imdb.com/title/tt3896198/
Prometheus,http://www.imdb.com/title/tt1446714/
Alien: Covenant,http://www.imdb.com/title/tt2316204/
Rise of the Planet of the Apes,http://www.imdb.com/title/tt1318514/
Dawn of the Planet of the Apes,http://www.imdb.com/title/tt2103281/
War for the Planet of the Apes,http://www.imdb.com/title/tt3450958/
Star Trek,http://www.imdb.com/title/tt0796366/
Star Trek Into Darkness,http://www.imdb.com/title/tt1408101/
Star Trek Beyond,http://www.imdb.com/title/tt2660888/
Gremlins,http://www.imdb.com/title/tt0087363/
Gremlins 2: The New Batch,http://www.imdb.com/title/tt0099700/
Dumb and Dumber,http://www.imdb.com/title/tt0109686/
Dumb and Dumberer: When Harry Met Lloyd,http://www.imdb.com/title/tt0329028/
Dumb and Dumber To,http://www.imdb.com/title/tt2096672/
Despicable Me,http://www.imdb.com/title/tt1323594/
Despicable Me 2,http://www.imdb.com/title/tt1690953/
Despicable Me 3,http://www.imdb.com/title/tt3469046/
Kingsman: The Secret Service,http://www.imdb.com/title/tt2802144/
Kingsman: The Golden Circle,http://www.imdb.com/title/tt4649466/
Goon,http://www.imdb.com/title/tt1456635/
Goon: Last of the Enforcers,http://www.imdb.com/title/tt2417712/
The Maze Runner,http://www.imdb.com/title/tt1790864/
Maze Runner: The Scorch Trials,http://www.imdb.com/title/tt4046784/
Maze Runner: The Death Cure,http://www.imdb.com/title/tt4500922/
Paddington,http://www.imdb.com/title/tt1109624/
Paddington 2,http://www.imdb.com/title/tt4468740/
Three Colors: Blue,http://www.imdb.com/title/tt0108394/
Three Colors: White,http://www.imdb.com/title/tt0111507/
Three Colors: Red,http://www.imdb.com/title/tt0111495/
Hotel Transylvania,http://www.imdb.com/title/tt0837562/
Hotel Transylvania 2,http://www.imdb.com/title/tt2510894/
Hotel Transylvania 3: Summer Vacation,http://www.imdb.com/title/tt5220122/
Mamma Mia!,http://www.imdb.com/title/tt0795421/
Mamma Mia! Here We Go Again,http://www.imdb.com/title/tt6911608/
The Incredibles,http://www.imdb.com/title/tt0317705/
Incredibles 2,http://www.imdb.com/title/tt3606756/
Wreck-It Ralph,http://www.imdb.com/title/tt1772341/
Ralph Breaks the Internet,http://www.imdb.com/title/tt5848272/
Johnny English,http://www.imdb.com/title/tt0274166/
Johnny English Reborn,http://www.imdb.com/title/tt1634122/
Johnny English Strikes Again,http://www.imdb.com/title/tt6921996/
Cars,http://www.imdb.com/title/tt0317219/
Cars 2,http://www.imdb.com/title/tt1216475/
Cars 3,http://www.imdb.com/title/tt3606752/
Happy Death Day,http://www.imdb.com/title/tt5308322/
Happy Death Day 2U,http://www.imdb.com/title/tt8155288/
Mission: Impossible,http://www.imdb.com/title/tt0117060/
Mission: Impossible II,http://www.imdb.com/title/tt0120755/
Mission: Impossible III,http://www.imdb.com/title/tt0317919/
Mission: Impossible - Ghost Protocol,http://www.imdb.com/title/tt1229238/
Mission: Impossible - Rogue Nation,http://www.imdb.com/title/tt2381249/
Mission: Impossible - Fallout,http://www.imdb.com/title/tt4912910/
The Secret Life of Pets,http://www.imdb.com/title/tt2709768/
The Secret Life of Pets 2,http://www.imdb.com/title/tt5113040/
A Dog's Purpose,http://www.imdb.com/title/tt1753383/
A Dog's Journey,http://www.imdb.com/title/tt8385474/
John Wick,http://www.imdb.com/title/tt2911666/
John Wick: Chapter 2,http://www.imdb.com/title/tt4425200/
John Wick: Chapter 3 - Parabellum,http://www.imdb.com/title/tt6146586/
Spider-Man: Homecoming,http://www.imdb.com/title/tt2250912/
Spider-Man: Far from Home,http://www.imdb.com/title/tt6320628/
El Mariachi,http://www.imdb.com/title/tt0104815/
Desperado,http://www.imdb.com/title/tt0112851/
Once Upon a Time in Mexico,http://www.imdb.com/title/tt0285823/
Sin City,http://www.imdb.com/title/tt0401792/
Sin City: A Dame to Kill For,http://www.imdb.com/title/tt0458481/
How to Train Your Dragon,http://www.imdb.com/title/tt0892769/
How to Train Your Dragon 2,http://www.imdb.com/title/tt1646971/
How to Train Your Dragon: The Hidden World,http://www.imdb.com/title/tt2386490/
Toy Story,http://www.imdb.com/title/tt0114709/
Toy Story 2,http://www.imdb.com/title/tt0120363/
Toy Story 3,http://www.imdb.com/title/tt0435761/
Toy Story 4,http://www.imdb.com/title/tt1979376/
Annabelle,http://www.imdb.com/title/tt3322940/
Annabelle: Creation,http://www.imdb.com/title/tt5140878/
Annabelle Comes Home,http://www.imdb.com/title/tt8350360/
The Conjuring,http://www.imdb.com/title/tt1457767/
The Conjuring 2,http://www.imdb.com/title/tt3065204/
Angry Birds,http://www.imdb.com/title/tt1985949/
The Angry Birds Movie 2,http://www.imdb.com/title/tt6095472/
It,http://www.imdb.com/title/tt1396484/
It Chapter Two,http://www.imdb.com/title/tt7349950/
Zombieland,http://www.imdb.com/title/tt1156398/
Zombieland: Double Tap,http://www.imdb.com/title/tt1560220/
The Shining,http://www.imdb.com/title/tt0081505/
Doctor Sleep,http://www.imdb.com/title/tt5606664/
Dogville,http://www.imdb.com/title/tt0276919/
Manderlay,http://www.imdb.com/title/tt0342735/
Dr. No,http://www.imdb.com/title/tt0055928/
From Russia with Love,http://www.imdb.com/title/tt0057076/
Goldfinger,http://www.imdb.com/title/tt0058150/
Thunderball,http://www.imdb.com/title/tt0059800/
You Only Live Twice,http://www.imdb.com/title/tt0062512/
Casino Royale,http://www.imdb.com/title/tt0061452/
On Her Majesty's Secret Service,http://www.imdb.com/title/tt0064757/
Diamonds Are Forever,http://www.imdb.com/title/tt0066995/
Live and Let Die,http://www.imdb.com/title/tt0070328/
The Man with the Golden Gun,http://www.imdb.com/title/tt0071807/
The Spy Who Loved Me,http://www.imdb.com/title/tt0076752/
Moonraker,http://www.imdb.com/title/tt0079574/
For Your Eyes Only,http://www.imdb.com/title/tt0082398/
Octopussy,http://www.imdb.com/title/tt0086034/
