Title,url,Year-Rel-Type,IMDB Score,Metacritic Score,Rating,Genre,Runtime
Les couloirs du temps: Les visiteurs II,http://www.imdb.com/title/tt0120882/,1998,6.2,None,G,Comedy Fantasy,118
Battle Royale,http://www.imdb.com/title/tt0266308/,2000,7.6,81,Not Rated,Adventure Drama Sci-Fi,114
Battle Royale II,http://www.imdb.com/title/tt0338763/,2003,4.7,None,Not Rated,Action Drama Sci-Fi,134
Terms of Endearment,http://www.imdb.com/title/tt0086425/,1983,7.4,79,PG,Comedy Drama,132
The Evening Star,http://www.imdb.com/title/tt0116240/,1996,5.9,None,PG-13,Comedy Drama Romance,129
Happy Feet,http://www.imdb.com/title/tt0366548/,2006,6.4,77,PG,Animation Adventure Comedy,108
Happy Feet Two,http://www.imdb.com/title/tt1402488/,2011,5.9,50,PG,Animation Adventure Comedy,100
Romancing the Stone,http://www.imdb.com/title/tt0088011/,1984,6.9,63,PG,Action Adventure Comedy,106
The Jewel of the Nile,http://www.imdb.com/title/tt0089370/,1985,6.1,53,PG,Action Adventure Comedy,106
The War of the Roses,http://www.imdb.com/title/tt0098621/,1989,6.8,79,R,Comedy Romance,116
Look Who's Talking,http://www.imdb.com/title/tt0097778/,1989,5.9,51,PG-13,Comedy,93
Look Who's Talking Too,http://www.imdb.com/title/tt0100050/,1990,4.7,None,PG-13,Comedy Family Romance,81
Look Who's Talking Now,http://www.imdb.com/title/tt0107438/,1993,4.4,None,PG-13,Comedy Family Romance,96
Legally Blonde,http://www.imdb.com/title/tt0250494/,2001,6.3,59,PG-13,Comedy Romance,96
Legally Blonde 2,http://www.imdb.com/title/tt0333780/,2003,4.8,47,PG-13,Comedy,95
American Psycho,http://www.imdb.com/title/tt0144084/,2000,7.6,64,R,Comedy Crime Drama,101
American Psycho II: All American Girl,http://www.imdb.com/title/tt0283877/,2002 Video,3.8,None,R,Horror Thriller,88
Scooby-Doo,http://www.imdb.com/title/tt0267913/,2002,5.1,35,PG,Adventure Comedy Family,86
Scooby-Doo 2: Monsters Unleashed,http://www.imdb.com/title/tt0331632/,2004,5,34,PG,Adventure Comedy Family,93
Home Alone,http://www.imdb.com/title/tt0099785/,1990,7.6,63,PG,Comedy Family,103
Home Alone 2: Lost in New York,http://www.imdb.com/title/tt0104431/,1992,6.8,None,PG,Adventure Comedy Crime,120
Home Alone 3,http://www.imdb.com/title/tt0119303/,1997,4.5,None,PG,Comedy Crime Family,102
Balto,http://www.imdb.com/title/tt0112453/,1995,7.1,None,G,Animation Adventure Drama,78
Balto: Wolf Quest,http://www.imdb.com/title/tt0281634/,2002 Video,6.1,None,G,Animation Adventure Family,76
Balto III: Wings of Change,http://www.imdb.com/title/tt0423849/,2004 Video,6.3,None,G,Animation Adventure Family,76
Mesrine Part 1: Killer Instinct,http://www.imdb.com/title/tt1259014/,2008,7.5,71,R,Action Biography Crime,113
Mesrine Part 2: Public Enemy #1,http://www.imdb.com/title/tt0411272/,2008,7.5,72,R,Action Biography Crime,133
The Tall Blond Man with One Black Shoe,http://www.imdb.com/title/tt0068655/,1972,7.3,None,PG,Comedy Mystery,90
The Return of the Tall Blond Man,http://www.imdb.com/title/tt0072080/,1974,6.8,None,None,Comedy,84
Dark Planet,http://www.imdb.com/title/tt0972558/,2009,5.1,None,TV-PG,Action Adventure Sci-Fi,115
Obitaemyy ostrov. Skhvatka,http://www.imdb.com/title/tt1399952/,2009,5,None,None,Action Adventure Sci-Fi,105
Lyubov-Morkov,http://www.imdb.com/title/tt0976209/,2007,5.1,None,None,Comedy Fantasy Romance,100
Lyubov 2 Morkov,http://www.imdb.com/title/tt1414840/,2008,4.8,None,None,Comedy Fantasy,100
Love-Carrot 3,http://www.imdb.com/title/tt1666169/,2011,3.8,None,PG-13,Comedy,100
Paragraf 78,http://www.imdb.com/title/tt0459924/,2007,4.9,None,Not Rated,Action Sci-Fi Thriller,88
Paragraf 78 - Film vtoroy,http://www.imdb.com/title/tt1097014/,2007,4.8,None,None,Action Sci-Fi Thriller,90
[Anti]killer,http://www.imdb.com/title/tt0325005/,2002,5.6,None,None,Action Crime,114
Antikiller 2: Antiterror,http://www.imdb.com/title/tt0405699/,2003,5.1,None,None,Action Crime,89
Antikiller D.K.,http://www.imdb.com/title/tt1532261/,2009,5.8,None,None,Action,96
Epoch,http://www.imdb.com/title/tt0233657/,2001 TV Movie,4.9,None,PG-13,Sci-Fi Thriller,96
Epoch: Evolution,http://www.imdb.com/title/tt0374286/,2003 TV Movie,4.3,None,R,Action Mystery Sci-Fi,94
Short Circuit,http://www.imdb.com/title/tt0091949/,1986,6.7,50,PG,Comedy Family Sci-Fi,98
Short Circuit 2,http://www.imdb.com/title/tt0096101/,1988,5.8,None,PG,Comedy Drama Family,110
Keinohrhasen,http://www.imdb.com/title/tt0960790/,2007,6.5,None,None,Comedy Romance,116
Zweiohrküken,http://www.imdb.com/title/tt1343755/,2009,5.6,None,None,Comedy Romance,124
Pet Sematary,http://www.imdb.com/title/tt0098084/,1989,6.6,38,R,Horror Thriller,103
Pet Sematary II,http://www.imdb.com/title/tt0105128/,1992,4.9,35,R,Fantasy Horror,100
The Three Musketeers,http://www.imdb.com/title/tt0072281/,1973,7.2,None,PG,Action Adventure,106
The Four Musketeers: Milady's Revenge,http://www.imdb.com/title/tt0073012/,1974,7,None,PG,Adventure History,108
Three Steps Above Heaven,http://www.imdb.com/title/tt1648216/,2010,7,None,Not Rated,Action Drama Romance,118
Tengo ganas de ti,http://www.imdb.com/title/tt1797504/,2012,6.9,None,None,Drama Romance,120
The Fly,http://www.imdb.com/title/tt0091064/,1986,7.6,79,R,Drama Horror Sci-Fi,96
The Fly II,http://www.imdb.com/title/tt0097368/,1989,5.1,36,R,Drama Horror Sci-Fi,105
Rush Hour,http://www.imdb.com/title/tt0120812/,1998,7,60,PG-13,Action Comedy Crime,98
Rush Hour 2,http://www.imdb.com/title/tt0266915/,2001,6.6,48,PG-13,Action Comedy Crime,90
Rush Hour 3,http://www.imdb.com/title/tt0293564/,2007,6.2,44,PG-13,Action Comedy Crime,91
Rush Hour 4,http://www.imdb.com/title/tt2324606/,None,None,None,None,Action Adventure Comedy,None
Police Academy,http://www.imdb.com/title/tt0087928/,1984,6.7,41,R,Comedy,96
Police Academy 2: Their First Assignment,http://www.imdb.com/title/tt0089822/,1985,5.8,39,PG-13,Comedy,87
Police Academy 3: Back in Training,http://www.imdb.com/title/tt0091777/,1986,5.4,33,PG,Comedy,83
Police Academy 4: Citizens on Patrol,http://www.imdb.com/title/tt0093756/,1987,5,26,PG,Comedy Crime,88
Police Academy 5: Assignment: Miami Beach,http://www.imdb.com/title/tt0095882/,1988,4.7,18,PG,Comedy Crime,90
Police Academy 6: City Under Siege,http://www.imdb.com/title/tt0098105/,1989,4.5,16,PG,Comedy Crime,84
Police Academy: Mission to Moscow,http://www.imdb.com/title/tt0110857/,1994,3.6,11,PG,Comedy Crime,83
Paranormal Activity,http://www.imdb.com/title/tt1179904/,2007,6.3,68,R,Horror Mystery Thriller,86
Paranormal Activity 2,http://www.imdb.com/title/tt1536044/,2010,5.6,53,R,Horror,91
Paranormal Activity 3,http://www.imdb.com/title/tt1778304/,2011,5.8,59,R,Horror Mystery Thriller,83
Paranormal Activity 4,http://www.imdb.com/title/tt2109184/,2012,4.6,40,R,Horror Mystery Thriller,88
Dirty Harry,http://www.imdb.com/title/tt0066999/,1971,7.7,90,R,Action Crime Thriller,102
Magnum Force,http://www.imdb.com/title/tt0070355/,1973,7.2,58,R,Action Crime Mystery,124
Sudden Impact,http://www.imdb.com/title/tt0086383/,1983,6.7,52,R,Action Crime Thriller,117
The Dead Pool,http://www.imdb.com/title/tt0094963/,1988,6.3,46,R,Action Crime Mystery,91
The Enforcer,http://www.imdb.com/title/tt0074483/,1976,6.8,58,R,Action Crime Thriller,96
Smokin' Aces,http://www.imdb.com/title/tt0475394/,2006,6.7,45,R,Action Comedy Crime,108
Smokin' Aces 2: Assassins' Ball,http://www.imdb.com/title/tt1319743/,2010 Video,5.1,None,R,Action Comedy Crime,86
Under Siege,http://www.imdb.com/title/tt0105690/,1992,6.5,58,R,Action Thriller,103
Under Siege 2: Dark Territory,http://www.imdb.com/title/tt0114781/,1995,5.5,52,R,Action Thriller,100
Death Race,http://www.imdb.com/title/tt0452608/,2008,6.4,43,R,Action Sci-Fi Thriller,105
Death Race 2,http://www.imdb.com/title/tt1500491/,2010 Video,5.6,None,R,Action Crime Sci-Fi,96
Death Race: Inferno,http://www.imdb.com/title/tt1988591/,2013 Video,5.5,None,R,Action Crime Sci-Fi,104
Atlas Shrugged: Part I,http://www.imdb.com/title/tt0480239/,2011,5.6,28,PG-13,Drama Mystery Sci-Fi,97
Atlas Shrugged II: The Strike,http://www.imdb.com/title/tt1985017/,2012,5.4,26,PG-13,Drama Mystery Sci-Fi,111
National Treasure,http://www.imdb.com/title/tt0368891/,2004,6.8,39,PG,Action Adventure Mystery,131
National Treasure: Book of Secrets,http://www.imdb.com/title/tt0465234/,2007,6.5,48,PG,Action Adventure Family,124
National Treasure 3,http://www.imdb.com/title/tt1197627/,None,None,None,None,Action Adventure Family,None
The Hangover,http://www.imdb.com/title/tt1119646/,2009,7.7,73,R,Comedy,100
The Hangover Part II,http://www.imdb.com/title/tt1411697/,2011,6.4,44,R,Comedy,102
The Hangover Part III,http://www.imdb.com/title/tt1951261/,2013,5.8,30,R,Comedy Crime,100
Deuce Bigalow: Male Gigolo,http://www.imdb.com/title/tt0205000/,1999,5.7,30,R,Comedy Romance,88
Deuce Bigalow: European Gigolo,http://www.imdb.com/title/tt0367652/,2005,4.7,23,R,Comedy,83
Fletch,http://www.imdb.com/title/tt0089155/,1985,6.9,68,PG,Comedy Crime Mystery,98
Fletch Lives,http://www.imdb.com/title/tt0097366/,1989,6.1,40,PG,Comedy Crime Mystery,95
City of God,http://www.imdb.com/title/tt0317248/,2002,8.6,79,R,Crime Drama,130
Cidade dos Homens,http://www.imdb.com/title/tt0870090/,2007,7.2,63,R,Crime Drama,106
Elite Squad,http://www.imdb.com/title/tt0861739/,2007,8.1,33,R,Action Crime Drama,115
Elite Squad 2: The Enemy Within,http://www.imdb.com/title/tt1555149/,2010,8,71,Not Rated,Action Crime Drama,115
Kick-Ass,http://www.imdb.com/title/tt1250777/,2010,7.6,66,R,Action Comedy Crime,117
Kick-Ass 2,http://www.imdb.com/title/tt1650554/,2013,6.5,41,R,Action Comedy Crime,103
RED,http://www.imdb.com/title/tt1245526/,2010,7,60,PG-13,Action Comedy Crime,111
RED 2,http://www.imdb.com/title/tt1821694/,2013,6.6,47,PG-13,Action Adventure Comedy,116
The Talented Mr. Ripley,http://www.imdb.com/title/tt0134119/,1999,7.4,76,R,Crime Drama Thriller,139
Ripley's Game,http://www.imdb.com/title/tt0265651/,2002,6.6,None,R,Crime Drama Mystery,110
Ripley Under Ground,http://www.imdb.com/title/tt0219171/,2005,6,None,None,Crime Drama Thriller,101
Escape from New York,http://www.imdb.com/title/tt0082340/,1981,7.2,76,R,Action Adventure Sci-Fi,99
Escape from L.A.,http://www.imdb.com/title/tt0116225/,1996,5.8,54,R,Action Adventure Sci-Fi,101
The Lawnmower Man,http://www.imdb.com/title/tt0104692/,1992,5.5,42,R,Horror Sci-Fi,108
Lawnmower Man 2: Beyond Cyberspace,http://www.imdb.com/title/tt0116839/,1996,2.5,29,PG-13,Action Sci-Fi Thriller,93
"Honey, I Shrunk the Kids",http://www.imdb.com/title/tt0097523/,1989,6.3,63,PG,Adventure Comedy Family,93
"Honey, I Blew Up the Kid",http://www.imdb.com/title/tt0104437/,1992,4.8,50,PG,Adventure Comedy Family,89
"Honey, We Shrunk Ourselves!",http://www.imdb.com/title/tt0119310/,1997 Video,5,None,PG,Action Adventure Comedy,74
Honey,http://www.imdb.com/title/tt0322589/,2003,5.4,37,PG-13,Drama Music Romance,94
Honey 2,http://www.imdb.com/title/tt1657283/,2011,5.3,None,PG-13,Comedy Drama Music,110
Psycho,http://www.imdb.com/title/tt0054215/,1960,8.5,97,R,Horror Mystery Thriller,109
Psycho II,http://www.imdb.com/title/tt0086154/,1983,6.5,54,R,Crime Horror Mystery,113
Fortress,http://www.imdb.com/title/tt0106950/,1992,5.9,None,R,Action Crime Sci-Fi,95
Fortress 2,http://www.imdb.com/title/tt0179183/,2000,4.6,None,R,Action Sci-Fi,92
White Noise,http://www.imdb.com/title/tt0375210/,2005,5.5,30,PG-13,Drama Horror Mystery,101
White Noise 2: The Light,http://www.imdb.com/title/tt0496436/,2007,5.7,None,PG-13,Drama Fantasy Horror,99
Cocoon,http://www.imdb.com/title/tt0088933/,1985,6.7,65,PG-13,Comedy Drama Sci-Fi,117
Cocoon: The Return,http://www.imdb.com/title/tt0094890/,1988,5.4,45,PG,Adventure Comedy Mystery,116
Magic Mike,http://www.imdb.com/title/tt1915581/,2012,6.1,72,R,Comedy Drama,110
Magic Mike XXL,http://www.imdb.com/title/tt2268016/,2015,5.6,60,R,Comedy Drama Music,115
Jumper,http://www.imdb.com/title/tt0489099/,2008,6.1,35,PG-13,Action Adventure Sci-Fi,88
Red Riding: The Year of Our Lord 1974,http://www.imdb.com/title/tt1259574/,2009 TV Movie,7,None,Not Rated,Crime Drama Mystery,102
Red Riding: The Year of Our Lord 1980,http://www.imdb.com/title/tt1260581/,2009 TV Movie,7.2,None,Not Rated,Crime Drama Mystery,93
Red Riding: The Year of Our Lord 1983,http://www.imdb.com/title/tt1259573/,2009 TV Movie,7.2,77,Not Rated,Crime Drama Mystery,100
Lilo & Stitch,http://www.imdb.com/title/tt0275847/,2002,7.2,73,PG,Animation Adventure Comedy,85
Lilo & Stitch 2: Stitch Has a Glitch,http://www.imdb.com/title/tt0457993/,2005 Video,6.3,None,PG,Animation Comedy Drama,68
The Sisterhood of the Traveling Pants,http://www.imdb.com/title/tt0403508/,2005,6.5,66,PG,Comedy Drama Romance,119
The Sisterhood of the Traveling Pants 2,http://www.imdb.com/title/tt1018785/,2008,6.2,63,PG-13,Comedy Drama Romance,119
Bad Santa,http://www.imdb.com/title/tt0307987/,2003,7,70,R,Comedy Crime Drama,92
Bad Santa 2,http://www.imdb.com/title/tt1798603/,2016,5.6,38,R,Comedy Crime Drama,92
District B13,http://www.imdb.com/title/tt0414852/,2004,7.2,70,R,Action Crime Sci-Fi,84
District 13: Ultimatum,http://www.imdb.com/title/tt1247640/,2009,6.5,64,R,Action Crime Thriller,101
Taxi,http://www.imdb.com/title/tt0152930/,1998,7,None,Not Rated,Action Comedy Crime,86
Taxi 2,http://www.imdb.com/title/tt0183869/,2000,6.5,None,Not Rated,Action Comedy Crime,88
Taxi 3,http://www.imdb.com/title/tt0295721/,2003,5.8,None,Not Rated,Action Comedy Crime,84
Taxi 4,http://www.imdb.com/title/tt0804540/,2007,5.6,None,Not Rated,Action Comedy Crime,91
Miss Congeniality,http://www.imdb.com/title/tt0212346/,2000,6.2,43,PG-13,Action Comedy Crime,109
Miss Congeniality 2: Armed & Fabulous,http://www.imdb.com/title/tt0385307/,2005,5.1,34,PG-13,Action Comedy Crime,115
Screamers,http://www.imdb.com/title/tt0114367/,1995,6.4,None,R,Horror Sci-Fi Thriller,108
Screamers: The Hunting,http://www.imdb.com/title/tt1214983/,2009 Video,4.7,None,R,Action Horror Sci-Fi,95
"I, Robot",http://www.imdb.com/title/tt0343818/,2004,7.1,59,PG-13,Action Drama Sci-Fi,115
I Am Legend,http://www.imdb.com/title/tt0480249/,2007,7.2,65,PG-13,Action Adventure Drama,101
Untitled I Am Legend Reboot,http://www.imdb.com/title/tt1167498/,None,None,None,None,Action Sci-Fi Thriller,None
Sherlock Holmes,http://www.imdb.com/title/tt0988045/,2009,7.6,57,PG-13,Action Adventure Mystery,128
Sherlock Holmes: A Game of Shadows,http://www.imdb.com/title/tt1515091/,2011,7.5,48,PG-13,Action Adventure Mystery,129
Star Trek: The Motion Picture,http://www.imdb.com/title/tt0079945/,1979,6.4,48,G,Adventure Mystery Sci-Fi,132
Star Trek II: The Wrath of Khan,http://www.imdb.com/title/tt0084726/,1982,7.7,67,PG,Action Adventure Sci-Fi,113
Star Trek III: The Search for Spock,http://www.imdb.com/title/tt0088170/,1984,6.7,56,PG,Action Adventure Sci-Fi,105
Star Trek IV: The Voyage Home,http://www.imdb.com/title/tt0092007/,1986,7.3,71,PG,Adventure Comedy Sci-Fi,119
Star Trek V: The Final Frontier,http://www.imdb.com/title/tt0098382/,1989,5.5,43,PG,Action Adventure Fantasy,107
Star Trek VI: The Undiscovered Country,http://www.imdb.com/title/tt0102975/,1991,7.2,65,PG,Action Adventure Sci-Fi,110
Star Trek: Generations,http://www.imdb.com/title/tt0111280/,1994,6.6,55,PG,Action Adventure Mystery,118
Star Trek: First Contact,http://www.imdb.com/title/tt0117731/,1996,7.6,71,PG-13,Action Adventure Drama,111
Star Trek: Insurrection,http://www.imdb.com/title/tt0120844/,1998,6.4,64,PG,Action Adventure Sci-Fi,103
Star Trek: Nemesis,http://www.imdb.com/title/tt0253754/,2002,6.4,51,PG-13,Action Adventure Sci-Fi,116
Basic Instinct,http://www.imdb.com/title/tt0103772/,1992,7,41,R,Drama Mystery Thriller,127
Basic Instinct 2,http://www.imdb.com/title/tt0430912/,2006,4.3,26,R,Drama Mystery Thriller,114
Undisputed,http://www.imdb.com/title/tt0281322/,2002,6.2,58,R,Action Crime Drama,94
Undisputed 2: Last Man Standing,http://www.imdb.com/title/tt0443676/,2006 Video,7.1,None,R,Action Crime Drama,98
Undisputed 3: Redemption,http://www.imdb.com/title/tt1156466/,2010 Video,7.4,None,R,Action Crime Drama,96
Resident Evil: Degeneration,http://www.imdb.com/title/tt1174954/,2008,6.5,None,R,Animation Action Horror,98
Resident Evil: Damnation,http://www.imdb.com/title/tt1753496/,2012,6.5,None,R,Animation Action Horror,100
The Amazing Spider-Man,http://www.imdb.com/title/tt0948470/,2012,6.9,66,PG-13,Action Adventure Sci-Fi,136
The Amazing Spider-Man 2,http://www.imdb.com/title/tt1872181/,2014,6.6,53,PG-13,Action Adventure Sci-Fi,142
Machete,http://www.imdb.com/title/tt0985694/,2010,6.6,60,R,Action Crime Thriller,105
Machete Kills,http://www.imdb.com/title/tt2002718/,2013,5.6,41,R,Action Crime Thriller,107
Machete Kills in Space,http://www.imdb.com/title/tt2002719/,None,None,None,None,Action Comedy Sci-Fi,None
21 Jump Street,http://www.imdb.com/title/tt1232829/,2012,7.2,69,R,Action Comedy Crime,109
22 Jump Street,http://www.imdb.com/title/tt2294449/,2014,7,71,R,Action Comedy Crime,112
The Arrival,http://www.imdb.com/title/tt0115571/,1996,6.3,56,PG-13,Sci-Fi Thriller,115
Arrival II,http://www.imdb.com/title/tt0122961/,1998,3.8,None,R,Drama Horror Sci-Fi,101
8MM,http://www.imdb.com/title/tt0134273/,1999,6.5,19,R,Mystery Thriller,123
8MM 2,http://www.imdb.com/title/tt0448172/,2005 Video,4.5,None,R,Mystery Thriller,106
The Girl with the Dragon Tattoo,http://www.imdb.com/title/tt1132620/,2009,7.8,76,R,Crime Drama Mystery,152
The Girl Who Played with Fire,http://www.imdb.com/title/tt1216487/,2009,7.2,66,R,Crime Drama Mystery,129
The Girl Who Kicked the Hornet's Nest,http://www.imdb.com/title/tt1343097/,2009,7.3,60,R,Crime Drama Thriller,147
Alone in the Dark,http://www.imdb.com/title/tt0369226/,2005,2.4,9,R,Action Horror Sci-Fi,96
Alone in the Dark II,http://www.imdb.com/title/tt0913951/,2008 Video,2.7,None,PG-13,Fantasy Horror Thriller,87
BloodRayne,http://www.imdb.com/title/tt0383222/,2005,2.9,18,R,Action Adventure Fantasy,95
BloodRayne II: Deliverance,http://www.imdb.com/title/tt0896036/,2007 Video,2.6,None,R,Action Fantasy Western,99
BloodRayne: The Third Reich,http://www.imdb.com/title/tt1153546/,2011,3,None,R,Action Adventure Fantasy,79
In the Name of the King: A Dungeon Siege Tale,http://www.imdb.com/title/tt0460780/,2007,3.8,15,PG-13,Action Adventure Fantasy,127
In the Name of the King: Two Worlds,http://www.imdb.com/title/tt1767319/,2011,3.1,None,R,Action Adventure Fantasy,96
In the Name of the King: The Last Mission,http://www.imdb.com/title/tt2379386/,2014,3.1,None,R,Action Adventure Fantasy,86
Cube,http://www.imdb.com/title/tt0123755/,1997,7.2,61,R,Drama Mystery Sci-Fi,90
Cube²: Hypercube,http://www.imdb.com/title/tt0285492/,2002,5.6,None,R,Drama Mystery Sci-Fi,94
Cube Zero,http://www.imdb.com/title/tt0377713/,2004,5.7,None,R,Drama Mystery Sci-Fi,97
Bad Ass,http://www.imdb.com/title/tt1928330/,2012,5.5,None,R,Action Comedy Crime,90
Bad Ass 2: Bad Asses,http://www.imdb.com/title/tt2996648/,2014 Video,5.6,None,R,Action Comedy Drama,91
12 Rounds,http://www.imdb.com/title/tt1160368/,2009,5.6,38,PG-13,Action Crime Thriller,108
12 Rounds 2: Reloaded,http://www.imdb.com/title/tt2317524/,2013,5.3,None,R,Action Adventure Thriller,95
The Marine 3: Homefront,http://www.imdb.com/title/tt2334841/,2013 Video,4.9,None,R,Action Thriller,86
Insidious,http://www.imdb.com/title/tt1591095/,2010,6.8,52,PG-13,Horror Mystery Thriller,103
Insidious: Chapter 2,http://www.imdb.com/title/tt2226417/,2013,6.6,40,PG-13,Horror Mystery Thriller,106
Insidious: Chapter 3,http://www.imdb.com/title/tt3195644/,2015,6.1,52,PG-13,Horror Mystery Thriller,97
Monsters,http://www.imdb.com/title/tt1470827/,2010,6.4,63,R,Adventure Drama Romance,94
Monsters: Dark Continent,http://www.imdb.com/title/tt1935302/,2014,4.3,42,R,Action Drama Horror,119
Divergent,http://www.imdb.com/title/tt1840309/,2014,6.7,48,PG-13,Action Adventure Mystery,139
