Title,url,Year-Rel-Type,IMDB Score,Metacritic Score,Rating,Genre,Runtime
Scream 4,http://www.imdb.com/title/tt1262416/,2011,6.1,52,R,Horror Mystery,111
Final Destination,http://www.imdb.com/title/tt0195714/,2000,6.7,36,R,Horror Thriller,98
Final Destination 2,http://www.imdb.com/title/tt0309593/,2003,6.2,38,R,Horror Thriller,90
Final Destination 3,http://www.imdb.com/title/tt0414982/,2006,5.8,41,R,Fantasy Horror Thriller,93
The Final Destination,http://www.imdb.com/title/tt1144884/,2009,5.2,30,R,Fantasy Horror Thriller,82
Final Destination 5,http://www.imdb.com/title/tt1622979/,2011,5.8,50,R,Horror Thriller,92
Underworld,http://www.imdb.com/title/tt0320691/,2003,7,42,R,Action Fantasy Thriller,121
Underworld: Evolution,http://www.imdb.com/title/tt0401855/,2006,6.7,36,R,Action Fantasy Thriller,106
Underworld: Rise of the Lycans,http://www.imdb.com/title/tt0834001/,2009,6.6,44,R,Action Fantasy,92
Underworld Awakening,http://www.imdb.com/title/tt1496025/,2012,6.4,39,R,Action Fantasy Horror,88
Darkman,http://www.imdb.com/title/tt0099365/,1990,6.4,65,R,Action Sci-Fi Thriller,96
Darkman II: The Return of Durant,http://www.imdb.com/title/tt0109552/,1995 Video,5.1,None,R,Action Crime Horror,93
Darkman III: Die Darkman Die,http://www.imdb.com/title/tt0116033/,1996 Video,4.8,None,R,Action Crime Horror,87
Transformers,http://www.imdb.com/title/tt0418279/,2007,7,61,PG-13,Action Adventure Sci-Fi,144
Transformers: Revenge of the Fallen,http://www.imdb.com/title/tt1055369/,2009,6,35,PG-13,Action Adventure Sci-Fi,149
Transformers: Dark of the Moon,http://www.imdb.com/title/tt1399103/,2011,6.2,42,PG-13,Action Adventure Sci-Fi,154
American Pie,http://www.imdb.com/title/tt0163651/,1999,7,58,R,Comedy,95
American Pie 2,http://www.imdb.com/title/tt0252866/,2001,6.4,43,R,Comedy,108
American Wedding,http://www.imdb.com/title/tt0328828/,2003,6.3,43,R,Comedy,96
American Pie Presents: Band Camp,http://www.imdb.com/title/tt0436058/,2005 Video,5.1,None,R,Comedy Music Romance,87
American Pie Presents: The Naked Mile,http://www.imdb.com/title/tt0808146/,2006 Video,5.1,None,R,Comedy,97
American Pie Presents: Beta House,http://www.imdb.com/title/tt0974959/,2007 Video,5.3,None,R,Comedy,85
American Pie Presents: The Book of Love,http://www.imdb.com/title/tt1407050/,2009 Video,4.8,None,R,Comedy,93
Fantastic Four,http://www.imdb.com/title/tt0120667/,2005,5.7,40,PG-13,Action Adventure Family,106
Fantastic Four: Rise of the Silver Surfer,http://www.imdb.com/title/tt0486576/,2007,5.6,45,PG,Action Adventure Family,92
Hulk,http://www.imdb.com/title/tt0286716/,2003,5.6,54,PG-13,Action Sci-Fi,138
The Incredible Hulk,http://www.imdb.com/title/tt0800080/,2008,6.7,61,PG-13,Action Adventure Sci-Fi,112
Superman,http://www.imdb.com/title/tt0078346/,1978,7.3,80,PG,Action Adventure Drama,143
Superman II,http://www.imdb.com/title/tt0081573/,1980,6.8,83,PG,Action Adventure Sci-Fi,127
Superman III,http://www.imdb.com/title/tt0086393/,1983,5,44,PG,Action Adventure Comedy,125
Superman IV: The Quest for Peace,http://www.imdb.com/title/tt0094074/,1987,3.7,24,PG,Action Adventure Family,90
Cruel Intentions,http://www.imdb.com/title/tt0139134/,1999,6.8,56,R,Drama Romance,97
Cruel Intentions 2,http://www.imdb.com/title/tt0196267/,2000 Video,4.4,None,R,Drama,87
Cruel Intentions 3,http://www.imdb.com/title/tt0391891/,2004 Video,4.7,None,R,Drama,85
Wild Things,http://www.imdb.com/title/tt0120890/,1998,6.5,52,R,Crime Drama Mystery,108
Wild Things 2,http://www.imdb.com/title/tt0365270/,2004 Video,4.6,None,R,Crime Drama Mystery,95
Wild Things: Diamonds in the Rough,http://www.imdb.com/title/tt0448179/,2005 Video,4.5,None,R,Crime Drama Mystery,87
Wild Things: Foursome,http://www.imdb.com/title/tt1523372/,2010 Video,4.5,None,R,Crime Drama Mystery,92
Urban Legend,http://www.imdb.com/title/tt0146336/,1998,5.6,35,R,Horror Mystery Thriller,99
Urban Legends: Final Cut,http://www.imdb.com/title/tt0192731/,2000,4.3,16,R,Horror Mystery Thriller,97
Urban Legends: Bloody Mary,http://www.imdb.com/title/tt0451957/,2005 Video,4.2,None,R,Horror Thriller,93
The Punisher,http://www.imdb.com/title/tt0330793/,2004,6.4,33,R,Action Crime Drama,124
Punisher: War Zone,http://www.imdb.com/title/tt0450314/,2008,5.9,30,R,Action Crime Drama,103
Batman,http://www.imdb.com/title/tt0096895/,1989,7.5,69,PG-13,Action Adventure,126
Batman Returns,http://www.imdb.com/title/tt0103776/,1992,7,68,PG-13,Action Crime Fantasy,126
Batman Forever,http://www.imdb.com/title/tt0112462/,1995,5.4,51,PG-13,Action Adventure,121
Batman & Robin,http://www.imdb.com/title/tt0118688/,1997,3.7,28,PG-13,Action Sci-Fi,125
Batman Begins,http://www.imdb.com/title/tt0372784/,2005,8.2,70,PG-13,Action Adventure,140
The Dark Knight,http://www.imdb.com/title/tt0468569/,2008,9,84,PG-13,Action Crime Drama,152
The Dark Knight Rises,http://www.imdb.com/title/tt1345836/,2012,8.4,78,PG-13,Action Adventure,164
Hellboy,http://www.imdb.com/title/tt0167190/,2004,6.8,72,PG-13,Action Fantasy Horror,122
Hellboy II: The Golden Army,http://www.imdb.com/title/tt0411477/,2008,7,78,PG-13,Action Adventure Fantasy,120
Blade,http://www.imdb.com/title/tt0120611/,1998,7.1,45,R,Action Horror Sci-Fi,120
Blade II,http://www.imdb.com/title/tt0187738/,2002,6.7,52,R,Action Fantasy Horror,117
Blade: Trinity,http://www.imdb.com/title/tt0359013/,2004,5.9,38,R,Action Adventure Fantasy,113
Superman Returns,http://www.imdb.com/title/tt0348150/,2006,6,72,PG-13,Action Sci-Fi,154
Daredevil,http://www.imdb.com/title/tt0287978/,2003,5.3,42,PG-13,Action Crime,103
Elektra,http://www.imdb.com/title/tt0357277/,2005,4.7,34,PG-13,Action Adventure Crime,97
The Crow,http://www.imdb.com/title/tt0109506/,1994,7.6,71,R,Action Drama Fantasy,102
The Crow: City of Angels,http://www.imdb.com/title/tt0115986/,1996,4.7,None,R,Action Crime Fantasy,84
The Crow: Salvation,http://www.imdb.com/title/tt0132910/,2000,4.9,None,R,Action Crime Fantasy,102
The Crow: Wicked Prayer,http://www.imdb.com/title/tt0353324/,2005,3,None,R,Action Adventure Comedy,99
Men in Black,http://www.imdb.com/title/tt0119654/,1997,7.3,71,PG-13,Action Adventure Comedy,98
Men in Black II,http://www.imdb.com/title/tt0120912/,2002,6.2,49,PG-13,Action Adventure Comedy,88
Men in Black 3,http://www.imdb.com/title/tt1409024/,2012,6.8,58,PG-13,Action Adventure Comedy,106
Resident Evil,http://www.imdb.com/title/tt0120804/,2002,6.7,33,R,Action Horror Sci-Fi,100
Resident Evil: Apocalypse,http://www.imdb.com/title/tt0318627/,2004,6.2,35,R,Action Horror Sci-Fi,94
Resident Evil: Extinction,http://www.imdb.com/title/tt0432021/,2007,6.3,41,R,Action Horror Sci-Fi,94
Resident Evil: Afterlife,http://www.imdb.com/title/tt1220634/,2010,5.8,37,R,Action Adventure Horror,96
Resident Evil: Retribution,http://www.imdb.com/title/tt1855325/,2012,5.4,39,R,Action Horror Sci-Fi,95
From Dusk Till Dawn,http://www.imdb.com/title/tt0116367/,1996,7.2,48,R,Action Crime Horror,108
Dusk Till Dawn 2: Texas Blood Money,http://www.imdb.com/title/tt0120860/,1999 Video,4.1,None,R,Crime Horror Thriller,88
From Dusk Till Dawn 3: The Hangman's Daughter,http://www.imdb.com/title/tt0120695/,1999 Video,4.8,None,R,Horror Thriller Western,94
Spy Kids,http://www.imdb.com/title/tt0227538/,2001,5.5,71,PG,Action Adventure Comedy,88
Spy Kids 2: Island of Lost Dreams,http://www.imdb.com/title/tt0287717/,2002,5.1,66,PG,Action Adventure Comedy,100
Spy Kids 3-D: Game Over,http://www.imdb.com/title/tt0338459/,2003,4.3,57,PG,Action Adventure Comedy,84
Spy Kids 4: All the Time in the World,http://www.imdb.com/title/tt1517489/,2011,3.5,37,PG,Action Adventure Comedy,89
I Know What You Did Last Summer,http://www.imdb.com/title/tt0119345/,1997,5.7,52,R,Horror Mystery,101
I Still Know What You Did Last Summer,http://www.imdb.com/title/tt0130018/,1998,4.7,21,R,Horror Mystery,100
Garfield,http://www.imdb.com/title/tt0356634/,2004,5,27,PG,Animation Comedy Family,80
Garfield: A Tail of Two Kitties,http://www.imdb.com/title/tt0455499/,2006,5,37,PG,Animation Adventure Comedy,82
Iron Man,http://www.imdb.com/title/tt0371746/,2008,7.9,79,PG-13,Action Adventure Sci-Fi,126
Iron Man 2,http://www.imdb.com/title/tt1228705/,2010,7,57,PG-13,Action Adventure Sci-Fi,124
Iron Man Three,http://www.imdb.com/title/tt1300854/,2013,7.2,62,PG-13,Action Adventure Sci-Fi,130
Shrek,http://www.imdb.com/title/tt0126029/,2001,7.8,84,PG,Animation Adventure Comedy,90
Shrek 2,http://www.imdb.com/title/tt0298148/,2004,7.2,75,PG,Animation Adventure Comedy,93
Shrek the Third,http://www.imdb.com/title/tt0413267/,2007,6.1,58,PG,Animation Adventure Comedy,93
Shrek Forever After,http://www.imdb.com/title/tt0892791/,2010,6.3,58,PG,Animation Adventure Comedy,93
Tinker Bell,http://www.imdb.com/title/tt0823671/,2008 Video,6.8,None,G,Animation Adventure Family,78
Tinker Bell and the Lost Treasure,http://www.imdb.com/title/tt1216516/,2009 Video,6.7,None,G,Animation Adventure Family,81
Tinker Bell and the Great Fairy Rescue,http://www.imdb.com/title/tt1216515/,2010 Video,6.9,None,G,Animation Adventure Family,76
Pixie Hollow Games,http://www.imdb.com/title/tt1450334/,2011 TV Short,7.2,None,Not Rated,Animation Short Family,21
Secret of the Wings,http://www.imdb.com/title/tt1217213/,2012,7.1,None,G,Animation Family Fantasy,75
If These Walls Could Talk,http://www.imdb.com/title/tt0116607/,1996 TV Movie,7,None,R,Drama Thriller,97
If These Walls Could Talk 2,http://www.imdb.com/title/tt0206036/,2000 TV Movie,7.1,None,R,Drama Romance,96
Jurassic Park,http://www.imdb.com/title/tt0107290/,1993,8.1,68,PG-13,Action Adventure Sci-Fi,127
The Lost World: Jurassic Park,http://www.imdb.com/title/tt0119567/,1997,6.6,59,PG-13,Action Adventure Sci-Fi,129
Jurassic Park III,http://www.imdb.com/title/tt0163025/,2001,5.9,42,PG-13,Action Adventure Sci-Fi,92
Jurassic World,http://www.imdb.com/title/tt0369610/,2015,7,59,PG-13,Action Adventure Sci-Fi,124
Raiders of the Lost Ark,http://www.imdb.com/title/tt0082971/,1981,8.4,85,PG,Action Adventure,115
Indiana Jones and the Temple of Doom,http://www.imdb.com/title/tt0087469/,1984,7.6,57,PG,Action Adventure,118
Indiana Jones and the Last Crusade,http://www.imdb.com/title/tt0097576/,1989,8.2,65,PG-13,Action Adventure,127
Indiana Jones and the Kingdom of the Crystal Skull,http://www.imdb.com/title/tt0367882/,2008,6.1,65,PG-13,Action Adventure,122
Star Wars: Episode I - The Phantom Menace,http://www.imdb.com/title/tt0120915/,1999,6.5,51,PG,Action Adventure Fantasy,136
Star Wars: Episode II - Attack of the Clones,http://www.imdb.com/title/tt0121765/,2002,6.5,54,PG,Action Adventure Fantasy,142
Star Wars: Episode III - Revenge of the Sith,http://www.imdb.com/title/tt0121766/,2005,7.5,68,PG-13,Action Adventure Fantasy,140
Star Wars: Episode IV - A New Hope,http://www.imdb.com/title/tt0076759/,1977,8.6,90,PG,Action Adventure Fantasy,121
Star Wars: Episode V - The Empire Strikes Back,http://www.imdb.com/title/tt0080684/,1980,8.7,82,PG,Action Adventure Fantasy,124
Star Wars: Episode VI - Return of the Jedi,http://www.imdb.com/title/tt0086190/,1983,8.3,58,PG,Action Adventure Fantasy,131
Austin Powers: The Spy Who Shagged Me,http://www.imdb.com/title/tt0145660/,1999,6.6,59,PG-13,Action Adventure Comedy,95
Austin Powers: International Man of Mystery,http://www.imdb.com/title/tt0118655/,1997,7,51,PG-13,Adventure Comedy,89
Austin Powers in Goldmember,http://www.imdb.com/title/tt0295178/,2002,6.2,62,PG-13,Action Adventure Comedy,94
Austin Powers 4,http://www.imdb.com/title/tt1218992/,None,None,None,None,Comedy,None
Twilight,http://www.imdb.com/title/tt1099212/,2008,5.2,56,PG-13,Drama Fantasy Romance,122
The Twilight Saga: New Moon,http://www.imdb.com/title/tt1259571/,2009,4.7,44,PG-13,Adventure Drama Fantasy,130
The Twilight Saga: Eclipse,http://www.imdb.com/title/tt1325004/,2010,5,58,PG-13,Adventure Drama Fantasy,124
The Twilight Saga: Breaking Dawn - Part 1,http://www.imdb.com/title/tt1324999/,2011,4.9,45,PG-13,Adventure Drama Fantasy,117
The Twilight Saga: Breaking Dawn - Part 2,http://www.imdb.com/title/tt1673434/,2012,5.5,52,PG-13,Adventure Drama Fantasy,115
The Messengers,http://www.imdb.com/title/tt0425430/,2007,5.4,34,PG-13,Horror Thriller,90
Messengers 2: The Scarecrow,http://www.imdb.com/title/tt1299653/,2009 Video,4.7,None,R,Horror,94
Kill Bill: Vol. 1,http://www.imdb.com/title/tt0266697/,2003,8.1,69,R,Action Crime Thriller,111
Kill Bill: Vol. 2,http://www.imdb.com/title/tt0378194/,2004,8,83,R,Action Crime Thriller,137
Kill Bill: Vol. 3,http://www.imdb.com/title/tt1521225/,None,None,None,None,Action Crime Thriller,None
The Mask of Zorro,http://www.imdb.com/title/tt0120746/,1998,6.7,63,PG-13,Action Adventure Comedy,136
The Legend of Zorro,http://www.imdb.com/title/tt0386140/,2005,6,47,PG,Action Adventure Romance,129
Ghostbusters,http://www.imdb.com/title/tt0087332/,1984,7.8,71,PG,Action Comedy Fantasy,105
Ghostbusters II,http://www.imdb.com/title/tt0097428/,1989,6.6,56,PG,Action Comedy Fantasy,108
The Santa Clause,http://www.imdb.com/title/tt0111070/,1994,6.5,57,PG,Comedy Drama Family,97
The Santa Clause 2,http://www.imdb.com/title/tt0304669/,2002,5.6,48,G,Comedy Family Fantasy,104
The Santa Clause 3: The Escape Clause,http://www.imdb.com/title/tt0452681/,2006,4.7,32,G,Adventure Comedy Family,97
Doctor Dolittle,http://www.imdb.com/title/tt0118998/,1998,5.4,46,PG-13,Comedy Family Fantasy,85
Dr. Dolittle 2,http://www.imdb.com/title/tt0240462/,2001,4.7,49,PG,Comedy Family Fantasy,87
Dr. Dolittle 3,http://www.imdb.com/title/tt0481513/,2006 Video,4,None,PG,Comedy Family Fantasy,93
Dr. Dolittle: Tail to the Chief,http://www.imdb.com/title/tt1024724/,2008 Video,4,None,PG,Comedy Family,85
Dr. Dolittle: Million Dollar Mutts,http://www.imdb.com/title/tt1080926/,2009 Video,3.8,None,PG,Comedy Family,90
The Nutty Professor,http://www.imdb.com/title/tt0117218/,1996,5.6,62,PG-13,Comedy Romance Sci-Fi,95
Nutty Professor II: The Klumps,http://www.imdb.com/title/tt0144528/,2000,4.4,38,PG-13,Comedy Romance Sci-Fi,106
Beverly Hills Cop,http://www.imdb.com/title/tt0086960/,1984,7.3,66,R,Action Comedy Crime,105
Beverly Hills Cop II,http://www.imdb.com/title/tt0092644/,1987,6.5,48,R,Action Comedy Crime,100
Beverly Hills Cop III,http://www.imdb.com/title/tt0109254/,1994,5.6,16,R,Action Comedy Crime,104
48 Hrs.,http://www.imdb.com/title/tt0083511/,1982,6.9,71,R,Action Comedy Crime,96
Another 48 Hrs.,http://www.imdb.com/title/tt0099044/,1990,5.9,23,R,Action Comedy Crime,93
Father of the Bride,http://www.imdb.com/title/tt0101862/,1991,6.5,51,PG,Comedy Family Romance,105
Father of the Bride Part II,http://www.imdb.com/title/tt0113041/,1995,6,49,PG,Comedy Family Romance,106
Speed,http://www.imdb.com/title/tt0111257/,1994,7.2,78,R,Action Adventure Thriller,116
Speed 2: Cruise Control,http://www.imdb.com/title/tt0120179/,1997,3.9,23,PG-13,Action Adventure Crime,121
Scary Movie,http://www.imdb.com/title/tt0175142/,2000,6.2,48,R,Comedy,88
Scary Movie 2,http://www.imdb.com/title/tt0257106/,2001,5.3,29,R,Comedy Horror,83
Scary Movie 3,http://www.imdb.com/title/tt0306047/,2003,5.5,49,PG-13,Comedy Horror,84
Scary Movie 4,http://www.imdb.com/title/tt0362120/,2006,5.1,40,PG-13,Comedy Horror,83
Scary Movie 5,http://www.imdb.com/title/tt0795461/,2013,3.5,11,PG-13,Comedy Horror,86
The Ring,http://www.imdb.com/title/tt0298130/,2002,7.1,57,PG-13,Horror Mystery,115
The Ring Two,http://www.imdb.com/title/tt0377109/,2005,5.4,44,PG-13,Horror Mystery,110
The Texas Chainsaw Massacre 2,http://www.imdb.com/title/tt0092076/,1986,5.6,42,Unrated,Comedy Horror,101
Leatherface: Texas Chainsaw Massacre III,http://www.imdb.com/title/tt0099994/,1990,5.1,30,R,Horror Thriller,85
Texas Chainsaw Massacre: The Next Generation,http://www.imdb.com/title/tt0110978/,1995,3.3,50,R,Comedy Horror Thriller,87
The Texas Chainsaw Massacre,http://www.imdb.com/title/tt0324216/,2003,6.2,38,R,Horror,98
The Texas Chainsaw Massacre: The Beginning,http://www.imdb.com/title/tt0420294/,2006,5.8,30,R,Horror Thriller,91
Meet the Parents,http://www.imdb.com/title/tt0212338/,2000,7,73,PG-13,Comedy Romance,108
Meet the Fockers,http://www.imdb.com/title/tt0290002/,2004,6.3,41,PG-13,Comedy Romance,115
Little Fockers,http://www.imdb.com/title/tt0970866/,2010,5.5,27,PG-13,Comedy Romance,98
Shanghai Noon,http://www.imdb.com/title/tt0184894/,2000,6.6,77,PG-13,Action Adventure Comedy,110
Shanghai Knights,http://www.imdb.com/title/tt0300471/,2003,6.2,58,PG-13,Action Adventure Comedy,114
Anaconda,http://www.imdb.com/title/tt0118615/,1997,4.8,37,PG-13,Action Adventure Horror,89
Anacondas: The Hunt for the Blood Orchid,http://www.imdb.com/title/tt0366174/,2004,4.7,40,PG-13,Action Adventure Horror,97
Anaconda 3: Offspring,http://www.imdb.com/title/tt1137996/,2008 TV Movie,2.8,None,R,Action Adventure Horror,91
Anacondas: Trail of Blood,http://www.imdb.com/title/tt1150934/,2009 TV Movie,3,None,R,Action Adventure Horror,89
Behind Enemy Lines,http://www.imdb.com/title/tt0159273/,2001,6.4,49,PG-13,Action Drama Thriller,106
Behind Enemy Lines II: Axis of Evil,http://www.imdb.com/title/tt0497329/,2006 Video,4.5,None,R,Action Thriller,96
Behind Enemy Lines: Colombia,http://www.imdb.com/title/tt1208647/,2009 Video,4.8,None,R,Action Thriller,94
The Marine,http://www.imdb.com/title/tt0419946/,2006,4.7,45,PG-13,Action Comedy Drama,92
The Marine 2,http://www.imdb.com/title/tt1266027/,2009 Video,5,None,R,Action Drama Thriller,95
Walking Tall,http://www.imdb.com/title/tt0351977/,2004,6.3,44,PG-13,Action Crime,86
Walking Tall: The Payback,http://www.imdb.com/title/tt0804550/,2007 Video,4.6,None,R,Action Adventure Crime,88
Walking Tall: Lone Justice,http://www.imdb.com/title/tt0804551/,2007 Video,4.9,None,R,Action Crime Drama,95
Walking Tall,http://www.imdb.com/title/tt0070895/,1973,7,60,R,Action Biography Crime,125
Walking Tall Part II,http://www.imdb.com/title/tt0073880/,1975,6.2,None,PG,Action Biography Crime,109
Final Chapter: Walking Tall,http://www.imdb.com/title/tt0076028/,1977,5.9,None,R,Action Crime Drama,112
Vacancy,http://www.imdb.com/title/tt0452702/,2007,6.2,54,R,Horror Thriller,85
Vacancy 2: The First Cut,http://www.imdb.com/title/tt1204979/,2008,5,None,R,Horror Thriller,86
Hostel,http://www.imdb.com/title/tt0450278/,2005,5.9,55,R,Horror,94
Hostel: Part II,http://www.imdb.com/title/tt0498353/,2007,5.5,46,R,Horror,94
Hostel: Part III,http://www.imdb.com/title/tt1255916/,2011 Video,4.6,None,R,Horror,88
Charlie's Angels,http://www.imdb.com/title/tt0160127/,2000,5.5,52,PG-13,Action Adventure Comedy,98
Charlie's Angels: Full Throttle,http://www.imdb.com/title/tt0305357/,2003,4.9,48,PG-13,Action Adventure Comedy,106
Bad Boys,http://www.imdb.com/title/tt0112442/,1995,6.9,41,R,Action Comedy Crime,119
Bad Boys II,http://www.imdb.com/title/tt0172156/,2003,6.6,38,R,Action Comedy Crime,147
Bad Boys For Life,http://www.imdb.com/title/tt1502397/,2020,6.7,59,R,Action Comedy Crime,124
Big Momma's House,http://www.imdb.com/title/tt0208003/,2000,5.2,33,PG-13,Action Comedy Crime,99
Big Momma's House 2,http://www.imdb.com/title/tt0421729/,2006,4.7,34,PG-13,Comedy Crime,99
"Big Mommas: Like Father, Like Son",http://www.imdb.com/title/tt1464174/,2011,4.4,22,PG-13,Action Comedy Crime,107
Open Season,http://www.imdb.com/title/tt0400717/,2006,6.1,49,PG,Animation Adventure Comedy,86
Open Season 2,http://www.imdb.com/title/tt1107365/,2008 Video,5.6,None,PG,Animation Adventure Comedy,76
Open Season 3,http://www.imdb.com/title/tt1646926/,2010,5.1,None,PG,Animation Adventure Comedy,75
The Grudge,http://www.imdb.com/title/tt0391198/,2004,5.9,49,PG-13,Horror Mystery Thriller,91
The Grudge 2,http://www.imdb.com/title/tt0433386/,2006,5.1,33,PG-13,Horror Thriller,102
The Grudge 3,http://www.imdb.com/title/tt1053859/,2009,4.7,None,R,Horror Mystery Thriller,90
National Lampoon's Van Wilder,http://www.imdb.com/title/tt0283111/,2002,6.4,26,R,Comedy Romance,92
Van Wilder 2: The Rise of Taj,http://www.imdb.com/title/tt0480271/,2006,4.9,21,R,Comedy Romance,97
Van Wilder: Freshman Year,http://www.imdb.com/title/tt1276434/,2009 Video,5.3,None,R,Comedy Romance,98
The Butterfly Effect,http://www.imdb.com/title/tt0289879/,2004,7.6,30,R,Drama Sci-Fi Thriller,113
The Butterfly Effect 2,http://www.imdb.com/title/tt0457297/,2006,4.5,None,R,Drama Sci-Fi Thriller,92
The Butterfly Effect 3: Revelations,http://www.imdb.com/title/tt1234541/,2009,5.6,None,R,Crime Sci-Fi Thriller,90
Harold & Kumar Go to White Castle,http://www.imdb.com/title/tt0366551/,2004,7.1,64,R,Adventure Comedy,88
Harold & Kumar Escape from Guantanamo Bay,http://www.imdb.com/title/tt0481536/,2008,6.6,57,R,Adventure Comedy,114
A Very Harold & Kumar Christmas,http://www.imdb.com/title/tt1268799/,2011,6.3,61,R,Adventure Comedy,90
Hollow Man,http://www.imdb.com/title/tt0164052/,2000,5.8,24,R,Action Horror Sci-Fi,112
Hollow Man II,http://www.imdb.com/title/tt0469916/,2006 Video,4.4,None,R,Action Horror Sci-Fi,91
Starship Troopers,http://www.imdb.com/title/tt0120201/,1997,7.2,51,R,Action Adventure Sci-Fi,129
Starship Troopers 2: Hero of the Federation,http://www.imdb.com/title/tt0367093/,2004 Video,3.5,None,R,Action Adventure Horror,88
Starship Troopers 3: Marauder,http://www.imdb.com/title/tt0844760/,2008 Video,4.3,None,R,Action Adventure Sci-Fi,105
Ice Age,http://www.imdb.com/title/tt0268380/,2002,7.5,60,PG,Animation Adventure Comedy,81
Ice Age: The Meltdown,http://www.imdb.com/title/tt0438097/,2006,6.8,58,PG,Animation Adventure Comedy,91
Ice Age: Dawn of the Dinosaurs,http://www.imdb.com/title/tt1080016/,2009,6.9,50,PG,Animation Adventure Comedy,94
Ice Age: A Mammoth Christmas,http://www.imdb.com/title/tt2100546/,2011 TV Short,6.5,None,TV-PG,Animation Short Adventure,26
Ice Age: Continental Drift,http://www.imdb.com/title/tt1667889/,2012,6.6,49,PG,Animation Adventure Comedy,88
Madagascar,http://www.imdb.com/title/tt0351283/,2005,6.9,57,PG,Animation Adventure Comedy,86
Madagascar: Escape 2 Africa,http://www.imdb.com/title/tt0479952/,2008,6.6,61,PG,Animation Adventure Comedy,89
Madagascar 3: Europe's Most Wanted,http://www.imdb.com/title/tt1277953/,2012,6.8,60,PG,Animation Adventure Comedy,93
Kung Fu Panda,http://www.imdb.com/title/tt0441773/,2008,7.5,74,PG,Animation Action Adventure,92
Kung Fu Panda 2,http://www.imdb.com/title/tt1302011/,2011,7.2,67,PG,Animation Action Adventure,90
The Lion King,http://www.imdb.com/title/tt0110357/,1994,8.5,88,G,Animation Adventure Drama,88
The Lion King II: Simba's Pride,http://www.imdb.com/title/tt0120131/,1998 Video,6.5,None,G,Animation Adventure Drama,81
The Lion King 3: Hakuna Matata,http://www.imdb.com/title/tt0318403/,2004 Video,6.5,None,G,Animation Adventure Comedy,77
The Little Mermaid,http://www.imdb.com/title/tt0097757/,1989,7.6,88,G,Animation Family Fantasy,83
The Little Mermaid 2: Return to the Sea,http://www.imdb.com/title/tt0240684/,2000 Video,5.6,None,G,Animation Drama Family,75
The Little Mermaid: Ariel's Beginning,http://www.imdb.com/title/tt0969647/,2008 Video,6.3,None,G,Animation Drama Family,77
The Prince and Me,http://www.imdb.com/title/tt0337697/,2004,5.9,47,PG,Comedy Family Romance,111
The Prince & Me II: The Royal Wedding,http://www.imdb.com/title/tt0477072/,2006 Video,4.4,None,PG,Comedy Family Romance,96
The Prince & Me 3: A Royal Honeymoon,http://www.imdb.com/title/tt1094198/,2008 Video,4.2,None,PG,Comedy Family Romance,92
The Prince & Me: The Elephant Adventure,http://www.imdb.com/title/tt1340161/,2010 TV Movie,4.6,None,PG,Comedy Romance,93
The Princess Diaries,http://www.imdb.com/title/tt0247638/,2001,6.3,52,G,Comedy Family Romance,111
The Princess Diaries 2: Royal Engagement,http://www.imdb.com/title/tt0368933/,2004,5.8,43,G,Comedy Family Romance,113
Bridget Jones's Diary,http://www.imdb.com/title/tt0243155/,2001,6.7,66,R,Comedy Drama Romance,97
Bridget Jones: The Edge of Reason,http://www.imdb.com/title/tt0317198/,2004,6,44,R,Comedy Drama Romance,108
Bridget Jones's Baby,http://www.imdb.com/title/tt1473832/,2016,6.5,59,R,Comedy Drama Romance,123
Mulan,http://www.imdb.com/title/tt0120762/,1998,7.6,71,G,Animation Adventure Family,88
Mulan II,http://www.imdb.com/title/tt0279967/,2004 Video,5.7,None,G,Animation Action Comedy,79
Bambi,http://www.imdb.com/title/tt0034492/,1942,7.3,91,G,Animation Drama Family,70
Bambi II,http://www.imdb.com/title/tt0447854/,2006 Video,6.1,None,G,Animation Adventure Drama,75
The Bourne Identity,http://www.imdb.com/title/tt0258463/,2002,7.9,68,PG-13,Action Mystery Thriller,119
The Bourne Supremacy,http://www.imdb.com/title/tt0372183/,2004,7.7,73,PG-13,Action Mystery Thriller,108
The Bourne Ultimatum,http://www.imdb.com/title/tt0440963/,2007,8,85,PG-13,Action Mystery Thriller,115
The Bourne Legacy,http://www.imdb.com/title/tt1194173/,2012,6.7,61,PG-13,Action Adventure Thriller,135
The Fox and the Hound,http://www.imdb.com/title/tt0082406/,1981,7.3,65,G,Animation Adventure Drama,83
The Fox and the Hound 2,http://www.imdb.com/title/tt0465997/,2006 Video,5.3,None,G,Animation Adventure Comedy,69
Brother,http://www.imdb.com/title/tt0118767/,1997,8,None,None,Crime Drama Romance,99
Brat 2,http://www.imdb.com/title/tt0238883/,2000,7.8,None,None,Action Crime Thriller,122
Brother Bear,http://www.imdb.com/title/tt0328880/,2003,6.8,48,G,Animation Adventure Comedy,85
Brother Bear 2,http://www.imdb.com/title/tt0465925/,2006 Video,6.2,None,G,Animation Adventure Comedy,74
Class of 1999,http://www.imdb.com/title/tt0099277/,1990,5.9,33,R,Action Horror Sci-Fi,99
Class of 1999 II: The Substitute,http://www.imdb.com/title/tt0109442/,1994,4.4,None,R,Action Horror Sci-Fi,87
Green Lantern: First Flight,http://www.imdb.com/title/tt1384590/,2009 Video,7.1,None,PG-13,Animation Action Adventure,77
